,28005002,28006004,28007004,28009001,28013002,28014002,28016001,28045002,28047002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28123002,28133002,28148004,28161001,28171001,28180001
2017-01-01 01:00:00,131.0,54.0,79.0,7.0,6.0,33.0,1.0,215.0,147.0,135.0,86.0,189.0,20.0,195.0,19.0,106.0,1.0,60.0,18.0,20.0,98.0,4.0,60.0
2017-01-01 02:00:00,86.0,102.0,56.0,9.0,4.0,33.0,1.0,161.0,164.0,92.0,93.0,205.0,34.0,184.0,15.0,77.0,1.0,69.0,15.0,27.0,60.0,5.0,115.0
2017-01-01 03:00:00,33.0,100.0,34.0,4.0,3.0,40.0,1.0,64.0,119.0,40.0,81.0,181.0,39.0,112.0,6.0,49.0,1.0,28.0,11.0,21.0,55.0,5.0,36.0
2017-01-01 04:00:00,12.0,84.0,23.0,4.0,4.0,34.0,1.0,37.0,93.0,25.0,71.0,148.0,35.0,108.0,3.0,42.0,1.0,24.0,9.0,11.0,58.0,4.0,9.0
2017-01-01 05:00:00,10.0,53.0,14.0,4.0,3.0,30.0,1.0,44.0,92.0,18.0,57.0,106.0,26.0,94.0,3.0,34.0,1.0,15.0,6.0,10.0,32.0,4.0,16.0
2017-01-01 06:00:00,17.0,31.0,7.0,4.0,5.0,31.0,1.0,68.0,73.0,22.0,55.0,125.0,14.0,80.0,2.0,13.0,1.0,22.0,5.0,11.0,23.0,4.0,10.0
2017-01-01 07:00:00,6.0,25.0,16.0,3.0,2.0,28.0,1.0,62.0,80.0,30.0,39.0,97.0,11.0,72.0,3.0,19.0,1.0,15.0,7.0,6.0,28.0,6.0,14.0
2017-01-01 08:00:00,6.0,22.0,28.0,6.0,1.0,22.0,1.0,38.0,55.0,33.0,31.0,102.0,13.0,42.0,6.0,57.0,1.0,15.0,4.0,5.0,19.0,7.0,6.0
2017-01-01 09:00:00,8.0,16.0,44.0,3.0,1.0,15.0,1.0,24.0,45.0,33.0,69.0,52.0,16.0,35.0,4.0,51.0,1.0,13.0,6.0,10.0,16.0,7.0,2.0
2017-01-01 10:00:00,13.0,17.0,28.0,3.0,7.0,13.0,1.0,5.0,41.0,18.0,43.0,28.0,18.0,46.0,7.0,34.0,1.0,18.0,6.0,17.0,16.0,8.0,2.0
2017-01-01 11:00:00,17.0,21.0,30.0,5.0,13.0,17.0,1.0,3.0,12.0,18.0,11.0,17.0,17.0,18.0,8.0,36.0,1.0,33.0,6.0,16.0,19.0,8.0,2.0
2017-01-01 12:00:00,28.0,15.0,10.0,4.0,9.0,18.0,1.0,3.0,5.0,26.0,12.0,14.0,10.0,12.0,3.0,13.0,1.0,22.0,5.0,13.0,9.0,9.0,2.0
2017-01-01 13:00:00,19.0,10.0,6.0,4.0,9.0,11.0,1.0,4.0,8.0,9.0,8.0,10.0,3.0,15.0,4.0,3.0,1.0,9.0,2.0,13.0,5.0,11.0,2.0
2017-01-01 14:00:00,14.0,15.0,3.0,2.0,1.0,7.0,1.0,5.0,9.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,1.0,5.0,1.0,10.0,3.0,5.0,2.0
2017-01-01 15:00:00,7.0,14.0,4.0,3.0,1.0,3.0,1.0,4.0,9.0,4.0,2.0,2.0,3.0,3.0,7.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0
2017-01-01 16:00:00,5.0,7.0,2.0,4.0,1.0,1.0,1.0,35.0,7.0,3.0,2.0,2.0,3.0,4.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0
2017-01-01 17:00:00,5.0,4.0,1.0,2.0,1.0,1.0,1.0,6.0,10.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0
2017-01-01 18:00:00,54.0,4.0,1.0,4.0,11.0,7.0,1.0,25.0,21.0,9.0,3.0,4.0,3.0,12.0,2.0,1.0,1.0,53.0,11.0,5.0,6.0,1.0,15.0
2017-01-01 19:00:00,169.0,10.0,2.0,4.0,6.0,18.0,1.0,19.0,32.0,62.0,11.0,17.0,3.0,54.0,3.0,2.0,1.0,161.0,4.0,31.0,32.0,1.0,18.0
2017-01-01 20:00:00,73.0,17.0,19.0,4.0,2.0,17.0,1.0,7.0,13.0,162.0,6.0,27.0,4.0,125.0,6.0,5.0,1.0,212.0,2.0,45.0,9.0,1.0,13.0
2017-01-01 21:00:00,27.0,30.0,19.0,3.0,1.0,14.0,1.0,6.0,12.0,75.0,5.0,69.0,4.0,60.0,4.0,3.0,1.0,53.0,2.0,50.0,2.0,1.0,3.0
2017-01-01 22:00:00,7.0,56.0,4.0,3.0,1.0,17.0,1.0,5.0,9.0,41.0,2.0,7.0,4.0,5.0,19.0,2.0,1.0,6.0,1.0,15.0,2.0,1.0,2.0
2017-01-01 23:00:00,2.0,51.0,8.0,2.0,1.0,10.0,1.0,4.0,7.0,16.0,2.0,1.0,3.0,3.0,15.0,3.0,1.0,5.0,1.0,11.0,3.0,1.0,1.0
2017-01-02 00:00:00,1.0,33.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,10.0,1.0,1.0,3.0,2.0,19.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0
2017-01-02 01:00:00,1.0,20.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0
2017-01-02 02:00:00,1.0,8.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0
2017-01-02 03:00:00,8.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0
2017-01-02 04:00:00,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,17.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0
2017-01-02 05:00:00,13.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,20.0,14.0,3.0,2.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0
2017-01-02 06:00:00,114.0,3.0,3.0,3.0,1.0,6.0,1.0,6.0,35.0,88.0,10.0,12.0,4.0,19.0,3.0,4.0,1.0,9.0,1.0,5.0,16.0,1.0,1.0
2017-01-02 07:00:00,241.0,7.0,18.0,6.0,1.0,25.0,1.0,14.0,41.0,123.0,35.0,63.0,6.0,62.0,5.0,15.0,1.0,22.0,3.0,18.0,13.0,1.0,2.0
2017-01-02 08:00:00,255.0,28.0,28.0,5.0,2.0,54.0,1.0,10.0,31.0,172.0,87.0,91.0,5.0,81.0,9.0,37.0,1.0,46.0,12.0,21.0,17.0,1.0,7.0
2017-01-02 09:00:00,142.0,19.0,46.0,10.0,2.0,43.0,1.0,14.0,12.0,139.0,85.0,98.0,6.0,88.0,12.0,50.0,1.0,57.0,13.0,28.0,27.0,2.0,13.0
2017-01-02 10:00:00,81.0,11.0,43.0,8.0,3.0,53.0,1.0,20.0,16.0,117.0,80.0,69.0,9.0,71.0,12.0,41.0,1.0,41.0,7.0,26.0,43.0,3.0,4.0
2017-01-02 11:00:00,73.0,11.0,49.0,5.0,3.0,42.0,1.0,17.0,5.0,60.0,66.0,40.0,7.0,43.0,15.0,49.0,1.0,56.0,10.0,30.0,26.0,4.0,3.0
2017-01-02 12:00:00,48.0,14.0,47.0,4.0,2.0,25.0,2.0,18.0,3.0,52.0,51.0,23.0,4.0,31.0,8.0,50.0,1.0,59.0,7.0,22.0,12.0,6.0,4.0
2017-01-02 13:00:00,26.0,11.0,28.0,3.0,3.0,10.0,1.0,16.0,10.0,46.0,36.0,18.0,3.0,26.0,8.0,36.0,1.0,43.0,2.0,20.0,9.0,5.0,3.0
2017-01-02 14:00:00,17.0,8.0,33.0,2.0,3.0,6.0,1.0,14.0,13.0,41.0,33.0,13.0,2.0,25.0,12.0,32.0,1.0,36.0,2.0,9.0,9.0,3.0,4.0
2017-01-02 15:00:00,12.0,5.0,19.0,2.0,3.0,8.0,1.0,7.0,10.0,24.0,19.0,13.0,2.0,18.0,12.0,19.0,1.0,28.0,3.0,5.0,6.0,4.0,3.0
2017-01-02 16:00:00,23.0,4.0,15.0,1.0,2.0,8.0,1.0,7.0,9.0,50.0,21.0,10.0,3.0,15.0,12.0,11.0,1.0,30.0,2.0,11.0,6.0,4.0,3.0
2017-01-02 17:00:00,85.0,8.0,25.0,6.0,7.0,16.0,1.0,7.0,13.0,124.0,40.0,28.0,2.0,40.0,21.0,28.0,1.0,64.0,3.0,8.0,15.0,2.0,5.0
2017-01-02 18:00:00,117.0,35.0,51.0,14.0,42.0,50.0,1.0,51.0,92.0,218.0,96.0,84.0,7.0,141.0,36.0,49.0,1.0,119.0,8.0,38.0,47.0,1.0,11.0
2017-01-02 19:00:00,286.0,36.0,57.0,6.0,35.0,40.0,1.0,49.0,108.0,310.0,128.0,174.0,35.0,139.0,19.0,45.0,1.0,159.0,4.0,56.0,41.0,1.0,17.0
2017-01-02 20:00:00,263.0,19.0,79.0,5.0,21.0,78.0,1.0,13.0,76.0,218.0,105.0,168.0,1.0,235.0,21.0,60.0,1.0,129.0,2.0,21.0,47.0,1.0,9.0
2017-01-02 21:00:00,216.0,30.0,64.0,4.0,10.0,73.0,1.0,31.0,154.0,166.0,142.0,131.0,10.0,179.0,24.0,91.0,1.0,80.0,4.0,22.0,70.0,1.0,4.0
