,28005002,28006004,28013002,28014002,28016001,28045002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28120001,28123002,28133002,28148004,28171001
2021-02-01 01:00:00,6.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,16.0,4.0,15.0,1.0,1.0,1.0,1.0,3.0,3.0
2021-02-01 02:00:00,8.0,1.0,5.0,3.0,1.0,6.0,5.0,5.0,1.0,2.0,14.0,6.0,11.0,1.0,2.0,4.0,2.0,9.0,1.0
2021-02-01 03:00:00,7.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,3.0,3.0,2.0,6.0,7.0,2.0,13.0,1.0
2021-02-01 04:00:00,6.0,3.0,3.0,3.0,4.0,6.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,2.0,10.0,4.0
2021-02-01 05:00:00,6.0,3.0,2.0,6.0,8.0,10.0,6.0,3.0,3.0,12.0,3.0,5.0,4.0,2.0,1.0,6.0,3.0,9.0,4.0
2021-02-01 06:00:00,6.0,6.0,6.0,4.0,7.0,11.0,4.0,2.0,4.0,8.0,4.0,8.0,6.0,3.0,5.0,4.0,2.0,14.0,3.0
2021-02-01 07:00:00,7.0,6.0,6.0,4.0,10.0,9.0,4.0,6.0,7.0,7.0,11.0,9.0,10.0,4.0,5.0,7.0,4.0,13.0,5.0
2021-02-01 08:00:00,7.0,5.0,10.0,4.0,10.0,11.0,7.0,42.0,6.0,5.0,11.0,12.0,6.0,4.0,2.0,13.0,9.0,13.0,14.0
2021-02-01 09:00:00,3.0,2.0,4.0,7.0,11.0,14.0,14.0,19.0,9.0,9.0,11.0,11.0,8.0,7.0,3.0,8.0,18.0,15.0,13.0
2021-02-01 10:00:00,12.0,1.0,1.0,9.0,10.0,10.0,12.0,12.0,9.0,48.0,10.0,6.0,6.0,5.0,3.0,7.0,18.0,15.0,11.0
2021-02-01 11:00:00,12.0,3.0,1.0,9.0,10.0,9.0,13.0,7.0,10.0,4.0,9.0,10.0,11.0,6.0,2.0,10.0,16.0,14.0,2.0
2021-02-01 12:00:00,12.0,8.0,6.0,12.0,10.0,9.0,12.0,8.0,11.0,19.0,10.0,10.0,8.0,5.0,1.0,11.0,14.0,13.0,5.0
2021-02-01 13:00:00,11.0,9.0,8.0,11.0,9.0,10.0,12.0,1.0,8.0,9.0,12.0,10.0,5.0,4.0,1.0,13.0,12.0,10.0,3.0
2021-02-01 14:00:00,10.0,6.0,12.0,13.0,6.0,10.0,15.0,1.0,12.0,5.0,17.0,7.0,9.0,4.0,1.0,15.0,11.0,10.0,6.0
2021-02-01 15:00:00,10.0,6.0,12.0,13.0,8.0,7.0,12.0,1.0,12.0,3.0,15.0,5.0,11.0,4.0,2.0,13.0,13.0,10.0,16.0
2021-02-01 16:00:00,11.0,7.0,15.0,13.0,7.0,10.0,7.0,9.0,10.0,7.0,17.0,8.0,15.0,14.0,3.0,17.0,12.0,8.0,10.0
2021-02-01 17:00:00,11.0,6.0,15.0,16.0,6.0,9.0,19.0,18.0,10.0,9.0,20.0,8.0,15.0,16.0,6.0,19.0,14.0,10.0,13.0
2021-02-01 18:00:00,14.0,7.0,16.0,14.0,6.0,12.0,12.0,19.0,20.0,10.0,23.0,14.0,18.0,18.0,7.0,25.0,15.0,18.0,14.0
2021-02-01 19:00:00,17.0,13.0,15.0,16.0,7.0,8.0,20.0,18.0,15.0,9.0,22.0,16.0,19.0,18.0,6.0,27.0,17.0,21.0,24.0
2021-02-01 20:00:00,18.0,14.0,21.0,17.0,7.0,5.0,19.0,17.0,15.0,19.0,17.0,10.0,19.0,18.0,3.0,24.0,16.0,23.0,17.0
2021-02-01 21:00:00,18.0,18.0,16.0,15.0,8.0,16.0,20.0,19.0,14.0,12.0,20.0,15.0,18.0,13.0,2.0,23.0,14.0,25.0,17.0
2021-02-01 22:00:00,16.0,19.0,9.0,11.0,9.0,23.0,23.0,15.0,12.0,15.0,20.0,10.0,11.0,11.0,3.0,19.0,15.0,24.0,6.0
2021-02-01 23:00:00,14.0,17.0,8.0,7.0,10.0,18.0,9.0,5.0,11.0,22.0,9.0,8.0,9.0,10.0,6.0,18.0,13.0,23.0,15.0
2021-02-02 00:00:00,12.0,14.0,8.0,6.0,14.0,13.0,5.0,10.0,7.0,18.0,10.0,7.0,9.0,6.0,2.0,12.0,5.0,17.0,9.0
2021-02-02 01:00:00,10.0,10.0,13.0,17.0,17.0,6.0,13.0,20.0,8.0,16.0,16.0,14.0,4.0,9.0,1.0,6.0,6.0,12.0,13.0
2021-02-02 02:00:00,10.0,9.0,15.0,11.0,14.0,8.0,15.0,16.0,12.0,26.0,16.0,12.0,11.0,6.0,1.0,10.0,9.0,12.0,13.0
2021-02-02 03:00:00,10.0,12.0,10.0,9.0,9.0,3.0,10.0,10.0,8.0,16.0,12.0,11.0,13.0,5.0,2.0,10.0,15.0,14.0,17.0
2021-02-02 04:00:00,11.0,12.0,9.0,6.0,6.0,4.0,11.0,11.0,10.0,8.0,9.0,7.0,15.0,6.0,2.0,11.0,12.0,14.0,14.0
2021-02-02 05:00:00,11.0,11.0,17.0,12.0,4.0,3.0,6.0,12.0,10.0,6.0,11.0,5.0,14.0,7.0,1.0,8.0,6.0,13.0,13.0
2021-02-02 06:00:00,9.0,10.0,13.0,8.0,1.0,2.0,3.0,7.0,7.0,1.0,12.0,4.0,15.0,7.0,2.0,12.0,10.0,11.0,19.0
2021-02-02 07:00:00,10.0,10.0,10.0,7.0,2.0,1.0,12.0,4.0,6.0,3.0,8.0,3.0,10.0,4.0,1.0,8.0,8.0,10.0,9.0
2021-02-02 08:00:00,8.0,9.0,9.0,8.0,3.0,3.0,10.0,8.0,4.0,6.0,6.0,2.0,6.0,2.0,1.0,7.0,5.0,10.0,1.0
2021-02-02 09:00:00,8.0,12.0,9.0,10.0,2.0,5.0,12.0,10.0,10.0,4.0,8.0,1.0,5.0,9.0,1.0,11.0,5.0,10.0,1.0
2021-02-02 10:00:00,10.0,11.0,13.0,11.0,1.0,10.0,13.0,11.0,11.0,2.0,1.0,2.0,2.0,6.0,14.0,12.0,8.0,10.0,4.0
2021-02-02 11:00:00,9.0,10.0,34.0,9.0,2.0,10.0,14.0,13.0,5.0,3.0,2.0,8.0,6.0,9.0,1.0,12.0,10.0,9.0,8.0
2021-02-02 12:00:00,5.0,11.0,38.0,2.0,4.0,6.0,8.0,8.0,5.0,3.0,24.0,12.0,6.0,1.0,3.0,7.0,10.0,8.0,3.0
2021-02-02 13:00:00,2.0,13.0,40.0,2.0,1.0,28.0,8.0,1.0,3.0,5.0,8.0,12.0,1.0,1.0,1.0,2.0,9.0,2.0,9.0
2021-02-02 14:00:00,3.0,10.0,13.0,2.0,2.0,22.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,6.0,1.0,7.0
2021-02-02 15:00:00,1.0,4.0,6.0,3.0,4.0,3.0,1.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0
2021-02-02 16:00:00,2.0,1.0,5.0,3.0,2.0,1.0,1.0,3.0,3.0,5.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0
2021-02-02 17:00:00,2.0,1.0,13.0,7.0,3.0,2.0,1.0,4.0,3.0,6.0,10.0,2.0,2.0,3.0,11.0,1.0,2.0,3.0,2.0
2021-02-02 18:00:00,3.0,1.0,8.0,11.0,4.0,7.0,3.0,10.0,9.0,3.0,12.0,14.0,3.0,4.0,10.0,5.0,1.0,8.0,8.0
2021-02-02 19:00:00,3.0,1.0,7.0,13.0,6.0,5.0,6.0,11.0,8.0,7.0,18.0,8.0,6.0,8.0,9.0,8.0,3.0,12.0,4.0
2021-02-02 20:00:00,5.0,3.0,9.0,10.0,7.0,4.0,11.0,8.0,5.0,3.0,10.0,2.0,3.0,7.0,3.0,9.0,1.0,14.0,1.0
2021-02-02 21:00:00,7.0,3.0,9.0,10.0,1.0,3.0,13.0,2.0,5.0,4.0,5.0,2.0,1.0,5.0,1.0,9.0,3.0,13.0,4.0
2021-02-02 22:00:00,6.0,3.0,11.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,6.0,1.0,6.0,1.0,12.0,3.0
2021-02-02 23:00:00,4.0,2.0,9.0,4.0,3.0,3.0,13.0,6.0,3.0,2.0,4.0,2.0,1.0,6.0,1.0,1.0,6.0,7.0,1.0
2021-02-03 00:00:00,4.0,1.0,5.0,5.0,3.0,2.0,18.0,2.0,3.0,6.0,5.0,3.0,3.0,3.0,1.0,3.0,1.0,6.0,9.0
2021-02-03 01:00:00,2.0,1.0,7.0,3.0,1.0,5.0,13.0,10.0,1.0,4.0,8.0,6.0,7.0,9.0,1.0,3.0,4.0,9.0,7.0
2021-02-03 02:00:00,1.0,1.0,8.0,8.0,2.0,7.0,10.0,8.0,2.0,6.0,8.0,6.0,9.0,13.0,1.0,5.0,5.0,12.0,14.0
2021-02-03 03:00:00,3.0,2.0,11.0,7.0,5.0,5.0,6.0,5.0,6.0,7.0,9.0,6.0,6.0,4.0,1.0,7.0,4.0,12.0,12.0
2021-02-03 04:00:00,6.0,5.0,10.0,8.0,6.0,8.0,6.0,4.0,7.0,5.0,6.0,4.0,3.0,2.0,1.0,5.0,8.0,11.0,4.0
2021-02-03 05:00:00,6.0,7.0,6.0,3.0,2.0,5.0,9.0,12.0,8.0,6.0,11.0,5.0,4.0,4.0,1.0,9.0,7.0,8.0,4.0
2021-02-03 06:00:00,1.0,5.0,4.0,6.0,3.0,6.0,4.0,14.0,8.0,4.0,8.0,7.0,8.0,5.0,1.0,8.0,5.0,7.0,12.0
2021-02-03 07:00:00,2.0,5.0,7.0,7.0,6.0,7.0,8.0,13.0,7.0,10.0,12.0,11.0,16.0,3.0,1.0,10.0,2.0,7.0,15.0
2021-02-03 08:00:00,4.0,11.0,8.0,11.0,8.0,12.0,11.0,13.0,9.0,7.0,16.0,9.0,15.0,8.0,2.0,10.0,3.0,8.0,11.0
2021-02-03 09:00:00,6.0,18.0,10.0,12.0,7.0,10.0,20.0,24.0,14.0,7.0,24.0,9.0,17.0,9.0,4.0,57.0,4.0,13.0,4.0
2021-02-03 10:00:00,7.0,25.0,10.0,11.0,6.0,7.0,0.1,23.0,18.0,4.0,24.0,11.0,15.0,9.0,2.0,57.0,3.0,13.0,5.0
2021-02-03 11:00:00,9.0,18.0,8.0,44.0,3.0,5.0,0.1,13.0,16.0,3.0,15.0,7.0,12.0,9.0,2.0,11.0,9.0,13.0,2.0
2021-02-03 12:00:00,8.0,14.0,11.0,46.0,3.0,2.0,0.1,2.0,7.0,2.0,6.0,4.0,2.0,10.0,1.0,10.0,10.0,11.0,1.0
2021-02-03 13:00:00,7.0,5.0,17.0,2.0,3.0,2.0,11.0,5.0,6.0,1.0,8.0,3.0,2.0,6.0,2.0,9.0,7.0,9.0,1.0
2021-02-03 14:00:00,8.0,7.0,11.0,6.0,4.0,4.0,13.0,9.0,6.0,5.0,11.0,4.0,2.0,3.0,1.0,7.0,6.0,8.0,1.0
2021-02-03 15:00:00,8.0,8.0,13.0,6.0,2.0,2.0,5.0,16.0,5.0,5.0,13.0,3.0,7.0,3.0,1.0,1.0,6.0,7.0,8.0
2021-02-03 16:00:00,7.0,4.0,8.0,11.0,4.0,3.0,9.0,9.0,8.0,3.0,13.0,3.0,11.0,10.0,1.0,1.0,11.0,7.0,15.0
2021-02-03 17:00:00,7.0,5.0,7.0,10.0,4.0,8.0,9.0,10.0,11.0,3.0,20.0,7.0,17.0,7.0,1.0,1.0,7.0,7.0,12.0
2021-02-03 18:00:00,8.0,9.0,10.0,11.0,4.0,6.0,15.0,17.0,19.0,6.0,20.0,2.0,10.0,9.0,1.0,1.0,8.0,12.0,9.0
2021-02-03 19:00:00,9.0,9.0,14.0,23.0,2.0,8.0,17.0,17.0,18.0,2.0,21.0,7.0,15.0,10.0,3.0,10.0,8.0,15.0,9.0
2021-02-03 20:00:00,11.0,11.0,15.0,29.0,2.0,9.0,17.0,12.0,12.0,5.0,12.0,11.0,13.0,5.0,3.0,14.0,5.0,16.0,8.0
