,28079004,28079008,28079018,28079035,28079036,28079057,28079008,28079018,28079024,28079036,28079038,28079040,28079047,28079048,28079050,28079055,28079056,28079057,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079016,28079017,28079018,28079024,28079027,28079035,28079039,28079049,28079054,28079056,28079058,28079059,28079060,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079011,28079018,28079024,28079038,28079055,28079004,28079008,28079018,28079035,28079056,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079024,28079038,28079047,28079048,28079050,28079056
2021-05-01 01:00:00,11.0,3.0,3.0,8.0,4.0,2.0,12.0,3.0,9.0,5.0,5.0,6.0,5.0,7.0,13.0,7.0,5.0,6.0,4.0,14.0,19.0,13.0,16.0,22.0,15.0,7.0,23.0,18.0,14.0,13.0,10.0,14.0,12.0,16.0,13.0,17.0,15.0,26.0,18.0,15.0,8.0,20.0,18.0,71.71,57.62,64.6,65.96,74.72,53.38,60.34,53.74,76.86,64.54,78.37,47.36,55.0,71.2,1.6,1.5,0.6,0.7,0.6,0.4,0.4,0.2,0.1,0.2,0.3,0.4,0.2,0.2,0.3,0.2,0.2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,17.0,11.0,14.0,20.0,13.0,6.0,22.0,16.0,12.0,11.0,8.0,13.0,11.0,14.0,11.0,15.0,13.0,25.0,16.0,14.0,6.0,18.0,17.0,7.0,7.0,3.0,4.0,5.0,8.0,4.0
2021-05-01 02:00:00,11.0,3.0,4.0,8.0,6.0,2.0,9.0,1.0,7.0,6.0,4.0,5.0,3.0,4.0,6.0,6.0,6.0,4.0,7.0,15.0,19.0,20.0,12.0,14.0,11.0,9.0,7.0,16.0,12.0,24.0,15.0,14.0,12.0,19.0,12.0,24.0,13.0,8.0,25.0,17.0,11.0,10.0,17.0,68.31,54.61,71.04,67.93,68.76,72.11,59.17,49.45,68.57,56.86,74.43,38.0,64.4,68.1,1.2,0.2,0.4,0.6,0.4,0.3,0.3,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.3,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,14.0,16.0,19.0,10.0,12.0,10.0,8.0,5.0,14.0,10.0,22.0,13.0,12.0,11.0,18.0,10.0,22.0,12.0,6.0,19.0,16.0,10.0,8.0,15.0,6.0,5.0,2.0,2.0,3.0,3.0,4.0
2021-05-01 03:00:00,11.0,3.0,4.0,8.0,5.0,2.0,9.0,22.0,8.0,7.0,4.0,4.0,5.0,7.0,3.0,1.0,8.0,2.0,6.0,11.0,15.0,11.0,9.0,17.0,9.0,9.0,8.0,12.0,8.0,14.0,11.0,9.0,10.0,11.0,11.0,15.0,7.0,9.0,13.0,10.0,9.0,8.0,13.0,64.45,51.97,64.34,68.76,67.84,61.35,57.45,49.16,72.62,59.55,77.32,38.34,57.23,70.07,0.9,0.1,0.5,0.9,0.4,0.1,0.4,0.2,0.1,0.1,0.2,0.6,0.2,0.2,0.3,0.2,0.2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,13.0,9.0,6.0,15.0,7.0,7.0,7.0,10.0,7.0,12.0,9.0,7.0,8.0,9.0,9.0,14.0,6.0,8.0,12.0,9.0,8.0,7.0,12.0,3.0,5.0,2.0,5.0,6.0,2.0,7.0
2021-05-01 04:00:00,12.0,3.0,4.0,8.0,5.0,2.0,10.0,7.0,11.0,6.0,8.0,4.0,1.0,6.0,5.0,7.0,6.0,5.0,4.0,13.0,16.0,10.0,12.0,19.0,10.0,9.0,7.0,14.0,9.0,15.0,12.0,10.0,10.0,11.0,14.0,13.0,8.0,9.0,21.0,11.0,7.0,8.0,14.0,54.6,45.43,53.28,61.23,59.24,66.0,50.33,47.42,51.96,53.09,65.44,36.93,58.53,65.04,0.8,0.1,0.5,1.0,0.3,0.1,0.9,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.3,0.2,0.2,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,11.0,14.0,8.0,10.0,18.0,8.0,7.0,5.0,12.0,8.0,12.0,11.0,9.0,9.0,10.0,11.0,12.0,6.0,7.0,18.0,10.0,6.0,7.0,12.0,5.0,8.0,6.0,1.0,5.0,2.0,5.0
2021-05-01 05:00:00,11.0,3.0,4.0,9.0,5.0,2.0,8.0,5.0,9.0,6.0,9.0,5.0,5.0,7.0,9.0,7.0,6.0,3.0,3.0,11.0,21.0,11.0,8.0,24.0,11.0,7.0,11.0,17.0,9.0,14.0,11.0,11.0,10.0,10.0,10.0,19.0,15.0,11.0,13.0,7.0,6.0,8.0,14.0,53.83,54.28,38.3,51.88,55.74,58.67,43.27,44.59,50.32,44.99,63.02,30.16,57.99,57.19,0.6,0.1,0.9,1.0,0.3,0.1,1.0,0.2,0.1,0.2,0.1,0.6,0.2,0.2,0.3,0.2,0.2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,18.0,9.0,6.0,22.0,9.0,6.0,9.0,16.0,8.0,12.0,10.0,10.0,9.0,8.0,9.0,17.0,14.0,10.0,12.0,6.0,4.0,6.0,13.0,6.0,7.0,7.0,4.0,7.0,7.0,3.0
2021-05-01 06:00:00,11.0,3.0,3.0,9.0,4.0,2.0,9.0,6.0,7.0,5.0,9.0,6.0,4.0,5.0,8.0,3.0,5.0,4.0,3.0,11.0,22.0,12.0,12.0,28.0,10.0,7.0,21.0,28.0,10.0,18.0,11.0,11.0,13.0,12.0,8.0,20.0,15.0,10.0,13.0,18.0,6.0,9.0,15.0,48.77,50.58,30.96,50.47,49.45,44.56,34.24,40.16,50.09,44.3,59.45,22.34,56.29,48.39,0.5,0.2,0.8,0.8,0.3,0.2,0.9,0.1,0.1,0.1,0.1,0.9,0.2,0.2,0.3,0.2,0.2,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,17.0,10.0,10.0,25.0,8.0,5.0,20.0,21.0,9.0,16.0,9.0,10.0,11.0,11.0,7.0,18.0,14.0,8.0,11.0,15.0,5.0,7.0,13.0,6.0,5.0,7.0,3.0,4.0,4.0,3.0
2021-05-01 07:00:00,11.0,3.0,4.0,9.0,4.0,2.0,14.0,11.0,10.0,17.0,8.0,7.0,4.0,5.0,10.0,7.0,5.0,5.0,5.0,18.0,19.0,8.0,11.0,41.0,14.0,8.0,27.0,43.0,11.0,13.0,18.0,14.0,16.0,12.0,11.0,12.0,25.0,80.0,24.0,32.0,7.0,7.0,37.0,50.11,51.68,20.9,43.09,49.17,29.54,35.94,37.86,43.28,32.1,43.94,16.28,50.22,35.79,0.8,0.2,0.9,1.1,0.5,0.1,1.0,0.1,0.1,0.2,0.1,0.3,0.2,0.2,0.3,0.2,0.2,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,19.0,2.0,4.0,1.0,1.0,1.0,16.0,15.0,6.0,9.0,32.0,13.0,6.0,25.0,28.0,9.0,11.0,16.0,12.0,15.0,11.0,9.0,11.0,22.0,51.0,22.0,25.0,6.0,6.0,36.0,9.0,7.0,7.0,4.0,5.0,6.0,4.0
2021-05-01 08:00:00,11.0,3.0,3.0,9.0,4.0,2.0,11.0,9.0,9.0,10.0,5.0,6.0,5.0,4.0,10.0,10.0,3.0,6.0,11.0,45.0,36.0,18.0,12.0,92.0,25.0,11.0,25.0,28.0,16.0,23.0,20.0,23.0,52.0,11.0,12.0,16.0,69.0,82.0,51.0,25.0,9.0,27.0,49.0,43.24,55.65,6.26,33.99,40.01,24.64,39.97,40.34,43.73,8.56,25.88,14.1,32.62,36.81,0.8,0.1,1.5,1.1,0.5,0.2,0.2,0.1,0.2,0.2,0.1,0.3,0.3,0.2,0.4,0.2,0.3,8.0,5.0,1.0,1.0,27.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,10.0,18.0,7.0,1.0,1.0,1.0,7.0,32.0,29.0,17.0,10.0,51.0,22.0,9.0,23.0,26.0,15.0,20.0,18.0,21.0,41.0,10.0,11.0,14.0,53.0,54.0,40.0,23.0,7.0,26.0,37.0,6.0,7.0,4.0,4.0,3.0,6.0,1.0
2021-05-01 09:00:00,11.0,3.0,4.0,9.0,6.0,2.0,8.0,10.0,8.0,10.0,5.0,10.0,6.0,4.0,5.0,14.0,10.0,7.0,11.0,81.0,40.0,27.0,17.0,120.0,34.0,16.0,59.0,54.0,25.0,45.0,36.0,27.0,58.0,19.0,20.0,32.0,31.0,59.0,47.0,25.0,8.0,56.0,41.0,35.31,51.11,6.13,21.91,22.73,16.56,17.45,24.42,30.13,40.72,27.45,17.69,16.82,41.15,1.2,0.2,1.6,1.2,0.5,0.3,0.2,0.1,0.2,0.2,0.1,0.2,10.0,0.2,0.4,0.4,0.3,28.0,6.0,1.0,2.0,38.0,5.0,2.0,14.0,10.0,3.0,7.0,4.0,2.0,10.0,1.0,1.0,5.0,4.0,12.0,6.0,2.0,1.0,9.0,3.0,38.0,31.0,25.0,14.0,62.0,26.0,13.0,37.0,38.0,21.0,34.0,31.0,24.0,43.0,17.0,18.0,25.0,25.0,40.0,37.0,23.0,6.0,42.0,37.0,3.0,5.0,3.0,4.0,3.0,3.0,6.0
