,index,variable,value,lat,lon
287,2016-10-14,28079004,0.24166666666666667,40.4238823,-3.7122567
288,2016-10-15,28079004,0.3625,40.4238823,-3.7122567
289,2016-10-16,28079004,0.4375,40.4238823,-3.7122567
290,2016-10-17,28079004,0.4666666666666666,40.4238823,-3.7122567
291,2016-10-18,28079004,0.35833333333333334,40.4238823,-3.7122567
292,2016-10-19,28079004,0.375,40.4238823,-3.7122567
293,2016-10-20,28079004,0.4375,40.4238823,-3.7122567
294,2016-10-21,28079004,0.4875,40.4238823,-3.7122567
295,2016-10-22,28079004,0.425,40.4238823,-3.7122567
296,2016-10-23,28079004,0.36250000000000004,40.4238823,-3.7122567
297,2016-10-24,28079004,0.3625,40.4238823,-3.7122567
298,2016-10-25,28079004,0.4791666666666667,40.4238823,-3.7122567
299,2016-10-26,28079004,0.8166666666666668,40.4238823,-3.7122567
300,2016-10-27,28079004,0.8250000000000001,40.4238823,-3.7122567
301,2016-10-28,28079004,0.6458333333333334,40.4238823,-3.7122567
302,2016-10-29,28079004,0.6041666666666666,40.4238823,-3.7122567
303,2016-10-30,28079004,0.7041666666666666,40.4238823,-3.7122567
304,2016-10-31,28079004,0.7666666666666666,40.4238823,-3.7122567
305,2016-11-01,28079004,0.5333333333333333,40.4238823,-3.7122567
306,2016-11-02,28079004,0.6583333333333333,40.4238823,-3.7122567
307,2016-11-03,28079004,0.7083333333333334,40.4238823,-3.7122567
308,2016-11-04,28079004,0.4375,40.4238823,-3.7122567
309,2016-11-05,28079004,0.1875,40.4238823,-3.7122567
310,2016-11-06,28079004,0.24166666666666667,40.4238823,-3.7122567
311,2016-11-07,28079004,0.325,40.4238823,-3.7122567
312,2016-11-08,28079004,0.33749999999999997,40.4238823,-3.7122567
313,2016-11-09,28079004,0.19999999999999998,40.4238823,-3.7122567
314,2016-11-10,28079004,0.5416666666666666,40.4238823,-3.7122567
315,2016-11-11,28079004,0.7000000000000001,40.4238823,-3.7122567
316,2016-11-12,28079004,0.6124999999999999,40.4238823,-3.7122567
317,2016-11-13,28079004,0.525,40.4238823,-3.7122567
318,2016-11-14,28079004,0.35000000000000003,40.4238823,-3.7122567
319,2016-11-15,28079004,0.5041666666666667,40.4238823,-3.7122567
320,2016-11-16,28079004,0.6875,40.4238823,-3.7122567
321,2016-11-17,28079004,0.8708333333333332,40.4238823,-3.7122567
322,2016-11-18,28079004,0.7291666666666666,40.4238823,-3.7122567
323,2016-11-19,28079004,0.5041666666666667,40.4238823,-3.7122567
324,2016-11-20,28079004,0.3333333333333333,40.4238823,-3.7122567
325,2016-11-21,28079004,0.22083333333333333,40.4238823,-3.7122567
326,2016-11-22,28079004,0.4041666666666666,40.4238823,-3.7122567
327,2016-11-23,28079004,0.39999999999999997,40.4238823,-3.7122567
328,2016-11-24,28079004,0.33749999999999997,40.4238823,-3.7122567
329,2016-11-25,28079004,0.39166666666666666,40.4238823,-3.7122567
330,2016-11-26,28079004,0.3958333333333333,40.4238823,-3.7122567
331,2016-11-27,28079004,0.3125,40.4238823,-3.7122567
332,2016-11-28,28079004,0.45416666666666666,40.4238823,-3.7122567
333,2016-11-29,28079004,0.7083333333333334,40.4238823,-3.7122567
334,2016-11-30,28079004,0.5041666666666667,40.4238823,-3.7122567
335,2016-12-01,28079004,0.41250000000000003,40.4238823,-3.7122567
336,2016-12-02,28079004,0.5833333333333334,40.4238823,-3.7122567
337,2016-12-03,28079004,0.5,40.4238823,-3.7122567
338,2016-12-04,28079004,0.3333333333333333,40.4238823,-3.7122567
339,2016-12-05,28079004,0.33749999999999997,40.4238823,-3.7122567
340,2016-12-06,28079004,0.5541666666666667,40.4238823,-3.7122567
341,2016-12-07,28079004,0.8333333333333334,40.4238823,-3.7122567
342,2016-12-08,28079004,0.6083333333333333,40.4238823,-3.7122567
343,2016-12-09,28079004,0.7458333333333332,40.4238823,-3.7122567
344,2016-12-10,28079004,0.6666666666666666,40.4238823,-3.7122567
345,2016-12-11,28079004,0.5416666666666666,40.4238823,-3.7122567
346,2016-12-12,28079004,0.8250000000000001,40.4238823,-3.7122567
347,2016-12-13,28079004,0.9874999999999999,40.4238823,-3.7122567
348,2016-12-14,28079004,0.5458333333333333,40.4238823,-3.7122567
349,2016-12-15,28079004,0.4041666666666666,40.4238823,-3.7122567
350,2016-12-16,28079004,0.375,40.4238823,-3.7122567
351,2016-12-17,28079004,0.2333333333333333,40.4238823,-3.7122567
352,2016-12-18,28079004,0.24166666666666667,40.4238823,-3.7122567
353,2016-12-19,28079004,0.4666666666666666,40.4238823,-3.7122567
354,2016-12-20,28079004,0.725,40.4238823,-3.7122567
355,2016-12-21,28079004,0.9375,40.4238823,-3.7122567
356,2016-12-22,28079004,0.9583333333333334,40.4238823,-3.7122567
357,2016-12-23,28079004,0.8416666666666667,40.4238823,-3.7122567
358,2016-12-24,28079004,0.5958333333333333,40.4238823,-3.7122567
359,2016-12-25,28079004,0.5666666666666667,40.4238823,-3.7122567
360,2016-12-26,28079004,1.0958333333333334,40.4238823,-3.7122567
361,2016-12-27,28079004,1.1791666666666667,40.4238823,-3.7122567
362,2016-12-28,28079004,0.8666666666666667,40.4238823,-3.7122567
363,2016-12-29,28079004,0.8624999999999999,40.4238823,-3.7122567
364,2016-12-30,28079004,0.8041666666666667,40.4238823,-3.7122567
365,2016-12-31,28079004,0.6416666666666667,40.4238823,-3.7122567
366,2017-01-01,28079004,0.4875,40.4238823,-3.7122567
367,2017-01-02,28079004,0.48333333333333334,40.4238823,-3.7122567
368,2017-01-03,28079004,0.6958333333333333,40.4238823,-3.7122567
369,2017-01-04,28079004,0.6749999999999999,40.4238823,-3.7122567
370,2017-01-05,28079004,0.5499999999999999,40.4238823,-3.7122567
371,2017-01-06,28079004,0.6333333333333333,40.4238823,-3.7122567
372,2017-01-07,28079004,0.65,40.4238823,-3.7122567
373,2017-01-08,28079004,0.775,40.4238823,-3.7122567
374,2017-01-09,28079004,0.7125,40.4238823,-3.7122567
375,2017-01-10,28079004,0.7791666666666667,40.4238823,-3.7122567
376,2017-01-11,28079004,0.6916666666666668,40.4238823,-3.7122567
377,2017-01-12,28079004,0.5458333333333333,40.4238823,-3.7122567
378,2017-01-13,28079004,0.3416666666666666,40.4238823,-3.7122567
379,2017-01-14,28079004,0.4791666666666667,40.4238823,-3.7122567
380,2017-01-15,28079004,0.4166666666666667,40.4238823,-3.7122567
381,2017-01-16,28079004,0.6083333333333333,40.4238823,-3.7122567
382,2017-01-17,28079004,0.39999999999999997,40.4238823,-3.7122567
383,2017-01-18,28079004,0.2916666666666667,40.4238823,-3.7122567
384,2017-01-19,28079004,0.2708333333333333,40.4238823,-3.7122567
385,2017-01-20,28079004,0.2916666666666667,40.4238823,-3.7122567
386,2017-01-21,28079004,0.3416666666666666,40.4238823,-3.7122567
387,2017-01-22,28079004,0.5333333333333333,40.4238823,-3.7122567
388,2017-01-23,28079004,0.5666666666666667,40.4238823,-3.7122567
389,2017-01-24,28079004,0.75,40.4238823,-3.7122567
390,2017-01-25,28079004,0.625,40.4238823,-3.7122567
391,2017-01-26,28079004,0.65,40.4238823,-3.7122567
392,2017-01-27,28079004,0.3875,40.4238823,-3.7122567
393,2017-01-28,28079004,0.22083333333333333,40.4238823,-3.7122567
394,2017-01-29,28079004,0.325,40.4238823,-3.7122567
395,2017-01-30,28079004,0.325,40.4238823,-3.7122567
396,2017-01-31,28079004,0.4791666666666667,40.4238823,-3.7122567
397,2017-02-01,28079004,0.5750000000000001,40.4238823,-3.7122567
398,2017-02-02,28079004,0.275,40.4238823,-3.7122567
399,2017-02-03,28079004,0.20833333333333334,40.4238823,-3.7122567
400,2017-02-04,28079004,0.16666666666666666,40.4238823,-3.7122567
401,2017-02-05,28079004,0.17083333333333336,40.4238823,-3.7122567
402,2017-02-06,28079004,0.2041666666666667,40.4238823,-3.7122567
403,2017-02-07,28079004,0.2708333333333333,40.4238823,-3.7122567
404,2017-02-08,28079004,0.30416666666666664,40.4238823,-3.7122567
405,2017-02-09,28079004,0.4291666666666667,40.4238823,-3.7122567
406,2017-02-10,28079004,0.4916666666666667,40.4238823,-3.7122567
407,2017-02-11,28079004,0.29583333333333334,40.4238823,-3.7122567
408,2017-02-12,28079004,0.3416666666666666,40.4238823,-3.7122567
