,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_42,ensayo_44,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
2016-08-01 09:00:00,5.0,50.0,2.0,1.0,1.0,1.0,21.0,14.0,34.0,35.0,5.0,14.0,22.0,20.0,11.0,22.0,16.0,9.0,13.0,19.0,89.0,15.0,10.0,54.0,17.0,41.0,6.0,9.0,32.0,5.0,31.0,21.0,59.0,35.0,28.0,8.0,36.0,15.0,30.0,5.0,89.0,11.0,18.0,19.0,15.0,26.0,36.0,64.0,45.0,68.5,69.0,52.0,5.0,68.0,70.0,48.0,53.0,58.0,73.0,48.0,65.0,45.0,89.0,89.0,75.0,50.0,71.0,72.0,75.0,0.1,0.1,1.9,7.5,0.1,0.1,0.6,0.6,6.3,0.1,5.6,6.1,0.1,0.1,0.7,0.6,0.5,50.0,0.2,0.3,0.2,0.3,15.0,3.0,6.0,1.0,1.0,7.0,50.0,8.0,5.0,16.0,8.0,5.0,1.0,8.0,2.0,5.0,1.0,89.0,1.0,3.0,3.0,1.0,4.0,31.0,12.0,32.0,4.0,7.0,21.0,50.0,19.0,13.0,34.0,23.0,20.0,6.0,24.0,12.0,22.0,3.0,89.0,9.0,13.0,14.0,13.0,20.0,10.0,8.0,6.0,6.0,8.0,9.0,6.0,10.0
2016-08-01 10:00:00,3.0,70.0,2.0,2.0,1.0,1.0,18.0,14.0,34.0,38.0,1.0,12.0,21.0,22.0,23.0,16.0,21.0,14.0,16.0,18.0,103.0,11.0,9.0,38.0,23.0,33.0,7.0,9.0,30.0,1.0,28.0,23.0,30.0,32.0,25.0,6.0,29.0,26.0,29.0,5.0,103.0,9.0,17.0,13.0,16.0,21.0,61.0,77.0,65.0,83.0,92.0,74.0,79.0,77.0,76.0,82.0,69.0,92.0,80.0,72.0,77.0,60.0,103.0,103.0,88.0,70.0,89.0,86.0,85.0,0.1,0.1,0.1,5.1,0.1,0.1,0.2,0.2,6.3,0.1,5.5,6.5,0.1,0.1,0.6,0.6,0.5,70.0,0.1,0.2,0.3,0.3,8.0,4.0,3.0,1.0,1.0,5.0,70.0,7.0,6.0,6.0,6.0,4.0,1.0,5.0,4.0,4.0,1.0,103.0,1.0,2.0,1.0,1.0,3.0,26.0,17.0,28.0,5.0,7.0,22.0,70.0,17.0,14.0,21.0,23.0,19.0,4.0,21.0,20.0,23.0,3.0,103.0,7.0,14.0,11.0,14.0,16.0,14.0,6.0,2.0,5.0,10.0,20.0,7.0,8.0
2016-08-01 11:00:00,2.0,91.0,2.0,1.0,1.0,1.0,24.0,22.0,36.0,52.0,1.0,7.0,23.0,21.0,30.0,10.0,27.0,16.0,26.0,23.0,20.0,19.0,7.0,32.0,24.0,34.0,9.0,7.0,25.0,1.0,20.0,19.0,40.0,23.0,17.0,5.0,26.0,20.0,20.0,5.0,22.0,9.0,17.0,11.0,18.0,14.0,87.0,90.0,84.0,90.5,107.0,99.0,1.0,88.0,91.0,98.0,92.0,105.0,85.0,92.0,97.0,84.0,109.0,107.0,94.0,91.0,103.0,96.0,101.0,0.1,0.1,0.1,6.7,0.1,0.1,0.3,0.3,6.3,5.8,5.4,5.9,0.1,0.5,0.6,0.6,0.5,0.1,0.1,0.2,0.2,0.3,6.0,4.0,3.0,2.0,1.0,4.0,0.1,4.0,4.0,7.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,23.0,18.0,29.0,6.0,5.0,19.0,0.1,14.0,13.0,29.0,18.0,14.0,3.0,20.0,15.0,17.0,3.0,17.0,7.0,15.0,9.0,16.0,11.0,14.0,4.0,1.0,6.0,9.0,26.0,3.0,11.0
2016-08-01 12:00:00,1.0,1.0,2.0,1.0,1.0,1.0,21.0,15.0,26.0,39.0,2.0,9.0,24.0,27.0,30.0,12.0,26.0,14.0,25.0,18.0,36.0,28.0,11.0,20.0,20.0,15.0,6.0,7.0,14.0,5.0,18.0,19.0,32.0,19.0,11.0,5.0,17.0,17.0,10.0,4.0,15.0,9.0,15.0,9.0,16.0,10.0,108.0,101.0,108.0,102.0,112.0,113.0,5.0,98.0,99.0,103.0,103.0,113.0,90.0,110.0,111.0,105.0,109.0,117.0,101.0,118.0,107.0,111.0,105.0,0.1,0.1,0.1,4.9,0.1,0.1,0.2,0.2,6.3,5.8,5.4,5.9,0.1,0.4,0.5,0.5,0.5,0.1,0.1,0.2,0.3,0.3,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,13.0,4.0,5.0,11.0,3.0,13.0,13.0,23.0,14.0,9.0,3.0,14.0,15.0,8.0,2.0,12.0,7.0,13.0,7.0,14.0,8.0,15.0,6.0,2.0,4.0,9.0,26.0,10.0,13.0
2016-08-01 13:00:00,1.0,1.0,2.0,1.0,1.0,1.0,16.0,15.0,29.0,25.0,15.0,12.0,15.0,23.0,15.0,7.0,24.0,18.0,7.0,12.0,26.0,26.0,12.0,15.0,15.0,9.0,8.0,6.0,12.0,5.0,11.0,14.0,29.0,10.0,9.0,6.0,9.0,20.0,7.0,4.0,13.0,7.0,9.0,7.0,12.0,12.0,120.0,120.0,120.0,117.5,118.0,123.0,101.0,111.0,105.0,115.0,110.0,119.0,101.0,119.0,125.0,121.0,119.0,121.0,109.0,117.0,114.0,128.0,106.0,0.1,0.1,0.1,3.3,0.1,0.1,0.2,0.2,6.3,5.7,5.3,5.8,0.1,0.4,0.5,0.5,0.4,0.1,0.1,0.2,0.2,0.3,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,10.0,12.0,7.0,6.0,4.0,9.0,3.0,8.0,9.0,20.0,8.0,7.0,4.0,7.0,14.0,5.0,2.0,10.0,5.0,7.0,5.0,10.0,9.0,6.0,10.0,6.0,3.0,14.0,18.0,7.0,10.0
2016-08-01 14:00:00,1.0,1.0,2.0,1.0,1.0,1.0,15.0,22.0,24.0,24.0,26.0,13.0,19.0,21.0,20.0,14.0,19.0,14.0,16.0,7.0,16.0,18.0,9.0,12.0,18.0,8.0,9.0,5.0,15.0,5.0,13.0,17.0,29.0,10.0,9.0,6.0,12.0,22.0,5.0,5.0,12.0,6.0,8.0,10.0,10.0,7.0,132.0,135.0,132.0,122.5,122.0,125.0,106.0,126.0,104.0,136.0,118.0,132.0,115.0,131.0,136.0,125.0,129.0,130.0,112.0,124.0,123.0,133.0,114.0,0.1,0.1,0.1,3.7,0.2,0.1,0.1,0.2,6.3,5.7,5.3,5.8,0.1,0.4,0.5,0.5,0.4,0.1,0.1,0.2,0.3,0.3,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,10.0,15.0,6.0,7.0,3.0,12.0,3.0,10.0,11.0,21.0,8.0,7.0,4.0,9.0,16.0,3.0,3.0,9.0,4.0,6.0,7.0,8.0,5.0,8.0,10.0,9.0,7.0,10.0,17.0,10.0,9.0
2016-08-01 15:00:00,1.0,1.0,2.0,1.0,1.0,1.0,16.0,18.0,25.0,22.0,22.0,17.0,19.0,17.0,17.0,11.0,18.0,16.0,13.0,5.0,23.0,13.0,18.0,14.0,20.0,7.0,10.0,5.0,9.0,5.0,13.0,16.0,12.0,8.0,8.0,7.0,11.0,7.0,5.0,5.0,15.0,6.0,9.0,8.0,9.0,7.0,136.0,150.0,136.0,138.5,132.0,125.0,115.0,144.0,111.0,164.0,122.0,141.0,129.0,139.0,151.0,127.0,134.0,133.5,115.0,137.0,128.0,136.0,114.0,0.1,0.1,0.1,2.6,0.1,0.1,0.2,0.1,6.3,5.7,5.3,5.7,0.1,0.4,0.4,0.5,0.4,0.1,0.1,0.2,0.3,0.3,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,17.0,5.0,8.0,3.0,7.0,3.0,10.0,11.0,10.0,6.0,6.0,5.0,9.0,5.0,3.0,3.0,12.0,4.0,7.0,6.0,7.0,5.0,12.0,10.0,9.0,10.0,11.0,25.0,7.0,12.0
2016-08-01 16:00:00,1.0,1.0,2.0,1.0,1.0,1.0,15.0,19.0,22.0,21.0,22.0,16.0,18.0,17.0,22.0,10.0,18.0,12.0,16.0,9.0,11.0,20.0,16.0,11.0,13.0,6.0,13.0,6.0,7.0,5.0,15.0,16.0,24.0,8.0,10.0,6.0,12.0,5.0,4.0,9.0,17.0,6.0,12.0,16.0,8.0,8.0,147.0,167.0,137.0,153.5,128.0,121.0,123.0,152.0,120.0,159.0,123.0,136.0,138.0,142.0,153.0,125.0,131.0,139.5,123.0,151.0,127.0,131.0,118.0,0.1,0.1,0.4,2.8,0.2,0.1,0.5,0.1,6.3,5.8,5.3,5.8,0.1,0.4,0.4,0.6,0.4,0.1,0.1,0.3,0.5,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,9.0,11.0,4.0,11.0,4.0,5.0,3.0,12.0,11.0,19.0,6.0,8.0,4.0,10.0,3.0,2.0,3.0,14.0,4.0,10.0,11.0,6.0,6.0,9.0,10.0,13.0,5.0,10.0,18.0,9.0,12.0
2016-08-01 17:00:00,1.0,1.0,2.0,1.0,1.0,1.0,15.0,17.0,14.0,18.0,22.0,16.0,18.0,13.0,14.0,8.0,19.0,16.0,24.0,19.0,21.0,21.0,23.0,12.0,17.0,6.0,13.0,7.0,8.0,6.0,21.0,24.0,36.0,10.0,11.0,7.0,12.0,5.0,5.0,15.0,22.0,8.0,13.0,8.0,9.0,10.0,165.0,168.0,132.0,165.0,127.0,132.0,145.0,145.0,124.0,159.0,121.0,137.0,142.0,140.0,148.0,126.0,134.0,148.0,127.0,149.0,137.0,132.0,120.0,0.1,0.1,0.1,5.7,0.1,0.1,0.3,0.1,6.3,5.8,5.3,5.8,0.1,0.4,0.4,0.5,0.4,0.1,0.1,0.3,0.4,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,15.0,4.0,11.0,5.0,6.0,4.0,18.0,18.0,30.0,8.0,9.0,5.0,10.0,3.0,3.0,3.0,19.0,6.0,11.0,6.0,7.0,8.0,10.0,9.0,13.0,7.0,8.0,27.0,6.0,13.0
2016-08-01 18:00:00,1.0,1.0,2.0,1.0,1.0,1.0,23.0,21.0,9.0,15.0,25.0,16.0,18.0,12.0,13.0,10.0,18.0,16.0,17.0,18.0,19.0,23.0,20.0,26.0,14.0,7.0,12.0,8.0,7.0,6.0,21.0,26.0,25.0,10.0,17.0,8.0,14.0,5.0,5.0,17.0,18.0,8.0,13.0,7.0,8.0,12.0,160.0,156.0,130.0,168.0,130.0,140.0,143.0,142.0,122.0,164.0,120.0,127.0,139.0,133.0,141.0,129.0,139.0,149.0,115.0,149.0,138.0,128.0,128.0,0.1,0.1,0.3,2.4,0.1,0.1,0.2,0.1,6.3,5.8,5.3,5.7,0.1,0.4,0.5,0.5,0.4,0.1,0.1,0.2,0.4,0.3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,23.0,12.0,5.0,10.0,6.0,5.0,4.0,18.0,20.0,22.0,8.0,14.0,6.0,12.0,3.0,3.0,3.0,15.0,6.0,11.0,5.0,6.0,10.0,10.0,10.0,15.0,9.0,7.0,19.0,8.0,7.0
