,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_43,ensayo_43,ensayo_43,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
punto_muestreo,28079004,28079008,28079017,28079018,28079024,28079035,28079036,28079038,28079040,28079057,28079008,28079018,28079024,28079036,28079038,28079040,28079047,28079048,28079050,28079055,28079057,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079016,28079017,28079018,28079024,28079027,28079035,28079039,28079049,28079054,28079056,28079058,28079059,28079060,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079004,28079008,28079016,28079018,28079024,28079035,28079036,28079039,28079056,28079057,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079024,28079038,28079047,28079048,28079050
miDt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01 01:00:00,1.0,10.0,9.0,65.9,5.0,11.0,7.0,7.0,9.0,14.0,39.0,8.0,20.0,31.0,32.0,19.0,27.0,45.0,39.0,48.0,40.0,33.0,108.0,72.0,44.0,50.0,52.0,21.0,23.0,49.0,52.0,41.0,55.0,58.0,49.0,51.0,44.0,31.0,61.0,35.0,45.0,22.0,47.0,23.0,34.0,28.0,44.1,35.27,53.3,10.0,64.28,62.67,50.61,51.36,53.05,68.76,26.0,55.58,61.29,68.15,2.5,1.7,0.4,0.5,0.7,3.7,0.6,0.9,0.1,0.2,0.2,0.7,1.64,1.26,1.55,1.54,1.21,1.4,0.1,0.05,0.15,0.5,0.3,0.3,7.0,0.2,0.3,0.3,0.3,0.08,0.3,14.0,4.0,1.0,6.0,3.0,0.3,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,86.0,66.0,42.0,41.0,48.0,1.0,22.0,47.0,50.0,39.0,51.0,55.0,46.0,49.0,43.0,29.0,49.0,33.0,43.0,3.0,46.0,22.0,33.0,26.0,19.0,23.0,18.0,14.0,22.0,20.0
2019-07-01 02:00:00,1.0,10.0,10.0,67.93,5.0,11.0,8.0,8.0,9.0,17.0,40.0,22.0,26.0,28.0,31.0,1.0,29.0,48.0,39.0,35.0,16.0,15.0,47.0,30.0,21.0,20.0,30.0,22.0,38.0,19.0,34.0,18.0,24.0,28.0,21.0,19.0,22.0,26.0,20.0,11.0,12.0,13.0,18.0,23.0,12.0,23.0,68.59,47.0,61.45,7.0,50.96,83.81,54.25,71.95,57.17,83.11,14.0,47.11,84.23,79.49,1.9,1.0,0.7,1.9,1.3,2.4,0.4,0.5,0.2,0.4,0.2,0.3,1.74,1.51,1.43,1.7,1.44,1.3,0.04,0.07,0.14,0.3,0.2,0.2,6.0,0.2,0.2,0.2,0.2,0.08,0.2,4.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,2.0,40.0,28.0,19.0,19.0,28.0,1.0,37.0,18.0,31.0,16.0,22.0,26.0,18.0,18.0,21.0,24.0,18.0,10.0,10.0,1.0,16.0,22.0,11.0,21.0,12.0,23.0,14.0,15.0,21.0,19.0
2019-07-01 03:00:00,1.0,10.0,10.0,66.76,5.0,11.0,8.0,8.0,9.0,10.0,60.0,18.0,24.0,21.0,25.0,10.0,23.0,36.0,23.0,24.0,25.0,18.0,28.0,15.0,13.0,10.0,23.0,15.0,16.0,20.0,37.0,8.0,16.0,21.0,13.0,25.0,10.0,10.0,15.0,10.0,11.0,9.0,8.0,29.0,15.0,18.0,73.34,52.61,63.18,6.0,63.95,73.22,54.55,73.18,56.37,77.47,11.0,37.97,71.09,85.33,0.7,0.5,0.1,1.2,0.4,1.4,0.1,0.4,0.1,0.2,0.1,0.2,2.11,1.51,1.44,2.08,1.45,1.3,0.03,0.06,0.14,0.3,0.1,0.1,5.0,0.2,0.2,0.2,0.2,0.08,0.2,2.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,25.0,14.0,11.0,9.0,20.0,1.0,15.0,18.0,32.0,6.0,14.0,16.0,11.0,24.0,9.0,8.0,11.0,9.0,10.0,1.0,6.0,27.0,14.0,16.0,19.0,18.0,7.0,8.0,12.0,5.0
2019-07-01 04:00:00,1.0,9.0,10.0,61.99,5.0,11.0,7.0,10.0,9.0,9.0,23.0,18.0,23.0,24.0,25.0,60.0,27.0,31.0,33.0,7.0,29.0,29.0,19.0,22.0,15.0,14.0,14.0,11.0,12.0,17.0,18.0,13.0,13.0,14.0,19.0,16.0,12.0,13.0,15.0,18.0,13.0,10.0,12.0,23.0,14.0,18.0,63.03,48.13,66.41,5.0,65.56,67.89,59.69,71.77,52.19,62.21,12.0,40.34,66.05,77.13,1.0,0.4,0.1,1.2,0.4,1.2,0.1,0.4,0.1,0.2,0.1,0.1,1.73,1.27,1.47,1.69,1.22,1.33,0.04,0.05,0.14,0.3,0.1,0.2,4.0,0.2,0.3,0.2,0.2,0.07,0.2,1.0,1.0,2.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,17.0,20.0,13.0,12.0,12.0,1.0,10.0,16.0,16.0,12.0,11.0,12.0,17.0,14.0,11.0,11.0,13.0,17.0,12.0,2.0,11.0,22.0,12.0,16.0,6.0,21.0,8.0,12.0,9.0,12.0
2019-07-01 05:00:00,1.0,10.0,10.0,58.85,5.0,11.0,7.0,10.0,9.0,10.0,32.0,18.0,18.0,32.0,29.0,73.0,25.0,39.0,50.0,1.0,38.0,26.0,20.0,22.0,15.0,22.0,11.0,13.0,11.0,20.0,26.0,14.0,12.0,16.0,12.0,12.0,12.0,10.0,17.0,24.0,27.0,9.0,14.0,16.0,14.0,19.0,57.1,36.99,68.05,5.0,60.97,62.25,51.63,63.35,52.07,56.92,10.0,46.53,59.21,68.38,1.1,0.5,0.1,0.5,0.3,1.1,0.2,0.5,0.1,0.2,0.1,0.1,1.56,1.29,1.53,1.51,1.24,1.37,0.05,0.05,0.15,0.3,0.1,0.2,4.0,0.2,0.3,0.2,0.2,0.08,0.2,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,19.0,21.0,13.0,20.0,9.0,1.0,10.0,19.0,24.0,12.0,10.0,15.0,11.0,10.0,10.0,8.0,15.0,22.0,26.0,1.0,13.0,15.0,12.0,18.0,13.0,17.0,14.0,12.0,15.0,25.0
2019-07-01 06:00:00,1.0,10.0,10.0,54.55,5.0,11.0,7.0,10.0,9.0,12.0,32.0,18.0,19.0,28.0,25.0,17.0,25.0,39.0,33.0,1.0,34.0,32.0,32.0,23.0,17.0,23.0,23.0,12.0,13.0,19.0,30.0,37.0,18.0,18.0,32.0,23.0,14.0,15.0,16.0,34.0,54.0,13.0,11.0,12.0,17.0,19.0,51.94,30.45,53.33,6.0,52.67,63.19,34.14,60.02,40.22,42.04,16.0,50.76,55.61,71.68,1.4,0.5,0.3,0.8,0.9,1.3,0.2,0.4,0.1,0.2,0.1,0.2,1.64,1.29,1.5,1.57,1.23,1.37,0.07,0.06,0.13,0.3,0.1,0.2,4.0,0.1,0.4,0.2,0.2,0.07,0.2,1.0,1.0,1.0,1.0,2.0,0.3,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.2,1.0,1.0,1.0,1.0,30.0,21.0,16.0,22.0,21.0,1.0,11.0,18.0,28.0,30.0,17.0,16.0,30.0,22.0,13.0,13.0,14.0,32.0,49.0,2.0,10.0,10.0,16.0,17.0,15.0,17.0,9.0,13.0,14.0,10.0
2019-07-01 07:00:00,1.0,10.0,11.0,50.49,5.0,12.0,7.0,10.0,10.0,12.0,23.0,20.0,15.0,31.0,26.0,40.0,26.0,33.0,26.0,1.0,32.0,30.0,70.0,38.0,27.0,43.0,78.0,10.0,14.0,27.0,41.0,61.0,44.0,32.0,53.0,37.0,24.0,21.0,24.0,52.0,88.0,28.0,21.0,26.0,22.0,22.0,38.76,24.29,17.69,12.0,50.68,57.28,29.03,46.62,34.52,23.78,35.0,41.4,51.14,59.63,1.6,0.6,0.8,0.8,0.9,1.1,0.3,0.4,0.1,0.2,0.1,0.2,1.64,1.28,1.49,1.56,1.23,1.37,0.07,0.05,0.12,0.3,0.1,0.2,4.0,0.2,0.3,0.2,0.2,0.07,0.2,14.0,1.0,1.0,2.0,11.0,0.3,1.0,1.0,2.0,8.0,7.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,12.0,0.2,1.0,1.0,1.0,1.0,49.0,36.0,26.0,39.0,61.0,1.0,12.0,26.0,37.0,48.0,33.0,31.0,49.0,36.0,20.0,19.0,23.0,50.0,70.0,4.0,19.0,24.0,21.0,21.0,7.0,16.0,10.0,12.0,8.0,9.0
2019-07-01 08:00:00,1.0,10.0,12.0,38.39,5.0,12.0,8.0,11.0,10.0,13.0,29.0,25.0,16.0,31.0,34.0,42.0,25.0,48.0,35.0,1.0,35.0,32.0,151.0,67.0,51.0,102.0,120.0,11.0,25.0,174.0,80.0,103.0,109.0,57.0,65.0,63.0,41.0,33.0,49.0,90.0,159.0,48.0,46.0,45.0,48.0,30.0,27.88,10.89,7.64,27.0,39.97,10.69,18.01,30.52,29.29,12.31,66.0,27.81,28.16,40.6,1.5,0.9,0.1,0.7,0.7,1.1,0.4,0.5,0.1,0.2,0.1,0.3,1.65,1.33,1.6,1.56,1.26,1.45,0.09,0.07,0.14,0.5,0.2,0.3,4.0,0.2,0.3,0.3,0.2,0.08,0.3,44.0,7.0,3.0,20.0,26.0,0.3,1.0,49.0,13.0,23.0,27.0,3.0,6.0,5.0,2.0,1.0,3.0,14.0,45.0,0.3,4.0,3.0,3.0,1.0,83.0,56.0,48.0,72.0,80.0,1.0,23.0,98.0,60.0,67.0,67.0,52.0,56.0,56.0,38.0,32.0,44.0,68.0,90.0,12.0,40.0,39.0,43.0,28.0,11.0,15.0,15.0,10.0,15.0,13.0
