,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_43,ensayo_43,ensayo_43,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
punto_muestreo,28079004,28079008,28079017,28079018,28079024,28079035,28079036,28079038,28079040,28079057,28079008,28079018,28079024,28079036,28079038,28079040,28079047,28079048,28079050,28079055,28079056,28079057,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079016,28079017,28079018,28079024,28079027,28079035,28079039,28079049,28079054,28079056,28079058,28079059,28079060,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079004,28079008,28079016,28079018,28079024,28079035,28079036,28079039,28079056,28079057,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079024,28079038,28079047,28079048,28079050,28079056
miDt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01 01:00:00,4.0,9.0,9.0,9.0,5.0,7.0,7.0,5.0,5.0,6.0,45.0,24.0,25.0,25.0,27.0,29.0,24.0,25.0,25.0,53.0,1.0,21.0,19.0,23.0,51.0,34.0,25.0,70.0,25.0,10.0,15.0,21.0,23.0,26.0,20.0,29.0,19.0,26.0,14.0,27.0,41.0,21.0,78.0,18.0,20.0,16.0,29.0,56.33,81.03,52.27,78.76,78.06,82.9,78.64,82.63,61.71,66.25,35.94,69.91,79.47,82.74,2.0,1.1,0.8,75.61,2.8,1.1,0.5,0.2,0.1,0.1,0.3,0.2,1.51,1.11,1.18,1.32,0.99,0.97,0.19,0.12,0.22,0.1,0.3,0.2,0.4,0.1,0.3,0.2,0.2,0.3,0.2,1.0,4.0,2.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,13.0,1.0,1.0,1.0,5.0,22.0,44.0,30.0,24.0,41.0,23.0,8.0,13.0,19.0,21.0,24.0,19.0,27.0,18.0,24.0,9.0,21.0,39.0,19.0,58.0,16.0,18.0,14.0,22.0,37.0,15.0,18.0,13.0,15.0,13.0,1.0
2020-07-01 02:00:00,4.0,9.0,9.0,9.0,5.0,6.0,7.0,5.0,5.0,6.0,13.0,23.0,27.0,23.0,25.0,27.0,21.0,28.0,23.0,73.0,12.0,20.0,13.0,27.0,30.0,19.0,21.0,54.0,20.0,12.0,13.0,30.0,21.0,29.0,18.0,30.0,19.0,22.0,16.0,23.0,49.0,18.0,65.0,12.0,14.0,13.0,17.0,62.73,74.92,62.82,77.02,72.15,74.01,60.69,77.08,59.54,51.92,43.26,60.42,72.65,83.98,2.6,0.9,0.8,76.39,2.3,1.2,0.5,0.1,0.1,0.1,0.3,0.2,1.5,1.12,1.16,1.31,0.98,0.95,0.19,0.14,0.21,0.1,0.2,0.2,0.3,0.1,0.3,0.2,0.2,0.3,0.2,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,25.0,28.0,17.0,20.0,25.0,19.0,11.0,11.0,28.0,19.0,22.0,16.0,28.0,18.0,20.0,12.0,18.0,47.0,16.0,51.0,10.0,13.0,12.0,14.0,4.0,16.0,15.0,12.0,20.0,12.0,9.0
2020-07-01 03:00:00,4.0,9.0,9.0,10.0,5.0,6.0,6.0,5.0,5.0,6.0,20.0,21.0,22.0,26.0,29.0,33.0,22.0,24.0,23.0,18.0,30.0,20.0,21.0,19.0,29.0,18.0,14.0,48.0,19.0,11.0,9.0,29.0,20.0,17.0,23.0,29.0,18.0,20.0,16.0,18.0,32.0,7.0,61.0,12.0,12.0,9.0,20.0,55.62,66.56,61.62,74.71,68.44,61.73,60.4,65.4,53.36,53.94,37.93,52.0,60.11,74.9,1.9,2.2,0.7,56.5,2.2,0.9,0.2,0.1,0.1,0.1,0.2,0.1,1.49,1.13,1.15,1.32,0.98,0.96,0.17,0.15,0.19,0.1,0.2,0.2,0.3,0.1,0.3,0.1,0.2,0.3,0.2,1.0,2.0,1.0,1.0,19.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,18.0,27.0,17.0,13.0,19.0,17.0,9.0,7.0,26.0,18.0,15.0,22.0,27.0,16.0,18.0,11.0,16.0,30.0,5.0,49.0,10.0,11.0,8.0,16.0,13.0,12.0,19.0,13.0,16.0,13.0,26.0
2020-07-01 04:00:00,4.0,9.0,9.0,10.0,5.0,6.0,6.0,5.0,5.0,6.0,20.0,16.0,22.0,25.0,26.0,28.0,12.0,15.0,19.0,20.0,16.0,21.0,15.0,10.0,33.0,15.0,10.0,41.0,10.0,7.0,8.0,15.0,16.0,13.0,21.0,19.0,13.0,18.0,20.0,23.0,21.0,9.0,29.0,16.0,12.0,13.0,18.0,47.41,62.03,63.0,78.81,71.19,60.99,78.7,59.68,45.96,57.86,60.71,52.39,50.43,73.24,2.4,0.7,0.6,47.3,2.4,0.7,0.2,0.3,0.1,0.1,0.2,0.1,1.48,1.12,1.15,1.32,0.98,0.98,0.16,0.14,0.17,0.1,0.3,0.1,0.3,0.1,0.3,0.1,0.2,0.2,0.2,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,9.0,30.0,14.0,9.0,13.0,9.0,5.0,6.0,10.0,13.0,11.0,19.0,17.0,12.0,16.0,15.0,20.0,20.0,7.0,21.0,14.0,10.0,11.0,14.0,12.0,12.0,18.0,2.0,8.0,9.0,13.0
2020-07-01 05:00:00,4.0,9.0,9.0,10.0,5.0,6.0,6.0,5.0,5.0,6.0,22.0,17.0,24.0,22.0,18.0,22.0,11.0,35.0,21.0,54.0,11.0,19.0,36.0,11.0,24.0,11.0,13.0,41.0,14.0,7.0,6.0,10.0,14.0,7.0,11.0,20.0,21.0,9.0,13.0,12.0,20.0,11.0,26.0,19.0,12.0,25.0,19.0,68.91,58.45,62.24,70.82,64.5,62.48,75.11,75.96,52.23,57.62,59.95,49.4,35.52,66.04,1.6,1.3,0.5,42.06,2.2,0.6,0.2,0.2,0.1,0.1,0.2,0.1,1.43,1.13,1.15,1.31,0.99,0.98,0.13,0.14,0.17,0.1,0.2,0.1,0.3,0.1,0.2,0.1,0.2,0.2,0.2,1.0,4.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,9.0,18.0,10.0,12.0,12.0,13.0,5.0,5.0,9.0,12.0,6.0,9.0,18.0,19.0,7.0,8.0,10.0,19.0,9.0,18.0,17.0,11.0,24.0,15.0,15.0,13.0,10.0,1.0,32.0,10.0,7.0
2020-07-01 06:00:00,4.0,9.0,9.0,9.0,5.0,6.0,6.0,6.0,5.0,6.0,23.0,23.0,22.0,22.0,22.0,19.0,21.0,20.0,15.0,57.0,14.0,17.0,8.0,8.0,14.0,13.0,13.0,41.0,17.0,7.0,10.0,18.0,15.0,7.0,9.0,28.0,39.0,9.0,10.0,13.0,27.0,17.0,50.0,20.0,10.0,30.0,13.0,66.39,58.94,61.8,68.78,62.33,54.97,65.83,73.59,51.67,52.3,45.22,52.29,30.99,73.34,0.9,2.6,0.8,43.44,1.6,0.5,0.1,0.1,0.1,0.1,0.1,0.1,1.43,1.14,1.15,1.31,1.0,0.98,0.12,0.14,0.17,0.1,0.2,0.1,0.3,0.1,0.2,0.1,0.2,0.2,0.2,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,7.0,12.0,11.0,11.0,13.0,16.0,5.0,9.0,15.0,13.0,5.0,8.0,26.0,38.0,7.0,5.0,9.0,26.0,16.0,37.0,19.0,8.0,28.0,10.0,11.0,12.0,13.0,11.0,11.0,6.0,11.0
2020-07-01 07:00:00,4.0,9.0,9.0,9.0,5.0,7.0,7.0,6.0,6.0,6.0,25.0,23.0,23.0,14.0,23.0,28.0,31.0,14.0,10.0,57.0,16.0,17.0,16.0,13.0,43.0,25.0,55.0,61.0,35.0,13.0,39.0,33.0,23.0,15.0,12.0,75.0,40.0,22.0,23.0,35.0,42.0,66.0,134.0,23.0,18.0,36.0,34.0,36.27,25.13,44.54,51.2,58.84,27.34,51.43,71.02,35.56,45.0,19.88,41.74,22.42,52.8,1.4,0.5,0.6,39.52,1.4,0.5,0.2,0.1,0.1,0.1,0.1,0.1,1.51,1.14,1.21,1.36,1.0,1.0,0.14,0.14,0.21,0.1,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.2,1.0,5.0,2.0,3.0,20.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,9.0,1.0,9.0,38.0,1.0,1.0,1.0,3.0,11.0,35.0,21.0,50.0,31.0,33.0,11.0,36.0,24.0,20.0,13.0,10.0,68.0,38.0,21.0,18.0,21.0,40.0,52.0,76.0,21.0,16.0,35.0,30.0,13.0,14.0,14.0,22.0,5.0,2.0,13.0
2020-07-01 08:00:00,5.0,9.0,10.0,8.0,5.0,6.0,7.0,6.0,6.0,6.0,37.0,27.0,23.0,22.0,21.0,31.0,27.0,13.0,20.0,46.0,19.0,21.0,18.0,60.0,65.0,31.0,74.0,96.0,43.0,17.0,56.0,27.0,46.0,35.0,33.0,104.0,75.0,40.0,28.0,111.0,61.0,110.0,147.0,48.0,54.0,61.0,51.0,28.68,28.7,19.67,41.13,52.85,17.31,56.23,54.52,33.09,33.34,17.03,23.89,12.76,45.85,1.6,0.6,0.8,36.68,2.2,1.1,0.3,0.1,0.1,0.1,0.2,0.2,1.51,1.17,1.3,1.36,1.03,1.05,0.15,0.14,0.26,0.1,0.3,0.3,0.4,0.2,0.4,0.3,0.3,0.4,0.2,13.0,9.0,2.0,8.0,26.0,2.0,1.0,6.0,2.0,4.0,5.0,3.0,17.0,8.0,5.0,3.0,34.0,4.0,29.0,44.0,5.0,7.0,8.0,5.0,41.0,51.0,27.0,62.0,56.0,40.0,15.0,46.0,24.0,40.0,27.0,29.0,79.0,63.0,33.0,23.0,59.0,54.0,66.0,80.0,40.0,43.0,49.0,44.0,13.0,13.0,12.0,17.0,2.0,8.0,14.0
