,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_42,ensayo_44,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
punto_muestreo,28005002,28016001,28047002,28092005,28102001,28171001,28005002,28006004,28013002,28014002,28016001,28045002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28120001,28123002,28133002,28148004,28171001,28005002,28006004,28007004,28009001,28013002,28014002,28016001,28045002,28047002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28120001,28123002,28133002,28148004,28161001,28171001,28180001,28005002,28006004,28007004,28009001,28013002,28014002,28016001,28045002,28047002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28120001,28123002,28133002,28148004,28161001,28171001,28180001,28006004,28016001,28047002,28058004,28006004,28016001,28047002,28058004,28006004,28016001,28047002,28058004,28006004,28016001,28047002,28058004,28005002,28016001,28045002,28092005,28102001,28171001,28005002,28006004,28007004,28009001,28013002,28014002,28016001,28045002,28047002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28120001,28123002,28133002,28148004,28161001,28171001,28180001,28005002,28006004,28007004,28009001,28013002,28014002,28016001,28045002,28047002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28120001,28123002,28133002,28148004,28161001,28171001,28180001,28005002,28007004,28009001,28016001,28047002,28049003,28065014,28074007,28120001,28148004,28161001,28171001,28180001
miDt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01 01:00:00,2.0,1.0,1.0,1.0,1.0,1.0,13.0,11.0,13.0,21.0,9.0,14.0,13.0,33.0,18.0,3.0,17.0,4.0,17.0,11.0,3.0,15.0,24.0,17.0,15.0,7.0,19.0,4.0,5.0,6.0,4.0,4.0,3.0,9.0,9.0,4.0,5.0,4.0,5.0,3.0,6.0,4.0,3.0,5.0,3.0,7.0,4.0,3.0,4.0,66.0,56.0,65.0,58.0,55.0,59.0,64.0,48.0,52.0,69.0,71.0,61.0,65.0,65.0,67.0,53.0,66.0,66.0,65.0,63.0,73.0,63.0,62.0,66.0,0.5,0.1,0.4,0.5,0.2,0.1,0.2,0.1,1.4,1.4,1.2,1.3,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,0.5,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,17.0,2.0,3.0,4.0,2.0,2.0,1.0,6.0,7.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,5.0,2.0,1.0,2.0,4.0,7.0,12.0,9.0,4.0,5.0,16.0,6.0,4.0,8.0,9.0,6.0,3.0
2020-05-01 02:00:00,2.0,1.0,1.0,1.0,1.0,1.0,15.0,14.0,21.0,19.0,14.0,12.0,17.0,24.0,19.0,9.0,23.0,10.0,17.0,10.0,6.0,20.0,15.0,16.0,12.0,7.0,20.0,4.0,5.0,10.0,3.0,4.0,3.0,7.0,9.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,6.0,3.0,9.0,4.0,3.0,5.0,67.0,53.0,62.0,57.0,52.0,60.0,58.0,46.0,53.0,68.0,68.0,59.0,53.0,61.0,63.0,53.0,65.0,62.0,57.0,60.0,66.0,59.0,55.0,60.0,0.3,0.1,0.5,0.4,0.2,0.1,0.1,0.1,1.4,1.4,1.2,1.4,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,0.5,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,18.0,2.0,3.0,8.0,1.0,2.0,1.0,5.0,6.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,1.0,7.0,2.0,1.0,3.0,6.0,10.0,10.0,12.0,7.0,5.0,13.0,9.0,1.0,9.0,10.0,6.0,4.0
2020-05-01 03:00:00,2.0,1.0,1.0,1.0,1.0,1.0,16.0,17.0,17.0,18.0,12.0,12.0,12.0,17.0,14.0,8.0,18.0,10.0,16.0,7.0,3.0,20.0,16.0,20.0,15.0,5.0,16.0,4.0,6.0,8.0,3.0,4.0,4.0,7.0,12.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,8.0,4.0,4.0,4.0,67.0,53.0,61.0,55.0,54.0,61.0,57.0,45.0,49.0,57.0,67.0,58.0,49.0,60.0,59.0,50.0,62.0,58.0,56.0,60.0,63.0,59.0,49.0,58.0,0.3,0.1,0.5,0.1,0.2,0.1,0.1,0.1,1.4,1.4,1.2,1.4,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,0.5,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,2.0,4.0,6.0,1.0,2.0,2.0,5.0,9.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,6.0,2.0,2.0,2.0,7.0,8.0,9.0,8.0,6.0,6.0,12.0,10.0,1.0,9.0,11.0,8.0,9.0
2020-05-01 04:00:00,2.0,1.0,1.0,1.0,1.0,1.0,15.0,12.0,14.0,20.0,8.0,12.0,14.0,20.0,16.0,8.0,17.0,11.0,14.0,11.0,2.0,16.0,11.0,20.0,13.0,5.0,11.0,4.0,7.0,5.0,3.0,4.0,4.0,8.0,14.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,7.0,4.0,7.0,4.0,64.0,53.0,60.0,47.0,58.0,62.0,56.0,43.0,44.0,49.0,68.0,58.0,45.0,60.0,60.0,51.0,61.0,53.0,54.0,58.0,61.0,62.0,49.0,62.0,0.4,0.1,0.4,0.3,0.2,0.1,0.1,0.1,1.4,1.4,1.2,1.4,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,0.5,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,9.0,2.0,5.0,3.0,1.0,2.0,2.0,6.0,11.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,2.0,3.0,2.0,5.0,7.0,8.0,6.0,6.0,10.0,8.0,7.0,1.0,9.0,9.0,7.0,7.0
2020-05-01 05:00:00,2.0,1.0,1.0,1.0,1.0,1.0,13.0,14.0,15.0,19.0,6.0,15.0,18.0,19.0,14.0,10.0,17.0,14.0,16.0,10.0,2.0,16.0,11.0,13.0,13.0,7.0,8.0,5.0,7.0,9.0,4.0,4.0,7.0,14.0,16.0,3.0,6.0,6.0,7.0,4.0,6.0,3.0,3.0,5.0,3.0,11.0,4.0,3.0,4.0,59.0,53.0,57.0,47.0,55.0,64.0,55.0,41.0,34.0,44.0,68.0,55.0,48.0,58.0,57.0,49.0,61.0,50.0,57.0,53.0,58.0,63.0,58.0,63.0,0.4,0.1,0.3,0.4,0.2,0.1,0.1,0.1,1.4,1.4,1.2,1.4,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,0.5,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,5.0,7.0,2.0,2.0,5.0,12.0,13.0,1.0,4.0,3.0,5.0,2.0,4.0,1.0,1.0,3.0,1.0,9.0,2.0,1.0,2.0,7.0,5.0,8.0,5.0,8.0,9.0,4.0,9.0,2.0,7.0,6.0,6.0,6.0
2020-05-01 06:00:00,2.0,1.0,1.0,1.0,1.0,1.0,13.0,16.0,15.0,17.0,6.0,15.0,11.0,22.0,14.0,9.0,18.0,14.0,15.0,9.0,1.0,14.0,10.0,16.0,6.0,7.0,6.0,6.0,9.0,8.0,4.0,4.0,6.0,17.0,19.0,3.0,7.0,5.0,9.0,5.0,6.0,4.0,3.0,6.0,4.0,12.0,5.0,3.0,6.0,62.0,58.0,57.0,46.0,58.0,63.0,54.0,42.0,30.0,43.0,67.0,54.0,49.0,53.0,55.0,50.0,60.0,45.0,53.0,50.0,54.0,60.0,61.0,61.0,0.5,0.1,1.4,0.3,0.2,0.1,0.3,0.1,1.4,1.4,1.2,1.4,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,0.5,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,7.0,6.0,2.0,2.0,4.0,15.0,15.0,1.0,5.0,3.0,7.0,3.0,4.0,2.0,1.0,4.0,2.0,10.0,3.0,1.0,4.0,7.0,3.0,7.0,2.0,12.0,11.0,10.0,6.0,2.0,11.0,6.0,4.0,6.0
2020-05-01 07:00:00,2.0,1.0,1.0,1.0,1.0,1.0,13.0,14.0,15.0,15.0,7.0,12.0,14.0,10.0,12.0,9.0,13.0,12.0,14.0,11.0,2.0,12.0,11.0,19.0,4.0,6.0,7.0,5.0,10.0,7.0,3.0,4.0,6.0,8.0,18.0,4.0,6.0,5.0,8.0,5.0,5.0,4.0,3.0,6.0,4.0,11.0,5.0,4.0,5.0,61.0,55.0,57.0,45.0,55.0,61.0,50.0,41.0,46.0,43.0,65.0,52.0,46.0,53.0,53.0,50.0,62.0,42.0,52.0,50.0,55.0,59.0,59.0,61.0,0.5,0.1,0.4,0.2,0.2,0.1,0.2,0.1,1.4,1.4,1.2,1.3,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,0.5,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,8.0,5.0,1.0,2.0,3.0,6.0,14.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,1.0,4.0,2.0,9.0,3.0,2.0,3.0,11.0,4.0,8.0,5.0,7.0,6.0,5.0,7.0,1.0,9.0,6.0,4.0,4.0
2020-05-01 08:00:00,2.0,1.0,1.0,1.0,1.0,1.0,11.0,14.0,13.0,9.0,5.0,14.0,13.0,10.0,9.0,8.0,8.0,6.0,9.0,5.0,2.0,10.0,11.0,19.0,10.0,6.0,5.0,4.0,7.0,7.0,3.0,4.0,4.0,6.0,13.0,4.0,5.0,5.0,6.0,4.0,4.0,3.0,3.0,6.0,3.0,10.0,5.0,3.0,5.0,57.0,54.0,59.0,48.0,48.0,57.0,49.0,43.0,49.0,52.0,65.0,53.0,44.0,56.0,54.0,52.0,59.0,42.0,56.0,50.0,55.0,58.0,62.0,55.0,0.4,0.1,0.2,0.2,0.2,0.1,0.1,0.1,1.4,1.4,1.2,1.3,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,0.5,0.3,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,4.0,1.0,2.0,2.0,4.0,10.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,8.0,3.0,1.0,3.0,4.0,3.0,8.0,4.0,8.0,2.0,3.0,3.0,2.0,6.0,5.0,1.0,3.0
