,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_43,ensayo_43,ensayo_43,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
punto_muestreo,28079004,28079008,28079017,28079018,28079024,28079035,28079036,28079038,28079040,28079057,28079008,28079018,28079024,28079036,28079038,28079040,28079047,28079048,28079050,28079055,28079057,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079016,28079017,28079018,28079024,28079027,28079035,28079039,28079049,28079054,28079056,28079058,28079059,28079060,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079004,28079008,28079016,28079018,28079024,28079035,28079036,28079039,28079056,28079057,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079024,28079038,28079047,28079048,28079050
miDt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01 01:00:00,4.0,8.0,9.0,10.0,4.0,13.0,18.0,9.0,10.0,12.0,10.0,8.0,1.0,7.0,8.0,2.0,4.0,4.0,10.0,1.0,2.0,2.0,21.0,24.0,12.0,13.0,29.0,21.0,15.0,33.0,23.0,22.0,19.0,20.0,25.0,21.0,8.0,12.0,15.0,19.0,39.0,59.0,11.0,6.0,10.0,12.0,52.98,47.54,47.97,60.96,58.13,36.39,39.94,54.47,58.41,51.39,51.47,64.03,51.52,63.11,0.8,0.2,0.6,0.4,1.1,1.2,0.3,0.1,0.2,0.2,0.4,0.3,1.58,1.24,1.42,1.54,1.18,1.34,0.03,0.06,0.07,0.3,0.1,0.2,0.4,0.2,0.5,0.3,0.2,0.3,0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,2.0,17.0,22.0,11.0,11.0,27.0,19.0,13.0,29.0,16.0,19.0,16.0,13.0,23.0,19.0,6.0,10.0,14.0,17.0,37.0,36.0,9.0,5.0,9.0,10.0,8.0,4.0,4.0,4.0,2.0,4.0
2019-04-01 02:00:00,4.0,8.0,9.0,10.0,4.0,13.0,16.0,9.0,9.0,12.0,7.0,4.0,1.0,5.0,7.0,3.0,4.0,6.0,10.0,1.0,2.0,3.0,21.0,29.0,12.0,19.0,21.0,20.0,12.0,14.0,23.0,26.0,16.0,21.0,19.0,25.0,8.0,21.0,11.0,12.0,12.0,53.0,9.0,6.0,11.0,11.0,44.74,40.77,48.63,57.84,54.6,48.37,36.11,52.25,46.23,50.61,49.16,61.24,46.33,59.55,0.5,0.2,0.5,0.3,0.5,0.7,0.3,0.1,0.3,0.2,0.2,0.3,1.59,1.25,1.39,1.56,1.19,1.32,0.03,0.06,0.07,0.3,0.1,0.2,0.4,0.2,0.5,0.4,0.2,0.3,0.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,18.0,28.0,10.0,18.0,20.0,19.0,10.0,12.0,17.0,22.0,13.0,13.0,17.0,24.0,7.0,19.0,10.0,11.0,11.0,32.0,8.0,4.0,10.0,10.0,4.0,4.0,4.0,5.0,4.0,5.0
2019-04-01 03:00:00,4.0,8.0,9.0,10.0,4.0,13.0,15.0,8.0,10.0,12.0,3.0,8.0,1.0,6.0,6.0,3.0,9.0,9.0,6.0,1.0,1.0,1.0,19.0,18.0,10.0,17.0,14.0,19.0,10.0,15.0,17.0,10.0,13.0,14.0,12.0,19.0,8.0,12.0,9.0,14.0,8.0,49.0,9.0,5.0,8.0,8.0,50.96,40.62,55.04,53.37,53.99,42.5,40.15,54.56,49.64,44.39,48.38,60.75,46.56,58.79,0.4,0.2,0.3,0.2,0.6,0.4,0.3,0.1,0.2,0.2,0.2,0.2,1.59,1.24,1.39,1.56,1.18,1.32,0.03,0.06,0.07,0.3,0.1,0.2,0.4,0.2,0.5,0.3,0.2,0.2,0.2,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,15.0,17.0,9.0,12.0,12.0,17.0,8.0,13.0,12.0,8.0,12.0,7.0,11.0,18.0,7.0,10.0,8.0,12.0,7.0,29.0,7.0,4.0,6.0,7.0,2.0,5.0,5.0,9.0,6.0,3.0
2019-04-01 04:00:00,4.0,8.0,8.0,10.0,4.0,13.0,13.0,8.0,10.0,12.0,3.0,9.0,1.0,6.0,9.0,2.0,6.0,8.0,1.0,1.0,1.0,1.0,14.0,14.0,8.0,12.0,13.0,12.0,7.0,8.0,24.0,10.0,10.0,15.0,13.0,14.0,5.0,8.0,8.0,11.0,10.0,39.0,8.0,4.0,6.0,10.0,53.73,41.33,57.77,63.47,50.0,49.3,38.64,50.61,53.41,46.66,57.41,61.91,47.43,57.53,0.5,0.2,0.3,0.2,0.5,0.3,0.3,0.1,0.2,0.3,0.2,0.3,1.58,1.24,1.41,1.55,1.18,1.34,0.03,0.06,0.07,0.3,0.1,0.2,0.3,0.2,0.5,0.2,0.2,0.2,0.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,12.0,13.0,6.0,10.0,11.0,11.0,6.0,6.0,12.0,9.0,8.0,8.0,12.0,13.0,4.0,7.0,6.0,9.0,8.0,19.0,6.0,3.0,5.0,8.0,1.0,7.0,7.0,7.0,6.0,3.0
2019-04-01 05:00:00,4.0,8.0,9.0,10.0,4.0,13.0,12.0,8.0,10.0,12.0,9.0,8.0,1.0,7.0,5.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,15.0,14.0,8.0,10.0,13.0,11.0,8.0,11.0,34.0,12.0,9.0,18.0,17.0,15.0,5.0,8.0,8.0,13.0,20.0,39.0,8.0,4.0,7.0,12.0,52.42,43.38,59.2,62.55,47.28,46.62,36.3,48.11,52.02,44.99,55.99,61.34,47.72,56.8,0.4,0.2,0.3,0.2,0.4,0.3,0.2,0.1,0.2,0.2,0.2,0.2,1.57,1.24,1.41,1.55,1.18,1.34,0.03,0.06,0.07,0.3,0.1,0.2,0.3,0.2,0.5,0.2,0.2,0.2,0.2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,12.0,12.0,7.0,9.0,11.0,10.0,6.0,10.0,18.0,9.0,7.0,10.0,15.0,13.0,4.0,6.0,7.0,11.0,19.0,19.0,7.0,3.0,5.0,10.0,6.0,7.0,4.0,4.0,4.0,1.0
2019-04-01 06:00:00,4.0,8.0,8.0,10.0,4.0,13.0,11.0,8.0,9.0,12.0,6.0,1.0,1.0,6.0,8.0,2.0,7.0,6.0,6.0,1.0,1.0,1.0,14.0,17.0,11.0,11.0,16.0,15.0,7.0,14.0,20.0,17.0,12.0,14.0,17.0,16.0,6.0,8.0,12.0,21.0,20.0,43.0,9.0,5.0,7.0,6.0,50.58,43.1,55.95,46.7,50.51,45.55,39.74,52.56,52.51,39.08,53.74,58.22,47.37,60.12,0.5,0.2,0.4,0.2,0.5,0.9,0.3,0.1,0.2,0.2,0.2,0.3,1.58,1.23,1.41,1.55,1.18,1.33,0.03,0.05,0.07,0.3,0.1,0.2,0.3,0.2,0.4,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,12.0,15.0,9.0,9.0,15.0,13.0,6.0,11.0,12.0,13.0,10.0,7.0,15.0,15.0,5.0,7.0,11.0,19.0,19.0,23.0,8.0,4.0,6.0,5.0,4.0,4.0,6.0,7.0,5.0,2.0
2019-04-01 07:00:00,4.0,8.0,8.0,9.0,4.0,13.0,10.0,9.0,10.0,12.0,1.0,3.0,1.0,7.0,5.0,2.0,4.0,8.0,6.0,1.0,4.0,3.0,25.0,35.0,20.0,16.0,38.0,23.0,9.0,43.0,28.0,29.0,36.0,22.0,24.0,27.0,13.0,13.0,22.0,36.0,35.0,74.0,19.0,17.0,16.0,11.0,39.25,39.86,32.25,41.53,48.37,34.48,33.36,45.07,46.87,27.47,38.63,41.53,39.9,58.4,0.5,0.3,0.5,0.1,1.3,0.4,0.3,0.1,0.2,0.2,0.2,0.2,1.58,1.23,1.4,1.55,1.18,1.32,0.03,0.05,0.07,0.3,0.1,0.2,0.4,0.2,0.5,0.4,0.2,0.3,0.2,4.0,3.0,1.0,1.0,2.0,2.0,1.0,8.0,6.0,4.0,10.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,23.0,1.0,1.0,1.0,1.0,20.0,30.0,19.0,14.0,34.0,21.0,7.0,31.0,19.0,23.0,20.0,15.0,21.0,25.0,11.0,12.0,20.0,33.0,30.0,39.0,17.0,14.0,15.0,9.0,1.0,2.0,2.0,3.0,6.0,3.0
2019-04-01 08:00:00,4.0,8.0,8.0,10.0,4.0,13.0,10.0,10.0,10.0,12.0,10.0,10.0,1.0,11.0,8.0,5.0,5.0,6.0,7.0,1.0,4.0,4.0,61.0,95.0,44.0,65.0,43.0,51.0,23.0,74.0,50.0,83.0,83.0,56.0,61.0,68.0,28.0,29.0,49.0,76.0,74.0,122.0,38.0,50.0,30.0,58.0,23.58,25.06,27.7,18.63,36.36,18.3,22.73,21.3,34.89,10.82,24.64,23.24,28.27,26.85,0.5,0.3,0.9,0.2,1.3,0.4,0.4,0.1,0.3,0.2,0.2,0.3,1.59,1.24,1.41,1.55,1.19,1.32,0.04,0.05,0.09,0.4,0.1,0.3,0.4,0.2,0.5,0.5,0.3,0.4,0.3,13.0,22.0,3.0,11.0,2.0,5.0,1.0,16.0,10.0,22.0,25.0,7.0,5.0,9.0,1.0,1.0,4.0,15.0,14.0,37.0,3.0,12.0,1.0,8.0,41.0,62.0,39.0,49.0,39.0,44.0,22.0,49.0,36.0,49.0,44.0,45.0,53.0,54.0,26.0,27.0,44.0,54.0,51.0,66.0,34.0,32.0,29.0,47.0,7.0,1.0,5.0,5.0,3.0,2.0
