,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_42,ensayo_44,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
punto_muestreo,28005002,28016001,28047002,28092005,28102001,28171001,28005002,28006004,28013002,28014002,28016001,28045002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28120001,28123002,28133002,28148004,28171001,28005002,28006004,28007004,28009001,28013002,28014002,28016001,28045002,28047002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28120001,28123002,28133002,28148004,28161001,28171001,28180001,28005002,28006004,28007004,28009001,28013002,28014002,28016001,28045002,28047002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28120001,28123002,28133002,28148004,28161001,28171001,28180001,28006004,28016001,28047002,28058004,28006004,28016001,28047002,28058004,28006004,28016001,28047002,28058004,28006004,28016001,28047002,28058004,28005002,28016001,28045002,28092005,28102001,28171001,28005002,28006004,28007004,28009001,28013002,28014002,28016001,28045002,28047002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28120001,28123002,28133002,28148004,28161001,28171001,28180001,28005002,28006004,28007004,28009001,28013002,28014002,28016001,28045002,28047002,28049003,28058004,28065014,28067001,28074007,28080003,28092005,28102001,28120001,28123002,28133002,28148004,28161001,28171001,28180001,28005002,28007004,28009001,28016001,28047002,28049003,28065014,28074007,28120001,28148004,28161001,28171001,28180001
miDt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06 09:00:00,9.0,1.0,63.0,1.0,2.0,2.0,22.0,26.0,36.0,42.0,9.0,17.0,25.0,29.0,40.0,15.0,40.0,17.0,27.0,11.0,5.0,26.0,16.0,20.0,10.0,64.0,81.0,102.0,58.0,25.0,110.0,4.0,44.0,27.0,118.0,29.0,114.0,35.0,172.0,85.0,117.0,9.0,4.0,87.0,23.0,89.0,75.0,6.0,75.0,32.0,37.0,26.0,31.0,31.0,25.0,102.0,63.0,78.0,13.0,29.0,24.0,55.0,14.0,40.0,32.0,61.0,102.0,32.0,77.0,34.0,33.0,75.0,75.0,2.6,0.1,2.6,8.0,0.5,0.1,0.7,1.0,1.4,1.4,1.2,1.7,0.1,0.1,0.1,0.2,0.5,1.0,0.5,0.6,0.5,0.2,19.0,21.0,24.0,17.0,8.0,40.0,1.0,10.0,63.0,42.0,32.0,38.0,9.0,62.0,23.0,31.0,1.0,1.0,29.0,7.0,27.0,23.0,1.0,75.0,36.0,48.0,65.0,32.0,13.0,49.0,2.0,30.0,63.0,54.0,32.0,57.0,21.0,78.0,50.0,70.0,7.0,2.0,43.0,12.0,48.0,40.0,4.0,75.0,7.0,22.0,3.0,2.0,27.0,14.0,15.0,28.0,5.0,25.0,19.0,1.0,75.0
2021-04-06 10:00:00,5.0,40.0,72.0,1.0,2.0,2.0,19.0,22.0,28.0,43.0,8.0,15.0,35.0,26.0,34.0,23.0,34.0,20.0,27.0,14.0,3.0,27.0,20.0,23.0,6.0,47.0,81.0,79.0,42.0,29.0,91.0,8.0,24.0,72.0,117.0,26.0,86.0,13.0,97.0,66.0,51.0,9.0,4.0,100.0,12.0,80.0,49.0,5.0,25.0,45.0,40.0,37.0,37.0,44.0,34.0,107.0,72.0,72.0,17.0,26.0,40.0,90.0,34.0,58.0,56.0,76.0,102.0,36.0,86.0,40.0,48.0,88.0,76.0,3.1,0.1,72.0,6.7,0.6,0.1,72.0,0.7,1.4,1.4,72.0,1.5,0.1,0.1,72.0,0.1,0.5,0.4,0.5,0.6,0.5,0.2,12.0,22.0,15.0,12.0,8.0,30.0,0.4,6.0,72.0,41.0,45.0,24.0,3.0,26.0,17.0,10.0,1.0,1.0,34.0,3.0,24.0,12.0,1.0,4.0,30.0,48.0,56.0,24.0,17.0,46.0,0.4,15.0,72.0,54.0,45.0,49.0,9.0,58.0,39.0,36.0,7.0,2.0,48.0,7.0,43.0,31.0,3.0,19.0,6.0,27.0,4.0,1.0,72.0,18.0,11.0,21.0,5.0,28.0,21.0,1.0,22.0
2021-04-06 11:00:00,3.0,2.0,1.0,1.0,56.0,2.0,17.0,24.0,25.0,42.0,5.0,13.0,36.0,25.0,26.0,17.0,24.0,22.0,19.0,0.5,3.0,26.0,20.0,24.0,8.0,31.0,97.0,40.0,31.0,33.0,40.0,5.0,24.0,21.0,83.0,36.0,52.0,7.0,60.0,49.0,26.0,0.5,4.0,35.0,7.0,68.0,16.0,5.0,18.0,74.0,39.0,62.0,60.0,53.0,69.0,109.0,72.0,21.0,43.0,66.0,61.0,104.0,51.0,65.0,71.0,0.5,103.0,69.0,105.0,60.0,63.0,103.0,87.0,3.1,0.1,21.0,4.4,0.6,0.1,21.0,0.5,1.5,1.3,21.0,1.4,0.2,0.1,21.0,0.1,0.4,0.4,0.5,0.5,0.5,0.2,7.0,26.0,5.0,7.0,8.0,9.0,0.4,5.0,5.0,22.0,8.0,12.0,2.0,12.0,11.0,4.0,0.5,1.0,8.0,3.0,17.0,0.1,1.0,3.0,21.0,57.0,32.0,20.0,21.0,26.0,0.4,15.0,13.0,49.0,24.0,34.0,4.0,42.0,33.0,20.0,0.5,2.0,23.0,3.0,42.0,0.1,3.0,14.0,6.0,22.0,3.0,1.0,14.0,15.0,8.0,12.0,3.0,27.0,16.0,3.0,18.0
2021-04-06 12:00:00,2.0,2.0,1.0,1.0,57.0,2.0,13.0,25.0,23.0,27.0,6.0,12.0,27.0,16.0,19.0,10.0,23.0,16.0,6.0,0.4,6.0,17.0,15.0,24.0,8.0,20.0,62.0,15.0,53.0,16.0,15.0,5.0,31.0,23.0,46.0,19.0,30.0,7.0,42.0,22.0,11.0,0.4,4.0,22.0,4.0,48.0,11.0,5.0,10.0,91.0,66.0,86.0,67.0,88.0,98.0,5.0,72.0,92.0,68.0,86.0,83.0,105.0,70.0,81.0,90.0,0.4,103.0,94.0,106.0,76.0,11.0,109.0,105.0,3.5,0.1,92.0,3.9,0.6,0.1,92.0,0.5,1.4,1.2,92.0,1.3,0.1,0.1,92.0,0.1,0.4,0.4,0.5,0.5,0.4,0.2,3.0,12.0,2.0,11.0,4.0,2.0,1.0,7.0,7.0,10.0,4.0,5.0,2.0,8.0,5.0,1.0,0.4,1.0,4.0,1.0,9.0,0.1,1.0,1.0,16.0,44.0,13.0,36.0,10.0,12.0,3.0,21.0,13.0,31.0,14.0,23.0,4.0,30.0,15.0,9.0,0.4,2.0,16.0,2.0,35.0,0.1,3.0,8.0,8.0,20.0,4.0,3.0,10.0,15.0,5.0,11.0,4.0,23.0,11.0,4.0,9.0
2021-04-06 13:00:00,2.0,2.0,1.0,1.0,75.0,2.0,12.0,17.0,12.0,15.0,5.0,14.0,21.0,11.0,16.0,8.0,14.0,11.0,3.0,75.0,6.0,18.0,13.0,22.0,4.0,13.0,34.0,5.0,37.0,13.0,10.0,4.0,27.0,27.0,21.0,8.0,17.0,7.0,19.0,9.0,7.0,75.0,4.0,14.0,5.0,21.0,10.0,4.0,9.0,103.0,86.0,100.0,79.0,90.0,108.0,116.0,80.0,92.0,90.0,96.0,98.0,106.0,90.0,92.0,96.0,107.0,105.0,106.0,108.0,102.0,10.0,113.0,110.0,2.4,0.1,92.0,1.6,0.4,0.1,92.0,0.3,1.4,1.3,92.0,1.2,0.1,0.1,92.0,0.1,0.4,0.4,0.5,0.5,75.0,0.2,1.0,5.0,1.0,7.0,3.0,1.0,1.0,5.0,8.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,75.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,11.0,26.0,3.0,27.0,8.0,8.0,2.0,19.0,15.0,15.0,5.0,14.0,5.0,14.0,6.0,5.0,75.0,2.0,10.0,2.0,17.0,8.0,2.0,7.0,8.0,13.0,5.0,8.0,3.0,13.0,4.0,9.0,3.0,20.0,8.0,3.0,9.0
2021-04-06 14:00:00,1.0,2.0,1.0,1.0,2.0,2.0,10.0,12.0,8.0,11.0,7.0,7.0,12.0,5.0,12.0,6.0,9.0,6.0,9.0,12.0,10.0,10.0,9.0,19.0,5.0,14.0,17.0,4.0,35.0,9.0,10.0,4.0,13.0,28.0,27.0,10.0,15.0,6.0,13.0,8.0,7.0,5.0,9.0,13.0,5.0,26.0,12.0,4.0,10.0,109.0,103.0,102.0,85.0,99.0,115.0,117.0,93.0,96.0,93.0,98.0,104.0,108.0,98.0,94.0,96.0,107.0,105.0,110.0,110.0,102.0,100.0,112.0,111.0,1.8,0.1,96.0,0.4,0.3,0.1,96.0,0.2,1.3,1.3,1.2,1.2,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,2.0,0.2,2.0,2.0,1.0,6.0,3.0,1.0,1.0,3.0,10.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,11.0,13.0,2.0,27.0,5.0,8.0,2.0,9.0,13.0,19.0,7.0,11.0,4.0,11.0,5.0,5.0,3.0,5.0,10.0,2.0,21.0,7.0,2.0,8.0,2.0,5.0,4.0,10.0,1.0,11.0,6.0,8.0,5.0,16.0,6.0,5.0,11.0
2021-04-06 15:00:00,2.0,2.0,1.0,1.0,2.0,2.0,10.0,6.0,8.0,8.0,9.0,4.0,16.0,6.0,10.0,11.0,7.0,99.0,5.0,9.0,10.0,10.0,11.0,15.0,5.0,20.0,9.0,5.0,16.0,9.0,14.0,4.0,17.0,19.0,24.0,8.0,12.0,6.0,13.0,99.0,8.0,6.0,5.0,13.0,6.0,22.0,7.0,4.0,10.0,107.0,106.0,103.0,101.0,100.0,117.0,116.0,95.0,100.0,102.0,100.0,106.0,110.0,99.0,99.0,93.0,112.0,107.0,115.0,111.0,111.0,103.0,113.0,115.0,1.1,0.1,0.3,1.4,0.2,0.1,0.2,0.2,1.3,1.3,1.2,1.2,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,2.0,0.2,2.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,5.0,6.0,1.0,1.0,1.0,2.0,99.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,17.0,7.0,3.0,13.0,5.0,11.0,2.0,11.0,12.0,15.0,6.0,9.0,3.0,10.0,99.0,6.0,4.0,3.0,11.0,3.0,18.0,5.0,2.0,8.0,4.0,5.0,6.0,10.0,6.0,12.0,4.0,8.0,6.0,14.0,3.0,3.0,11.0
2021-04-06 16:00:00,1.0,2.0,1.0,1.0,2.0,2.0,11.0,4.0,7.0,6.0,9.0,7.0,12.0,7.0,11.0,7.0,11.0,97.0,7.0,25.0,12.0,12.0,7.0,13.0,4.0,14.0,10.0,8.0,11.0,7.0,17.0,4.0,11.0,15.0,21.0,17.0,14.0,6.0,20.0,97.0,14.0,9.0,5.0,17.0,6.0,15.0,7.0,3.0,11.0,119.0,106.0,105.0,105.0,98.0,117.0,116.0,95.0,99.0,104.0,97.0,103.0,111.0,97.0,97.0,93.0,118.0,109.0,114.0,112.0,121.0,103.0,113.0,116.0,0.7,0.1,0.2,0.6,0.2,0.1,0.2,0.2,1.3,1.3,1.2,1.2,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,0.4,0.2,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,97.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,12.0,8.0,6.0,9.0,4.0,12.0,2.0,7.0,12.0,15.0,12.0,11.0,4.0,15.0,97.0,11.0,7.0,3.0,13.0,3.0,13.0,5.0,1.0,9.0,4.0,6.0,3.0,6.0,4.0,4.0,3.0,5.0,7.0,12.0,4.0,4.0,11.0
2021-04-06 17:00:00,1.0,1.0,1.0,1.0,2.0,2.0,10.0,5.0,8.0,11.0,9.0,8.0,6.0,13.0,7.0,6.0,13.0,10.0,13.0,19.0,13.0,10.0,4.0,16.0,10.0,14.0,12.0,11.0,7.0,11.0,13.0,4.0,16.0,17.0,28.0,19.0,19.0,6.0,33.0,24.0,15.0,8.0,5.0,22.0,9.0,13.0,10.0,4.0,11.0,118.0,103.0,100.0,96.0,96.0,117.0,117.0,91.0,98.0,98.0,95.0,101.0,111.0,92.0,86.0,91.0,120.0,111.0,107.0,111.0,115.0,100.0,115.0,118.0,0.8,0.1,0.3,0.6,0.2,0.1,0.2,0.3,1.3,1.3,1.2,1.2,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,0.4,0.2,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,5.0,3.0,3.0,1.0,7.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,12.0,10.0,9.0,5.0,6.0,11.0,2.0,11.0,14.0,20.0,15.0,15.0,4.0,23.0,18.0,13.0,6.0,3.0,17.0,5.0,11.0,8.0,2.0,9.0,8.0,9.0,4.0,7.0,4.0,9.0,2.0,9.0,8.0,9.0,5.0,7.0,10.0
2021-04-06 18:00:00,1.0,2.0,1.0,1.0,2.0,2.0,12.0,6.0,7.0,9.0,13.0,11.0,11.0,11.0,7.0,10.0,12.0,11.0,7.0,13.0,15.0,7.0,6.0,16.0,13.0,15.0,11.0,12.0,7.0,14.0,17.0,4.0,10.0,20.0,29.0,24.0,23.0,7.0,37.0,32.0,16.0,8.0,5.0,24.0,8.0,12.0,13.0,4.0,14.0,98.0,102.0,98.0,92.0,90.0,109.0,115.0,93.0,94.0,90.0,91.0,94.0,111.0,83.0,79.0,91.0,115.0,109.0,100.0,114.0,103.0,94.0,114.0,112.0,0.7,0.1,0.4,0.6,0.2,0.1,0.2,0.4,1.3,1.3,1.2,1.2,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,0.4,0.2,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,4.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,13.0,9.0,10.0,5.0,10.0,15.0,2.0,8.0,17.0,22.0,19.0,20.0,5.0,30.0,24.0,14.0,6.0,3.0,21.0,5.0,10.0,10.0,2.0,12.0,10.0,8.0,5.0,5.0,3.0,10.0,3.0,12.0,8.0,9.0,6.0,9.0,11.0
2021-04-06 19:00:00,1.0,1.0,1.0,1.0,2.0,2.0,13.0,8.0,11.0,9.0,9.0,12.0,16.0,14.0,3.0,10.0,17.0,10.0,8.0,16.0,15.0,10.0,4.0,19.0,15.0,20.0,17.0,22.0,9.0,16.0,16.0,4.0,13.0,22.0,33.0,28.0,27.0,7.0,50.0,30.0,27.0,6.0,6.0,41.0,8.0,19.0,21.0,5.0,16.0,88.0,94.0,84.0,86.0,82.0,96.0,111.0,87.0,89.0,82.0,83.0,86.0,108.0,69.0,79.0,80.0,100.0,104.0,82.0,110.0,92.0,84.0,112.0,97.0,0.7,0.1,0.8,0.8,0.3,0.1,0.5,0.4,1.3,1.3,1.2,1.2,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,0.4,0.2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,4.0,7.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,17.0,15.0,20.0,7.0,13.0,14.0,2.0,11.0,20.0,24.0,25.0,24.0,5.0,43.0,20.0,25.0,4.0,4.0,32.0,6.0,17.0,18.0,3.0,14.0,3.0,4.0,7.0,6.0,3.0,11.0,1.0,11.0,9.0,8.0,6.0,14.0,14.0
2021-04-06 20:00:00,2.0,2.0,1.0,1.0,2.0,2.0,14.0,11.0,12.0,14.0,7.0,13.0,6.0,11.0,8.0,8.0,17.0,10.0,9.0,16.0,15.0,14.0,6.0,18.0,17.0,27.0,24.0,28.0,8.0,23.0,17.0,5.0,19.0,45.0,27.0,28.0,28.0,7.0,67.0,21.0,30.0,7.0,5.0,44.0,9.0,17.0,24.0,5.0,12.0,75.0,83.0,75.0,81.0,67.0,89.0,107.0,80.0,64.0,75.0,77.0,81.0,97.0,52.0,76.0,73.0,96.0,90.0,72.0,105.0,88.0,80.0,107.0,92.0,0.8,0.1,0.6,0.8,0.3,0.2,0.3,0.5,1.6,1.3,1.2,1.2,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,0.4,0.2,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,24.0,22.0,26.0,5.0,20.0,15.0,3.0,15.0,42.0,22.0,26.0,26.0,5.0,57.0,18.0,28.0,5.0,3.0,36.0,6.0,15.0,21.0,3.0,10.0,4.0,6.0,9.0,4.0,3.0,7.0,1.0,10.0,8.0,6.0,7.0,17.0,16.0
2021-04-06 21:00:00,3.0,1.0,1.0,1.0,2.0,2.0,14.0,11.0,15.0,17.0,18.0,14.0,11.0,9.0,11.0,7.0,20.0,11.0,9.0,10.0,12.0,12.0,7.0,17.0,23.0,21.0,21.0,23.0,8.0,20.0,22.0,5.0,14.0,28.0,30.0,32.0,41.0,7.0,44.0,32.0,24.0,6.0,5.0,20.0,7.0,15.0,24.0,5.0,11.0,80.0,75.0,75.0,75.0,68.0,72.0,100.0,80.0,70.0,66.0,71.0,60.0,95.0,60.0,64.0,73.0,92.0,96.0,82.0,102.0,88.0,73.0,101.0,91.0,1.1,0.1,0.7,1.2,0.3,0.1,0.3,0.5,1.3,1.3,1.2,1.2,0.1,0.1,0.1,0.1,0.4,0.4,0.5,0.5,0.4,0.2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,19.0,19.0,21.0,5.0,17.0,20.0,3.0,11.0,26.0,23.0,29.0,38.0,5.0,40.0,29.0,22.0,4.0,3.0,15.0,5.0,13.0,22.0,3.0,9.0,6.0,6.0,8.0,6.0,5.0,4.0,7.0,14.0,7.0,7.0,8.0,17.0,13.0
2021-04-06 22:00:00,4.0,1.0,1.0,1.0,2.0,2.0,14.0,13.0,14.0,19.0,13.0,11.0,11.0,14.0,12.0,11.0,23.0,13.0,10.0,9.0,11.0,11.0,8.0,16.0,19.0,27.0,23.0,20.0,6.0,13.0,18.0,5.0,9.0,17.0,21.0,34.0,40.0,7.0,38.0,33.0,21.0,5.0,5.0,20.0,6.0,16.0,24.0,4.0,9.0,63.0,62.0,74.0,73.0,68.0,73.0,102.0,85.0,77.0,70.0,65.0,50.0,85.0,52.0,59.0,66.0,92.0,98.0,79.0,93.0,81.0,63.0,97.0,91.0,1.1,0.1,0.4,2.2,0.3,0.1,0.3,0.7,1.4,1.3,1.2,1.2,0.1,0.1,0.1,0.1,0.4,0.4,0.4,0.5,0.4,0.2,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,24.0,21.0,18.0,4.0,10.0,16.0,3.0,7.0,15.0,17.0,31.0,38.0,5.0,36.0,30.0,19.0,3.0,3.0,17.0,4.0,14.0,22.0,2.0,7.0,7.0,5.0,9.0,7.0,6.0,7.0,3.0,14.0,5.0,8.0,7.0,14.0,11.0
2021-04-06 23:00:00,3.0,1.0,1.0,1.0,2.0,2.0,14.0,12.0,16.0,20.0,13.0,10.0,17.0,14.0,14.0,10.0,16.0,13.0,11.0,7.0,10.0,7.0,8.0,15.0,16.0,12.0,10.0,27.0,5.0,20.0,16.0,4.0,9.0,14.0,17.0,38.0,24.0,7.0,23.0,27.0,27.0,5.0,4.0,11.0,5.0,9.0,25.0,4.0,9.0,72.0,74.0,57.0,76.0,52.0,73.0,102.0,79.0,76.0,68.0,49.0,65.0,74.0,62.0,54.0,58.0,88.0,94.0,81.0,91.0,81.0,59.0,95.0,86.0,1.0,0.1,0.2,2.0,0.3,0.1,0.2,0.6,1.3,1.3,1.2,1.2,0.1,0.1,0.1,0.1,0.4,0.4,0.4,0.5,0.4,0.2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,8.0,25.0,3.0,17.0,14.0,2.0,7.0,12.0,13.0,36.0,22.0,5.0,21.0,24.0,25.0,3.0,2.0,9.0,3.0,7.0,23.0,2.0,7.0,8.0,5.0,8.0,4.0,7.0,6.0,8.0,11.0,4.0,5.0,8.0,12.0,9.0
2021-04-07 00:00:00,3.0,1.0,1.0,1.0,2.0,2.0,13.0,9.0,19.0,15.0,14.0,12.0,17.0,15.0,13.0,7.0,16.0,14.0,16.0,7.0,10.0,11.0,10.0,14.0,14.0,10.0,8.0,11.0,5.0,13.0,9.0,4.0,10.0,13.0,10.0,11.0,13.0,6.0,12.0,15.0,16.0,5.0,4.0,8.0,5.0,7.0,21.0,4.0,7.0,61.0,72.0,72.0,62.0,48.0,75.0,99.0,68.0,79.0,64.0,74.0,73.0,81.0,71.0,61.0,64.0,79.0,97.0,72.0,92.0,71.0,61.0,90.0,82.0,0.7,0.1,0.3,1.6,0.2,0.1,0.2,0.5,1.3,1.3,1.2,1.2,0.1,0.1,0.1,0.1,0.4,0.4,0.4,0.5,0.4,0.2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,6.0,9.0,3.0,10.0,7.0,2.0,8.0,11.0,7.0,9.0,11.0,4.0,10.0,12.0,14.0,3.0,2.0,6.0,3.0,5.0,19.0,2.0,5.0,6.0,10.0,6.0,4.0,6.0,4.0,4.0,9.0,4.0,7.0,9.0,11.0,10.0
2021-04-07 01:00:00,2.0,1.0,1.0,1.0,2.0,2.0,16.0,6.0,21.0,11.0,13.0,22.0,12.0,8.0,5.0,8.0,19.0,12.0,13.0,7.0,14.0,15.0,11.0,15.0,15.0,9.0,7.0,5.0,5.0,8.0,6.0,4.0,10.0,19.0,10.0,11.0,12.0,6.0,10.0,8.0,9.0,5.0,4.0,10.0,5.0,8.0,15.0,4.0,7.0,60.0,64.0,70.0,60.0,50.0,72.0,91.0,65.0,66.0,59.0,65.0,61.0,74.0,63.0,64.0,64.0,73.0,92.0,62.0,89.0,66.0,59.0,82.0,73.0,0.6,0.1,0.4,0.6,0.3,0.1,0.2,0.3,1.3,1.3,1.2,1.2,0.1,0.1,0.1,0.1,0.4,0.4,0.4,0.5,0.4,0.2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,3.0,5.0,4.0,2.0,8.0,17.0,7.0,7.0,10.0,4.0,8.0,6.0,7.0,3.0,2.0,8.0,3.0,6.0,13.0,2.0,5.0,2.0,10.0,6.0,3.0,7.0,8.0,1.0,2.0,7.0,8.0,9.0,6.0,9.0
2021-04-07 02:00:00,3.0,1.0,1.0,1.0,2.0,2.0,17.0,5.0,21.0,6.0,11.0,24.0,7.0,10.0,3.0,12.0,17.0,11.0,10.0,12.0,16.0,8.0,14.0,15.0,21.0,10.0,7.0,4.0,4.0,7.0,6.0,4.0,9.0,31.0,10.0,10.0,13.0,6.0,10.0,7.0,7.0,5.0,4.0,9.0,5.0,8.0,11.0,5.0,7.0,59.0,62.0,66.0,63.0,52.0,69.0,82.0,61.0,43.0,58.0,59.0,57.0,61.0,59.0,57.0,62.0,71.0,98.0,59.0,82.0,67.0,58.0,71.0,71.0,0.6,0.1,0.6,0.6,0.2,0.1,0.2,0.3,1.3,1.3,1.2,1.2,0.1,0.1,0.1,0.1,0.4,0.4,0.4,0.5,0.4,0.2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,5.0,2.0,2.0,4.0,4.0,2.0,7.0,29.0,7.0,8.0,11.0,4.0,8.0,5.0,5.0,3.0,2.0,7.0,3.0,6.0,9.0,3.0,5.0,1.0,9.0,9.0,4.0,7.0,8.0,2.0,6.0,10.0,7.0,9.0,6.0,11.0
2021-04-07 03:00:00,3.0,1.0,1.0,1.0,2.0,2.0,13.0,2.0,18.0,4.0,16.0,9.0,3.0,8.0,8.0,7.0,8.0,8.0,10.0,8.0,13.0,6.0,11.0,14.0,19.0,13.0,7.0,5.0,4.0,7.0,6.0,4.0,8.0,46.0,16.0,11.0,13.0,5.0,10.0,7.0,9.0,5.0,4.0,9.0,5.0,8.0,16.0,6.0,7.0,56.0,67.0,65.0,69.0,53.0,68.0,74.0,54.0,23.0,55.0,57.0,55.0,62.0,59.0,59.0,60.0,70.0,101.0,60.0,75.0,69.0,46.0,64.0,69.0,0.6,0.1,1.1,0.9,0.3,0.1,0.3,0.3,1.3,1.3,1.3,1.2,0.1,0.1,0.1,0.1,0.4,0.4,0.4,0.5,0.4,0.2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,3.0,2.0,4.0,4.0,2.0,6.0,42.0,12.0,9.0,11.0,3.0,8.0,5.0,7.0,3.0,2.0,7.0,3.0,6.0,14.0,4.0,5.0,4.0,8.0,10.0,7.0,11.0,5.0,4.0,9.0,9.0,5.0,9.0,13.0,6.0
