,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_1,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_10,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_12,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_14,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_20,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_30,ensayo_42,ensayo_42,ensayo_42,ensayo_43,ensayo_43,ensayo_43,ensayo_44,ensayo_44,ensayo_44,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_6,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_7,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_8,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9,ensayo_9
punto_muestreo,28079004,28079008,28079017,28079018,28079024,28079035,28079036,28079038,28079040,28079057,28079008,28079018,28079024,28079036,28079038,28079040,28079047,28079048,28079050,28079055,28079056,28079057,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079016,28079017,28079018,28079024,28079027,28079035,28079039,28079049,28079054,28079056,28079058,28079059,28079060,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079011,28079018,28079024,28079038,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079008,28079024,28079055,28079004,28079008,28079016,28079018,28079024,28079035,28079036,28079039,28079056,28079057,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079004,28079008,28079011,28079016,28079017,28079018,28079024,28079027,28079035,28079036,28079038,28079039,28079040,28079047,28079048,28079049,28079050,28079054,28079055,28079056,28079057,28079058,28079059,28079060,28079008,28079024,28079038,28079047,28079048,28079050,28079056
miDt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01 01:00:00,5.0,8.0,9.0,7.0,5.0,47.26,6.0,8.0,5.0,6.0,9.0,6.0,8.0,7.0,5.0,5.0,4.0,8.0,5.0,18.0,7.0,8.0,6.0,9.0,14.0,9.0,7.0,41.0,10.0,8.0,7.0,13.0,7.0,10.0,7.0,11.0,10.0,8.0,6.0,7.0,16.0,6.0,15.0,6.0,7.0,8.0,10.0,65.7,86.76,60.16,78.41,63.22,67.22,71.9,68.61,70.81,70.63,75.14,59.44,59.12,76.12,1.2,0.2,0.3,0.5,46.0,0.1,0.2,0.1,0.1,0.1,2.4,0.1,1.38,1.18,1.12,1.29,1.07,0.93,0.09,0.11,0.19,0.1,0.2,0.1,0.4,0.1,0.2,0.1,0.2,0.2,0.2,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,8.0,12.0,8.0,4.0,12.0,8.0,6.0,6.0,9.0,6.0,9.0,6.0,10.0,8.0,7.0,5.0,5.0,14.0,5.0,11.0,5.0,6.0,6.0,7.0,4.0,6.0,3.0,33.0,6.0,3.0,5.0
2020-06-01 02:00:00,5.0,8.0,9.0,7.0,5.0,61.01,6.0,8.0,5.0,6.0,14.0,6.0,4.0,8.0,10.0,2.0,4.0,6.0,5.0,5.0,5.0,7.0,6.0,11.0,12.0,10.0,8.0,38.0,10.0,10.0,8.0,13.0,8.0,15.0,8.0,9.0,10.0,9.0,6.0,8.0,13.0,6.0,13.0,7.0,8.0,7.0,9.0,62.72,79.41,59.86,71.72,52.1,63.67,66.99,61.52,62.0,74.83,71.44,45.4,56.72,72.5,1.1,0.1,0.2,0.5,15.0,0.1,0.2,0.2,0.1,0.1,3.1,0.1,1.38,1.19,1.12,1.28,1.07,0.92,0.1,0.12,0.2,0.1,0.2,0.2,0.4,0.1,0.2,0.1,0.2,0.2,0.2,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,9.0,11.0,8.0,6.0,10.0,8.0,8.0,7.0,9.0,7.0,11.0,7.0,8.0,9.0,7.0,5.0,7.0,12.0,4.0,10.0,5.0,7.0,6.0,6.0,10.0,2.0,7.0,17.0,4.0,3.0,4.0
2020-06-01 03:00:00,5.0,8.0,9.0,7.0,5.0,62.84,6.0,8.0,5.0,6.0,12.0,7.0,8.0,9.0,11.0,1.0,7.0,13.0,15.0,91.0,8.0,8.0,4.0,10.0,12.0,9.0,9.0,39.0,9.0,10.0,9.0,12.0,10.0,20.0,11.0,11.0,9.0,8.0,7.0,10.0,15.0,7.0,11.0,10.0,9.0,9.0,9.0,67.97,79.49,60.65,80.77,39.95,59.26,74.58,58.76,70.67,72.15,79.11,41.62,54.56,67.9,1.0,0.1,0.2,0.7,9.0,0.1,0.2,0.2,0.1,0.1,1.8,0.1,1.39,1.2,1.11,1.28,1.08,0.93,0.1,0.11,0.19,0.1,0.2,0.1,0.4,0.1,0.2,0.1,0.2,0.2,0.2,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,10.0,8.0,6.0,10.0,7.0,9.0,7.0,8.0,9.0,12.0,10.0,9.0,8.0,7.0,5.0,8.0,13.0,6.0,9.0,8.0,7.0,7.0,5.0,7.0,6.0,8.0,7.0,10.0,12.0,7.0
2020-06-01 04:00:00,5.0,8.0,8.0,6.0,5.0,57.0,6.0,7.0,4.0,6.0,9.0,6.0,11.0,10.0,10.0,1.0,8.0,14.0,9.0,27.0,7.0,9.0,3.0,11.0,12.0,13.0,8.0,39.0,12.0,8.0,6.0,14.0,10.0,11.0,8.0,10.0,11.0,11.0,7.0,10.0,15.0,4.0,11.0,7.0,8.0,6.0,8.0,65.22,75.91,60.78,48.26,32.91,52.86,69.17,51.96,68.43,71.22,63.47,28.55,45.53,59.71,0.9,0.2,0.3,0.5,8.0,0.1,0.1,0.1,0.2,0.1,1.2,0.1,1.39,1.19,1.12,1.29,1.08,0.92,0.1,0.11,0.2,0.1,0.2,0.1,0.4,0.1,0.2,0.1,0.2,0.2,0.2,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,9.0,10.0,11.0,6.0,11.0,11.0,7.0,5.0,11.0,9.0,10.0,7.0,9.0,9.0,9.0,5.0,8.0,14.0,3.0,8.0,6.0,6.0,5.0,5.0,4.0,7.0,7.0,6.0,12.0,6.0,6.0
2020-06-01 05:00:00,5.0,8.0,9.0,6.0,5.0,50.76,6.0,7.0,5.0,6.0,9.0,7.0,12.0,9.0,8.0,1.0,5.0,11.0,14.0,31.0,8.0,9.0,2.0,11.0,11.0,9.0,6.0,47.0,10.0,7.0,14.0,12.0,6.0,7.0,6.0,9.0,9.0,7.0,6.0,6.0,14.0,11.0,11.0,10.0,10.0,5.0,9.0,62.41,70.75,37.77,48.24,32.67,47.04,62.57,52.61,56.58,64.02,54.06,16.87,45.18,56.99,1.0,0.2,0.3,0.3,11.0,0.2,0.2,0.2,0.3,0.1,0.9,0.1,1.39,1.19,1.13,1.29,1.09,0.93,0.1,0.1,0.2,0.1,0.2,0.1,0.4,0.1,0.2,0.1,0.2,0.2,0.2,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,9.0,9.0,8.0,3.0,18.0,8.0,6.0,13.0,9.0,5.0,6.0,5.0,7.0,8.0,6.0,5.0,4.0,12.0,9.0,8.0,8.0,8.0,4.0,6.0,5.0,9.0,5.0,9.0,9.0,10.0,7.0
2020-06-01 06:00:00,5.0,8.0,9.0,7.0,5.0,44.88,6.0,7.0,5.0,6.0,4.0,6.0,10.0,9.0,9.0,1.0,4.0,10.0,6.0,23.0,7.0,7.0,1.0,12.0,11.0,11.0,6.0,45.0,11.0,9.0,12.0,13.0,10.0,12.0,8.0,8.0,9.0,9.0,5.0,19.0,15.0,9.0,11.0,8.0,12.0,6.0,10.0,58.47,72.19,33.91,41.93,25.26,46.2,59.8,49.51,39.97,62.03,49.22,8.71,46.5,51.02,0.9,0.2,0.3,0.2,9.0,0.1,0.2,1.0,0.1,0.1,1.0,0.1,1.39,1.23,1.12,1.29,1.13,0.92,0.1,0.1,0.2,0.1,0.2,0.2,0.4,0.1,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,10.0,10.0,9.0,4.0,16.0,10.0,7.0,11.0,9.0,8.0,9.0,7.0,7.0,8.0,7.0,4.0,12.0,13.0,7.0,8.0,6.0,10.0,5.0,8.0,2.0,7.0,6.0,8.0,9.0,4.0,6.0
2020-06-01 07:00:00,5.0,8.0,9.0,6.0,5.0,47.45,6.0,7.0,5.0,6.0,3.0,8.0,11.0,9.0,8.0,1.0,3.0,7.0,8.0,29.0,5.0,5.0,6.0,22.0,14.0,21.0,14.0,71.0,15.0,10.0,35.0,19.0,24.0,23.0,22.0,20.0,18.0,13.0,5.0,38.0,32.0,34.0,30.0,12.0,19.0,9.0,18.0,45.17,59.71,13.7,35.25,14.35,25.16,24.02,31.59,34.81,43.92,37.51,4.18,37.71,36.4,1.1,0.2,0.3,0.2,14.0,0.2,0.2,0.4,0.1,0.1,1.0,0.1,1.4,1.22,1.17,1.3,1.11,0.96,0.1,0.11,0.22,0.1,0.2,0.1,0.4,0.1,0.2,0.1,0.2,0.2,0.2,4.0,1.0,2.0,2.0,22.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,9.0,1.0,5.0,1.0,2.0,17.0,13.0,18.0,10.0,36.0,14.0,8.0,33.0,14.0,21.0,19.0,21.0,18.0,17.0,12.0,4.0,32.0,29.0,33.0,16.0,10.0,11.0,8.0,15.0,2.0,8.0,4.0,21.0,5.0,3.0,4.0
2020-06-01 08:00:00,6.0,8.0,9.0,7.0,5.0,41.91,6.0,7.0,5.0,6.0,15.0,8.0,10.0,14.0,15.0,4.0,9.0,10.0,15.0,32.0,10.0,9.0,24.0,67.0,45.0,64.0,30.0,88.0,69.0,18.0,28.0,49.0,59.0,48.0,43.0,65.0,73.0,38.0,23.0,27.0,47.0,52.0,92.0,24.0,29.0,32.0,55.0,9.06,49.45,12.67,14.82,18.85,24.76,7.19,19.92,15.05,21.91,18.8,4.09,20.92,18.37,1.2,0.3,0.5,0.4,65.0,0.2,0.2,0.2,0.1,0.1,1.4,0.1,1.46,1.28,1.2,1.34,1.17,0.95,0.12,0.12,0.25,0.1,0.3,0.2,0.5,0.1,0.3,0.2,0.3,0.4,0.2,19.0,8.0,11.0,4.0,27.0,14.0,2.0,2.0,9.0,7.0,8.0,5.0,9.0,17.0,3.0,3.0,2.0,4.0,9.0,35.0,3.0,13.0,6.0,11.0,38.0,32.0,47.0,23.0,46.0,47.0,14.0,25.0,35.0,47.0,36.0,35.0,50.0,47.0,34.0,18.0,23.0,40.0,38.0,38.0,20.0,9.0,24.0,38.0,8.0,8.0,8.0,36.0,7.0,8.0,7.0
