,28079008,28079011,28079018,28079024,28079038,28079055
2016-12-17 07:00:00,0.6,0.7,1.0,0.2,2.0,0.4
2016-12-17 08:00:00,0.8,0.7,1.0,0.2,2.2,0.5
2016-12-17 09:00:00,0.7,0.6,0.89,0.2,2.2,0.6
2016-12-17 10:00:00,0.8,0.6,2.9,0.2,3.4,0.6
2016-12-17 11:00:00,1.1,0.9,12.96,0.3,4.2,0.6
2016-12-17 12:00:00,1.5,1.0,14.03,0.4,5.0,0.7
2016-12-17 13:00:00,1.6,1.0,16.32,0.3,4.7,0.5
2016-12-17 14:00:00,1.4,1.3,17.51,0.3,4.0,0.4
2016-12-17 15:00:00,1.3,1.0,20.09,0.2,3.1,0.3
2016-12-17 16:00:00,1.3,1.1,26.12,0.2,3.5,0.4
2016-12-17 17:00:00,1.2,0.8,17.38,0.2,4.2,0.4
2016-12-17 18:00:00,1.3,1.1,3.87,0.2,4.1,0.4
2016-12-17 19:00:00,1.4,1.0,1.0,0.3,4.0,0.5
2016-12-17 20:00:00,1.3,1.0,1.0,0.4,3.3,0.6
2016-12-17 21:00:00,1.7,1.2,1.0,0.3,5.0,0.4
2016-12-17 22:00:00,2.1,1.4,0.81,0.4,5.9,0.4
2016-12-17 23:00:00,2.1,1.5,1.0,0.5,6.6,0.6
2016-12-18 00:00:00,1.5,1.6,0.93,0.4,6.8,0.5
2016-12-18 01:00:00,1.2,1.2,1.0,0.4,5.0,0.4
2016-12-18 02:00:00,1.0,1.0,1.0,0.3,3.2,0.3
2016-12-18 03:00:00,0.8,1.0,1.0,0.3,2.5,0.4
2016-12-18 04:00:00,0.8,1.0,1.0,0.3,2.0,0.3
2016-12-18 05:00:00,0.7,0.9,1.0,0.3,1.9,0.4
2016-12-18 06:00:00,0.6,0.7,1.0,0.3,1.7,0.5
2016-12-18 07:00:00,0.6,0.7,1.0,0.3,1.6,0.5
2016-12-18 08:00:00,0.7,0.9,1.0,0.3,1.8,0.4
2016-12-18 09:00:00,0.8,0.9,0.89,0.3,2.0,0.6
2016-12-18 10:00:00,0.8,0.9,2.9,0.3,2.2,0.8
2016-12-18 11:00:00,0.9,1.0,12.96,0.3,2.5,0.9
2016-12-18 12:00:00,0.9,1.0,14.03,0.3,3.2,0.7
2016-12-18 13:00:00,1.0,1.0,16.32,0.2,2.8,0.4
2016-12-18 14:00:00,1.0,1.3,17.51,0.2,4.1,0.4
2016-12-18 15:00:00,1.1,1.4,20.09,0.2,4.9,0.4
2016-12-18 16:00:00,1.0,1.0,26.12,0.2,3.5,0.4
2016-12-18 17:00:00,1.1,0.8,17.38,0.2,2.6,0.3
2016-12-18 18:00:00,0.9,0.9,3.87,0.2,3.0,0.4
2016-12-18 19:00:00,1.4,0.9,1.0,0.2,3.2,0.3
2016-12-18 20:00:00,1.1,1.2,1.0,0.3,4.7,0.4
2016-12-18 21:00:00,1.2,1.3,1.0,0.3,4.0,0.4
2016-12-18 22:00:00,1.4,1.2,0.81,0.4,5.2,0.6
2016-12-18 23:00:00,1.2,1.2,1.0,0.3,4.8,0.4
2016-12-19 00:00:00,0.9,1.3,0.93,0.2,3.8,0.5
2016-12-19 01:00:00,0.8,2.2,1.0,0.2,2.4,0.5
2016-12-19 02:00:00,0.5,0.6,1.0,0.1,1.1,0.4
2016-12-19 03:00:00,0.4,0.5,1.0,0.1,1.1,0.3
2016-12-19 04:00:00,0.4,0.5,1.0,0.2,0.7,0.3
2016-12-19 05:00:00,0.4,0.5,1.0,0.2,1.1,0.3
2016-12-19 06:00:00,0.4,0.4,1.0,0.1,0.6,0.3
2016-12-19 07:00:00,0.3,0.4,1.0,0.1,1.0,0.3
2016-12-19 08:00:00,0.6,0.6,1.0,0.2,1.6,0.3
2016-12-19 09:00:00,1.2,1.1,0.89,0.2,3.1,0.5
2016-12-19 10:00:00,3.0,2.1,2.9,0.4,7.4,1.2
2016-12-19 11:00:00,2.5,1.9,12.96,0.5,3.7,0.5
2016-12-19 12:00:00,2.4,1.6,14.03,0.5,3.4,1.1
2016-12-19 13:00:00,2.8,2.4,16.32,0.6,5.0,1.2
2016-12-19 14:00:00,2.9,3.6,17.51,0.8,5.9,0.9
2016-12-19 15:00:00,2.6,3.7,20.09,1.3,6.2,0.9
2016-12-19 16:00:00,2.5,3.0,26.12,2.6,5.0,1.2
2016-12-19 17:00:00,6.1,3.3,17.38,1.7,5.2,2.6
2016-12-19 18:00:00,4.8,5.2,3.87,2.2,9.7,3.4
2016-12-19 19:00:00,5.8,11.4,1.0,3.2,13.9,4.9
2016-12-19 20:00:00,12.6,18.3,1.0,3.2,17.6,4.5
2016-12-19 21:00:00,8.5,8.3,1.0,4.3,20.4,3.1
2016-12-19 22:00:00,4.2,5.9,0.81,3.8,13.1,1.8
2016-12-19 23:00:00,3.7,5.0,1.0,4.8,15.3,1.7
2016-12-20 00:00:00,4.2,5.8,0.93,2.8,14.7,1.8
2016-12-20 01:00:00,3.5,8.1,1.0,2.6,12.6,2.8
2016-12-20 02:00:00,4.9,10.6,1.0,2.5,12.3,5.5
2016-12-20 03:00:00,6.5,7.0,1.0,3.1,8.3,5.3
2016-12-20 04:00:00,5.3,6.5,1.0,2.4,6.5,9.7
2016-12-20 05:00:00,3.2,5.9,1.0,2.1,4.1,7.8
2016-12-20 06:00:00,11.1,9.1,1.0,2.0,8.4,4.1
2016-12-20 07:00:00,5.6,7.9,1.0,2.0,12.8,4.5
2016-12-20 08:00:00,5.1,6.8,1.0,1.6,13.6,5.5
2016-12-20 09:00:00,6.6,10.4,0.89,2.0,17.8,6.2
2016-12-20 10:00:00,10.0,10.9,2.9,2.5,16.9,7.4
2016-12-20 11:00:00,11.1,9.9,12.96,3.3,12.1,7.3
2016-12-20 12:00:00,6.8,9.2,14.03,2.8,10.7,9.5
2016-12-20 13:00:00,11.4,8.5,16.32,3.4,7.3,8.9
2016-12-20 14:00:00,7.6,7.9,17.51,2.2,6.3,8.8
2016-12-20 15:00:00,5.7,6.7,20.09,0.6,5.0,6.0
2016-12-20 16:00:00,3.3,6.2,26.12,0.4,4.1,3.5
2016-12-20 17:00:00,3.1,6.0,17.38,0.3,4.2,3.2
2016-12-20 18:00:00,3.2,5.9,3.87,0.4,4.8,6.0
2016-12-20 19:00:00,3.2,7.8,1.0,0.7,6.4,8.4
2016-12-20 20:00:00,7.1,12.1,1.0,2.4,24.6,11.4
2016-12-20 21:00:00,10.7,12.8,1.0,3.8,23.1,10.9
2016-12-20 22:00:00,9.0,8.7,0.81,2.9,17.3,4.8
2016-12-20 23:00:00,4.3,5.8,1.0,3.0,12.5,2.5
2016-12-21 00:00:00,3.6,5.8,0.93,3.6,14.1,1.3
2016-12-21 01:00:00,4.0,4.8,1.0,4.2,11.9,1.2
2016-12-21 02:00:00,6.2,4.8,1.0,3.4,9.9,0.9
2016-12-21 03:00:00,5.0,6.3,1.0,3.2,14.5,2.5
2016-12-21 04:00:00,3.4,5.8,1.0,2.6,7.1,3.9
2016-12-21 05:00:00,7.1,5.9,1.0,2.9,6.2,5.2
2016-12-21 06:00:00,9.9,5.8,1.0,2.8,7.5,6.0
2016-12-21 07:00:00,6.2,4.9,1.0,3.1,9.1,6.9
2016-12-21 08:00:00,4.6,3.1,1.0,3.2,9.6,7.8
2016-12-21 09:00:00,9.6,3.6,0.89,1.9,11.4,11.4
2016-12-21 10:00:00,10.7,5.8,2.9,3.3,25.9,7.5
2016-12-21 11:00:00,12.9,8.6,12.96,2.3,18.2,4.1
2016-12-21 12:00:00,15.2,8.2,14.03,7.7,18.7,5.1
2016-12-21 13:00:00,9.8,6.0,16.32,4.7,7.3,1.8
2016-12-21 14:00:00,3.8,3.5,17.51,8.7,6.3,0.7
2016-12-21 15:00:00,3.0,3.5,20.09,7.0,5.0,0.8
2016-12-21 16:00:00,2.6,29.9,26.12,2.6,6.4,0.7
2016-12-21 17:00:00,2.1,6.0,17.38,0.9,5.5,0.9
2016-12-21 18:00:00,2.5,4.9,3.87,0.9,5.9,2.1
2016-12-21 19:00:00,4.1,5.9,1.0,1.9,8.5,2.8
2016-12-21 20:00:00,6.1,7.8,1.0,4.9,10.4,3.2
2016-12-21 21:00:00,6.2,6.7,1.0,8.1,13.6,3.0
2016-12-21 22:00:00,4.9,5.2,0.81,6.1,12.3,2.6
2016-12-21 23:00:00,4.1,4.9,1.0,6.0,11.4,1.8
2016-12-22 00:00:00,3.1,5.2,0.93,3.3,13.6,2.0
2016-12-22 01:00:00,2.4,4.1,1.0,5.2,14.0,2.0
2016-12-22 02:00:00,2.8,3.8,1.0,4.5,10.0,3.5
2016-12-22 03:00:00,3.7,5.3,1.0,4.1,8.0,3.6
2016-12-22 04:00:00,3.1,4.9,1.0,3.4,10.3,3.5
2016-12-22 05:00:00,8.8,5.0,1.0,4.0,9.9,4.0
2016-12-22 06:00:00,13.8,5.7,1.0,2.7,10.2,3.6
2016-12-22 07:00:00,3.7,5.5,1.0,3.6,9.0,3.3
2016-12-22 08:00:00,2.9,5.3,1.0,2.2,9.7,3.8
2016-12-22 09:00:00,3.9,5.8,0.89,3.1,16.1,5.8
2016-12-22 10:00:00,7.0,6.8,2.9,2.9,17.6,6.3
2016-12-22 11:00:00,12.4,7.2,12.96,3.5,18.4,5.0
2016-12-22 12:00:00,12.3,8.0,14.03,3.5,18.2,4.7
2016-12-22 13:00:00,10.6,9.2,16.32,6.0,18.6,2.8
2016-12-22 14:00:00,8.2,11.7,17.51,4.7,9.7,3.9
2016-12-22 15:00:00,10.0,11.0,20.09,5.3,15.7,4.6
2016-12-22 16:00:00,7.3,10.5,26.12,5.3,19.2,5.6
2016-12-22 17:00:00,5.1,9.6,17.38,6.3,16.8,6.4
2016-12-22 18:00:00,5.7,10.5,3.87,5.8,16.8,9.0
2016-12-22 19:00:00,8.4,12.1,1.0,6.7,18.4,14.3
2016-12-22 20:00:00,8.2,14.4,1.0,4.7,20.4,12.2
2016-12-22 21:00:00,8.0,16.4,1.0,6.0,24.7,12.6
2016-12-22 22:00:00,14.8,20.5,0.81,6.6,30.1,12.5
2016-12-22 23:00:00,19.6,18.6,1.0,6.3,34.7,10.0
2016-12-23 00:00:00,20.1,18.7,0.93,6.7,31.5,8.3
2016-12-23 01:00:00,15.8,15.9,1.0,5.8,28.7,6.9
2016-12-23 02:00:00,8.9,9.6,1.0,4.5,31.8,4.7
2016-12-23 03:00:00,5.4,6.6,1.0,5.1,23.9,3.0
2016-12-23 04:00:00,3.3,5.7,1.0,4.1,17.5,2.4
2016-12-23 05:00:00,2.6,5.2,1.0,3.5,8.8,2.1
2016-12-23 06:00:00,2.1,4.7,1.0,3.8,6.1,1.5
2016-12-23 07:00:00,1.8,4.4,1.0,2.9,6.4,1.5
2016-12-23 08:00:00,3.7,4.0,1.0,1.8,6.4,1.2
2016-12-23 09:00:00,3.1,4.7,0.89,2.2,18.2,1.3
2016-12-23 10:00:00,5.5,5.6,2.9,2.2,34.5,1.9
2016-12-23 11:00:00,5.2,6.3,12.96,2.2,27.6,2.1
2016-12-23 12:00:00,3.9,5.3,14.03,2.0,15.9,2.7
2016-12-23 13:00:00,4.5,4.4,16.32,5.1,9.7,3.5
2016-12-23 14:00:00,4.8,4.9,17.51,6.1,7.9,3.1
2016-12-23 15:00:00,4.5,5.9,20.09,3.3,9.8,2.0
2016-12-23 16:00:00,3.8,7.1,26.12,2.5,11.3,1.6
2016-12-23 17:00:00,3.5,8.8,17.38,2.3,10.0,2.0
2016-12-23 18:00:00,4.5,8.1,3.87,2.8,8.1,3.3
2016-12-23 19:00:00,5.2,8.0,1.0,3.0,10.4,4.3
2016-12-23 20:00:00,5.8,9.2,1.0,3.7,21.0,8.7
2016-12-23 21:00:00,9.2,11.8,1.0,4.0,31.1,10.8
2016-12-23 22:00:00,12.5,13.1,0.81,4.1,35.9,6.8
2016-12-23 23:00:00,6.0,6.4,1.0,4.0,27.3,4.1
2016-12-24 00:00:00,3.0,4.9,0.93,3.9,12.5,2.7
2016-12-24 01:00:00,3.1,4.5,1.0,2.1,6.9,2.8
2016-12-24 02:00:00,2.4,4.1,1.0,1.6,5.2,3.1
2016-12-24 03:00:00,1.9,3.7,1.0,1.6,4.1,2.7
2016-12-24 04:00:00,1.6,3.2,1.0,1.6,3.9,1.2
2016-12-24 05:00:00,1.5,4.0,1.0,1.5,5.2,1.1
2016-12-24 06:00:00,1.3,3.6,1.0,0.9,6.5,0.9
2016-12-24 07:00:00,1.5,4.2,1.0,0.8,7.7,1.0
2016-12-24 08:00:00,1.5,3.9,1.0,0.9,8.3,0.8
2016-12-24 09:00:00,1.3,2.8,0.89,1.1,11.7,0.9
2016-12-24 10:00:00,1.5,2.8,2.9,1.3,8.9,1.0
2016-12-24 11:00:00,2.3,3.0,12.96,1.3,6.5,1.4
2016-12-24 12:00:00,1.6,2.7,14.03,1.4,7.2,1.2
2016-12-24 13:00:00,1.5,2.1,16.32,1.1,6.3,1.1
2016-12-24 14:00:00,1.8,1.8,17.51,0.7,4.5,0.6
2016-12-24 15:00:00,0.5,1.5,20.09,0.4,3.8,0.4
2016-12-24 16:00:00,1.1,1.6,26.12,0.3,3.6,0.5
2016-12-24 17:00:00,0.9,1.1,17.38,0.2,2.1,0.3
2016-12-24 18:00:00,0.9,1.4,3.87,0.2,2.5,0.5
2016-12-24 19:00:00,1.5,3.4,1.0,0.2,3.5,1.3
2016-12-24 20:00:00,3.3,6.6,1.0,0.3,7.9,5.3
2016-12-24 21:00:00,3.2,5.6,1.0,0.3,10.0,2.1
2016-12-24 22:00:00,1.9,4.4,0.81,0.4,6.6,2.4
2016-12-24 23:00:00,1.5,3.7,1.0,0.6,4.5,1.5
2016-12-25 00:00:00,1.2,2.5,0.93,0.6,3.4,1.0
2016-12-25 01:00:00,1.2,2.5,1.0,0.6,3.6,0.8
2016-12-25 02:00:00,1.3,2.6,1.0,0.5,5.7,0.8
2016-12-25 03:00:00,1.2,2.5,1.0,0.5,4.4,1.0
2016-12-25 04:00:00,0.9,1.8,1.0,0.7,4.2,1.0
2016-12-25 05:00:00,0.7,1.5,1.0,0.6,2.3,0.8
2016-12-25 06:00:00,0.6,1.1,1.0,0.4,1.8,0.4
2016-12-25 07:00:00,0.7,1.2,1.0,0.5,1.2,0.4
2016-12-25 08:00:00,0.7,1.4,1.0,0.4,1.7,0.5
2016-12-25 09:00:00,0.7,1.2,0.89,0.5,1.5,0.4
2016-12-25 10:00:00,0.7,0.8,2.9,0.5,1.7,0.4
2016-12-25 11:00:00,0.7,0.9,12.96,0.5,1.8,0.4
2016-12-25 12:00:00,0.7,0.8,14.03,0.4,2.2,0.3
2016-12-25 13:00:00,0.9,1.2,16.32,0.6,2.4,0.3
2016-12-25 14:00:00,1.0,2.0,17.51,1.2,2.7,0.3
2016-12-25 15:00:00,1.3,2.3,20.09,1.3,2.8,0.9
2016-12-25 16:00:00,1.0,1.9,26.12,1.5,3.0,0.6
2016-12-25 17:00:00,0.7,1.5,17.38,1.5,3.0,0.4
2016-12-25 18:00:00,1.3,3.0,3.87,1.3,4.0,2.2
2016-12-25 19:00:00,1.8,4.2,1.0,1.3,6.4,2.5
2016-12-25 20:00:00,2.0,7.3,1.0,1.7,13.1,6.0
2016-12-25 21:00:00,3.0,11.4,1.0,3.1,16.3,9.5
2016-12-25 22:00:00,3.1,15.0,0.81,2.7,21.0,4.3
2016-12-25 23:00:00,4.7,14.1,1.0,2.2,17.9,4.2
2016-12-26 00:00:00,7.0,10.3,0.93,3.7,18.2,4.6
2016-12-26 01:00:00,1.2,10.0,1.0,2.6,17.5,4.6
2016-12-26 02:00:00,7.4,6.6,1.0,2.8,16.1,4.6
2016-12-26 03:00:00,4.9,6.0,1.0,2.3,15.8,2.6
2016-12-26 04:00:00,1.6,3.1,1.0,2.5,11.4,1.6
2016-12-26 05:00:00,1.2,2.6,1.0,2.0,6.5,1.2
2016-12-26 06:00:00,2.3,3.1,1.0,1.7,7.5,0.8
2016-12-26 07:00:00,2.5,2.3,1.0,1.5,8.6,1.6
2016-12-26 08:00:00,3.1,2.0,1.0,1.2,9.5,1.9
2016-12-26 09:00:00,1.6,4.6,0.89,1.5,13.5,2.1
2016-12-26 10:00:00,1.4,2.6,2.9,1.0,10.3,2.4
2016-12-26 11:00:00,1.3,1.5,12.96,1.2,8.3,1.6
2016-12-26 12:00:00,1.4,3.3,14.03,0.9,7.2,1.3
2016-12-26 13:00:00,0.8,3.5,16.32,1.1,6.7,0.9
2016-12-26 14:00:00,0.1,3.8,17.51,1.4,7.8,1.6
2016-12-26 15:00:00,0.1,5.0,20.09,3.0,7.4,2.0
2016-12-26 16:00:00,1.0,6.8,26.12,4.3,11.6,1.6
2016-12-26 17:00:00,0.7,6.1,17.38,4.3,12.2,2.5
2016-12-26 18:00:00,1.3,9.2,3.87,4.9,11.9,2.8
2016-12-26 19:00:00,1.8,28.2,1.0,5.6,18.7,4.7
2016-12-26 20:00:00,2.0,21.1,1.0,5.9,28.5,6.0
2016-12-26 21:00:00,3.0,20.2,1.0,5.8,32.4,9.5
2016-12-26 22:00:00,3.1,30.5,0.81,3.6,34.7,4.3
2016-12-26 23:00:00,4.7,19.8,1.0,4.2,41.2,5.2
2016-12-27 00:00:00,7.0,7.9,0.93,4.1,42.7,4.8
2016-12-27 01:00:00,1.2,4.6,1.0,3.1,22.8,4.2
2016-12-27 02:00:00,7.4,3.6,1.0,3.0,13.0,2.2
2016-12-27 03:00:00,4.9,3.3,1.0,2.5,8.6,1.3
2016-12-27 04:00:00,1.6,2.9,1.0,2.0,6.0,2.8
2016-12-27 05:00:00,1.2,1.5,1.0,1.9,3.6,1.9
2016-12-27 06:00:00,2.3,1.3,1.0,2.0,3.1,1.7
2016-12-27 07:00:00,2.5,1.5,1.0,1.5,5.1,1.5
2016-12-27 08:00:00,3.1,1.6,1.0,1.2,7.9,1.5
2016-12-27 09:00:00,1.6,3.1,0.89,0.6,16.8,3.8
2016-12-27 10:00:00,1.4,5.2,2.9,0.7,19.1,3.7
2016-12-27 11:00:00,1.3,9.2,12.96,0.9,18.4,6.1
2016-12-27 12:00:00,4.6,5.6,14.03,1.2,12.6,4.4
2016-12-27 13:00:00,4.9,6.0,16.32,2.2,11.5,4.8
2016-12-27 14:00:00,5.0,5.8,17.51,4.0,10.7,3.3
2016-12-27 15:00:00,2.6,6.8,20.09,1.6,15.0,3.0
2016-12-27 16:00:00,1.8,5.5,26.12,3.6,14.9,2.4
2016-12-27 17:00:00,1.8,5.5,17.38,3.6,12.6,1.6
2016-12-27 18:00:00,3.3,6.2,3.87,3.7,12.3,4.8
2016-12-27 19:00:00,8.7,12.7,1.0,3.2,20.8,8.0
2016-12-27 20:00:00,23.2,23.6,1.0,3.7,43.3,14.4
2016-12-27 21:00:00,33.2,19.0,1.0,5.8,83.7,10.8
2016-12-27 22:00:00,42.0,24.6,0.81,6.4,95.4,9.5
2016-12-27 23:00:00,20.0,15.4,1.0,5.4,101.6,5.0
2016-12-28 00:00:00,6.9,7.5,0.93,4.5,65.8,1.9
2016-12-28 01:00:00,3.8,4.8,1.0,3.3,20.5,2.0
2016-12-28 02:00:00,3.1,4.1,1.0,2.8,13.7,1.4
2016-12-28 03:00:00,2.0,3.4,1.0,2.3,10.8,1.1
2016-12-28 04:00:00,1.6,2.3,1.0,2.3,8.5,1.2
2016-12-28 05:00:00,1.3,2.1,1.0,1.9,7.4,1.3
2016-12-28 06:00:00,1.2,1.9,1.0,1.8,5.6,1.6
2016-12-28 07:00:00,1.3,1.8,1.0,1.6,5.4,1.7
2016-12-28 08:00:00,1.9,2.5,1.0,0.9,14.6,2.4
2016-12-28 09:00:00,2.9,4.2,0.89,1.1,27.1,3.0
2016-12-28 10:00:00,4.4,5.5,2.9,1.3,40.6,5.1
2016-12-28 11:00:00,6.7,4.4,12.96,1.2,25.9,3.5
2016-12-28 12:00:00,8.4,4.3,14.03,1.4,15.9,2.3
2016-12-28 13:00:00,11.2,5.8,16.32,4.8,25.4,1.8
2016-12-28 14:00:00,9.0,18.6,17.51,9.7,10.7,2.2
2016-12-28 15:00:00,7.0,15.7,20.09,8.4,10.6,3.2
2016-12-28 16:00:00,5.6,10.8,26.12,7.4,15.4,3.7
2016-12-28 17:00:00,6.5,10.8,17.38,5.5,13.4,6.0
2016-12-28 18:00:00,3.9,10.3,3.87,3.3,15.1,4.8
2016-12-28 19:00:00,4.0,8.2,1.0,2.6,14.8,7.5
2016-12-28 20:00:00,7.2,10.5,1.0,3.3,14.8,7.0
2016-12-28 21:00:00,12.0,9.3,1.0,5.0,15.7,8.6
2016-12-28 22:00:00,15.2,9.0,0.81,4.7,15.4,10.3
2016-12-28 23:00:00,7.2,9.3,1.0,3.1,12.5,11.5
2016-12-29 00:00:00,3.8,8.2,0.93,3.1,8.5,8.1
2016-12-29 01:00:00,3.3,8.5,1.0,3.0,8.7,6.4
2016-12-29 02:00:00,5.6,10.5,1.0,2.4,9.2,5.1
2016-12-29 03:00:00,4.9,9.2,1.0,3.1,9.6,3.4
2016-12-29 04:00:00,4.5,7.1,1.0,3.6,9.8,1.7
2016-12-29 05:00:00,2.2,4.5,1.0,3.0,10.3,1.4
2016-12-29 06:00:00,1.6,3.4,1.0,2.9,5.9,1.0
2016-12-29 07:00:00,1.6,2.9,1.0,2.3,5.0,1.0
2016-12-29 08:00:00,1.8,3.6,1.0,1.7,8.5,1.0
2016-12-29 09:00:00,2.9,5.3,0.89,1.4,20.4,1.7
2016-12-29 10:00:00,4.4,6.0,2.9,1.3,24.8,2.8
2016-12-29 11:00:00,4.6,5.4,12.96,1.2,24.5,2.9
2016-12-29 12:00:00,3.8,4.4,14.03,2.0,18.7,2.4
2016-12-29 13:00:00,6.1,4.9,16.32,5.0,14.3,2.5
2016-12-29 14:00:00,7.8,6.7,17.51,4.6,15.3,2.7
2016-12-29 15:00:00,8.1,6.2,20.09,5.8,20.0,3.7
2016-12-29 16:00:00,8.8,6.1,26.12,7.4,18.5,2.4
2016-12-29 17:00:00,10.9,6.5,17.38,7.8,15.5,1.9
2016-12-29 18:00:00,13.8,6.8,3.87,7.1,13.1,3.3
2016-12-29 19:00:00,14.6,10.5,1.0,6.3,11.4,6.0
2016-12-29 20:00:00,7.9,21.5,1.0,8.5,21.0,13.4
2016-12-29 21:00:00,6.5,17.6,1.0,10.0,29.8,15.3
2016-12-29 22:00:00,11.0,20.3,0.81,5.7,52.7,9.9
2016-12-29 23:00:00,16.2,20.1,1.0,5.1,60.9,6.6
2016-12-30 00:00:00,17.2,15.9,0.93,5.2,45.5,5.6
2016-12-30 01:00:00,19.3,11.5,1.0,4.5,38.3,6.3
2016-12-30 02:00:00,7.8,6.7,1.0,3.0,25.8,4.7
2016-12-30 03:00:00,3.7,5.5,1.0,3.3,15.0,4.1
2016-12-30 04:00:00,2.7,4.4,1.0,4.0,11.2,2.7
2016-12-30 05:00:00,1.8,2.4,1.0,3.4,4.8,1.9
2016-12-30 06:00:00,2.4,2.3,1.0,2.4,4.3,1.2
2016-12-30 07:00:00,4.0,2.4,1.0,2.0,4.5,1.9
2016-12-30 08:00:00,1.4,2.1,1.0,1.6,7.4,3.3
2016-12-30 09:00:00,3.0,3.6,0.89,1.2,13.2,2.9
2016-12-30 10:00:00,4.7,5.7,2.9,1.5,18.4,4.7
2016-12-30 11:00:00,6.2,5.3,12.96,1.4,22.5,5.5
2016-12-30 12:00:00,5.5,5.6,14.03,2.1,22.7,3.6
2016-12-30 13:00:00,7.8,8.8,16.32,2.6,20.6,3.9
2016-12-30 14:00:00,11.3,11.0,17.51,2.9,15.0,2.4
2016-12-30 15:00:00,6.6,11.5,20.09,3.8,9.7,2.4
2016-12-30 16:00:00,4.2,9.2,26.12,6.5,9.6,5.2
2016-12-30 17:00:00,3.5,8.2,17.38,4.8,10.7,3.1
2016-12-30 18:00:00,6.0,7.9,3.87,4.0,11.0,3.9
2016-12-30 19:00:00,7.0,11.9,1.0,4.7,16.7,6.7
2016-12-30 20:00:00,6.7,22.6,1.0,4.9,25.5,8.9
2016-12-30 21:00:00,10.4,22.7,1.0,5.3,36.8,13.6
2016-12-30 22:00:00,14.3,16.6,0.81,5.6,43.1,11.3
2016-12-30 23:00:00,23.1,17.6,1.0,5.9,39.7,6.5
2016-12-31 00:00:00,19.9,13.2,0.93,5.4,42.1,5.0
2016-12-31 01:00:00,5.0,8.0,1.0,4.5,27.3,5.2
2016-12-31 02:00:00,3.3,5.4,1.0,4.6,16.6,4.7
2016-12-31 03:00:00,3.8,5.0,1.0,4.9,10.3,3.8
2016-12-31 04:00:00,5.5,5.2,1.0,3.8,8.1,2.9
2016-12-31 05:00:00,4.7,5.1,1.0,4.4,9.4,3.2
2016-12-31 06:00:00,2.9,4.4,1.0,3.6,10.0,3.4
2016-12-31 07:00:00,2.7,3.4,1.0,2.5,7.1,3.6
2016-12-31 08:00:00,2.3,4.2,1.0,2.4,6.3,4.3
2016-12-31 09:00:00,4.6,5.6,0.89,2.2,5.6,3.8
2016-12-31 10:00:00,6.5,4.9,2.9,3.9,9.2,3.3
2016-12-31 11:00:00,3.7,5.6,12.96,2.4,11.8,3.6
2016-12-31 12:00:00,1.3,3.7,14.03,0.8,7.0,1.7
2016-12-31 13:00:00,1.4,3.2,16.32,0.8,4.8,1.2
2016-12-31 14:00:00,1.2,3.5,17.51,0.9,4.7,1.3
2016-12-31 15:00:00,1.3,3.6,20.09,0.8,5.1,1.1
2016-12-31 16:00:00,1.2,3.6,26.12,0.9,5.0,1.0
2016-12-31 17:00:00,1.3,2.9,17.38,1.1,4.7,1.3
2016-12-31 18:00:00,1.6,3.7,3.87,1.5,5.8,1.4
2016-12-31 19:00:00,2.0,3.7,1.0,1.3,7.2,1.5
2016-12-31 20:00:00,2.2,5.1,1.0,1.7,8.7,1.7
2016-12-31 21:00:00,2.8,5.7,1.0,1.5,9.5,2.2
2016-12-31 22:00:00,3.3,6.5,0.81,1.7,8.6,2.5
2016-12-31 23:00:00,3.5,6.5,1.0,2.2,10.8,2.1
2017-01-01 00:00:00,2.4,4.7,0.93,1.4,9.4,1.9
