,28079008,28079016,28079017,28079018,28079024,28079027,28079035,28079039,28079049,28079054,28079056,28079058,28079059,28079060
2019-08-01 01:00:00,,48.75,55.07,73.6,63.29,65.4,41.08,56.92,57.78,66.56,58.87,75.27,,78.52
2019-08-01 02:00:00,,46.01,57.03,75.97,65.11,68.51,41.08,58.07,56.69,67.75,63.73,75.62,,81.51
2019-08-01 03:00:00,,45.0,63.17,76.92,65.76,71.07,39.89,60.53,64.11,71.37,66.5,75.92,,83.39
2019-08-01 04:00:00,,40.29,59.98,75.03,66.7,73.38,43.4,64.61,67.03,71.87,66.62,75.86,,86.18
2019-08-01 05:00:00,,37.12,58.55,71.79,64.66,70.08,34.05,64.07,64.35,68.77,62.57,76.69,,85.53
2019-08-01 06:00:00,,35.76,54.73,70.08,63.07,69.14,39.8,64.22,63.38,67.59,60.03,77.04,,83.23
2019-08-01 07:00:00,,30.73,49.34,64.17,59.74,62.15,39.33,60.66,58.37,59.32,48.02,68.38,,80.06
2019-08-01 08:00:00,,24.29,41.16,59.76,52.42,59.52,27.75,51.23,45.67,42.29,34.36,43.01,,64.17
2019-08-01 09:00:00,,22.82,41.52,57.7,50.19,56.56,23.22,43.49,42.11,43.08,38.65,55.86,,66.92
2019-08-01 10:00:00,,24.97,53.28,57.8,51.73,69.0,23.35,49.94,49.93,55.3,45.01,69.24,,73.14
2019-08-01 11:00:00,,29.58,56.92,62.57,54.62,65.3,27.09,48.88,53.99,58.61,48.54,74.72,,74.76
2019-08-01 12:00:00,,35.28,57.05,68.34,59.54,68.74,27.38,53.96,60.28,66.27,50.82,77.52,,82.38
2019-08-01 13:00:00,,43.56,69.39,80.46,68.47,83.52,39.14,64.99,71.1,82.48,63.91,85.38,,88.16
2019-08-01 14:00:00,,53.69,84.04,105.4,32.0,101.3,62.69,84.26,95.05,95.65,82.85,99.12,,107.9
2019-08-01 15:00:00,,71.32,96.83,114.1,21.0,113.8,80.28,113.6,113.3,111.4,98.5,19.0,,134.4
2019-08-01 16:00:00,,79.09,98.8,114.8,115.1,118.4,81.45,112.8,110.1,111.6,97.32,121.8,,132.0
2019-08-01 17:00:00,,78.86,95.12,111.6,111.4,114.7,77.7,105.1,105.5,107.1,89.55,115.8,,124.7
2019-08-01 18:00:00,,75.14,93.37,100.7,105.1,107.3,74.74,100.0,99.24,100.8,69.84,114.6,,117.2
2019-08-01 19:00:00,,74.67,87.16,97.51,102.5,101.2,72.78,92.45,94.12,98.31,54.69,114.5,,112.0
