fecha,estacion,value,lat,lon
2016-01-31,28079004,0.4226110363391655,40.4238823,-3.7122567
2016-02-29,28079004,0.3709770114942529,40.4238823,-3.7122567
2016-03-31,28079004,0.3665322580645161,40.4238823,-3.7122567
2016-04-30,28079004,0.32652777777777775,40.4238823,-3.7122567
2016-05-31,28079004,0.2977150537634409,40.4238823,-3.7122567
2016-06-30,28079004,0.27472222222222226,40.4238823,-3.7122567
2016-07-31,28079004,0.2470430107526882,40.4238823,-3.7122567
2016-08-31,28079004,0.2463709677419355,40.4238823,-3.7122567
2016-09-30,28079004,0.34708333333333335,40.4238823,-3.7122567
2016-10-31,28079004,0.48844086021505373,40.4238823,-3.7122567
2016-11-30,28079004,0.47055555555555556,40.4238823,-3.7122567
2016-12-31,28079004,0.6538978494623656,40.4238823,-3.7122567
2017-01-31,28079004,0.5155913978494624,40.4238823,-3.7122567
2017-02-28,28079004,0.3907738095238096,40.4238823,-3.7122567
2017-03-31,28079004,0.3602150537634409,40.4238823,-3.7122567
2017-04-30,28079004,0.42125,40.4238823,-3.7122567
2017-05-31,28079004,0.3786290322580645,40.4238823,-3.7122567
2017-06-30,28079004,0.35111111111111115,40.4238823,-3.7122567
2017-07-31,28079004,0.3387096774193548,40.4238823,-3.7122567
2017-08-31,28079004,0.332258064516129,40.4238823,-3.7122567
2017-09-30,28079004,0.44680555555555557,40.4238823,-3.7122567
2017-10-31,28079004,0.5750000000000001,40.4238823,-3.7122567
2017-11-30,28079004,0.6719444444444445,40.4238823,-3.7122567
2017-12-31,28079004,0.5750000000000001,40.4238823,-3.7122567
2018-01-31,28079004,0.5264784946236559,40.4238823,-3.7122567
2018-02-28,28079004,0.46979166666666666,40.4238823,-3.7122567
2018-03-31,28079004,0.360752688172043,40.4238823,-3.7122567
2018-04-30,28079004,0.3711111111111111,40.4238823,-3.7122567
2018-05-31,28079004,0.34771505376344086,40.4238823,-3.7122567
2018-06-30,28079004,0.30486111111111114,40.4238823,-3.7122567
2018-07-31,28079004,0.28588709677419355,40.4238823,-3.7122567
2018-08-31,28079004,0.3154569892473118,40.4238823,-3.7122567
2018-09-30,28079004,0.38138888888888894,40.4238823,-3.7122567
2018-10-31,28079004,0.41330645161290325,40.4238823,-3.7122567
2018-11-30,28079004,0.45458333333333334,40.4238823,-3.7122567
2018-12-31,28079004,0.6733870967741935,40.4238823,-3.7122567
2019-01-31,28079004,0.6823924731182796,40.4238823,-3.7122567
2019-02-28,28079004,0.6494047619047618,40.4238823,-3.7122567
2019-03-31,28079004,0.47190860215053765,40.4238823,-3.7122567
2019-04-30,28079004,0.3968055555555555,40.4238823,-3.7122567
2019-05-31,28079004,0.3260752688172043,40.4238823,-3.7122567
2019-06-30,28079004,0.31930555555555556,40.4238823,-3.7122567
2019-07-31,28079004,0.31975806451612904,40.4238823,-3.7122567
2019-08-31,28079004,0.3147849462365591,40.4238823,-3.7122567
2019-09-30,28079004,0.3597222222222222,40.4238823,-3.7122567
2019-10-31,28079004,0.4315860215053764,40.4238823,-3.7122567
2019-11-30,28079004,0.33555555555555555,40.4238823,-3.7122567
2019-12-31,28079004,0.3899193548387097,40.4238823,-3.7122567
2020-01-31,28079004,0.4462121212121212,40.4238823,-3.7122567
2020-02-29,28079004,0.2885057471264368,40.4238823,-3.7122567
2020-03-31,28079004,0.3883720930232558,40.4238823,-3.7122567
2020-04-30,28079004,3.1553191489361705,40.4238823,-3.7122567
2020-05-31,28079004,0.11383928571428571,40.4238823,-3.7122567
2020-06-30,28079004,0.10750000000000001,40.4238823,-3.7122567
2020-07-31,28079004,0.11169354838709679,40.4238823,-3.7122567
2020-08-31,28079004,0.1163978494623656,40.4238823,-3.7122567
2020-09-30,28079004,0.14027777777777778,40.4238823,-3.7122567
2020-10-31,28079004,0.2686827956989247,40.4238823,-3.7122567
2020-11-30,28079004,0.46839080459770116,40.4238823,-3.7122567
2020-12-31,28079004,0.353494623655914,40.4238823,-3.7122567
2021-01-31,28079004,0.5804701627486437,40.4238823,-3.7122567
2021-02-28,28079004,0.44217585692995526,40.4238823,-3.7122567
2021-03-31,28079004,0.30376344086021506,40.4238823,-3.7122567
2021-04-30,28079004,0.26958333333333334,40.4238823,-3.7122567
2021-05-31,28079004,0.2801075268817204,40.4238823,-3.7122567
2021-06-30,28079004,0.19472222222222224,40.4238823,-3.7122567
2021-07-31,28079004,0.20940860215053764,40.4238823,-3.7122567
2021-08-31,28079004,0.22859195402298849,40.4238823,-3.7122567
2021-09-30,28079004,0.25555555555555554,40.4238823,-3.7122567
2021-10-31,28079004,0.4150984682713348,40.4238823,-3.7122567
2021-11-30,28079004,,40.4238823,-3.7122567
2016-01-31,28079008,0.4800807537012113,40.4215533,-3.6823158
2016-02-29,28079008,0.5040229885057471,40.4215533,-3.6823158
2016-03-31,28079008,0.4189516129032258,40.4215533,-3.6823158
2016-04-30,28079008,0.36194444444444446,40.4215533,-3.6823158
2016-05-31,28079008,0.35228494623655915,40.4215533,-3.6823158
2016-06-30,28079008,0.34069444444444447,40.4215533,-3.6823158
2016-07-31,28079008,0.307258064516129,40.4215533,-3.6823158
2016-08-31,28079008,0.26572580645161287,40.4215533,-3.6823158
2016-09-30,28079008,0.36430555555555555,40.4215533,-3.6823158
2016-10-31,28079008,0.47123655913978496,40.4215533,-3.6823158
2016-11-30,28079008,0.5036111111111111,40.4215533,-3.6823158
2016-12-31,28079008,0.4565860215053763,40.4215533,-3.6823158
2017-01-31,28079008,0.4989247311827957,40.4215533,-3.6823158
2017-02-28,28079008,0.453125,40.4215533,-3.6823158
2017-03-31,28079008,0.3712365591397849,40.4215533,-3.6823158
2017-04-30,28079008,0.4716666666666667,40.4215533,-3.6823158
2017-05-31,28079008,0.3774193548387097,40.4215533,-3.6823158
2017-06-30,28079008,0.3076388888888889,40.4215533,-3.6823158
2017-07-31,28079008,0.23239247311827957,40.4215533,-3.6823158
2017-08-31,28079008,0.2538978494623656,40.4215533,-3.6823158
2017-09-30,28079008,0.3784722222222222,40.4215533,-3.6823158
2017-10-31,28079008,0.4916666666666667,40.4215533,-3.6823158
2017-11-30,28079008,0.5805555555555556,40.4215533,-3.6823158
2017-12-31,28079008,0.525,40.4215533,-3.6823158
2018-01-31,28079008,0.48884408602150536,40.4215533,-3.6823158
2018-02-28,28079008,0.4160714285714286,40.4215533,-3.6823158
2018-03-31,28079008,0.33978494623655914,40.4215533,-3.6823158
2018-04-30,28079008,0.33638888888888885,40.4215533,-3.6823158
2018-05-31,28079008,0.31061827956989246,40.4215533,-3.6823158
2018-06-30,28079008,0.28958333333333336,40.4215533,-3.6823158
2018-07-31,28079008,0.2946236559139785,40.4215533,-3.6823158
2018-08-31,28079008,0.28225806451612906,40.4215533,-3.6823158
2018-09-30,28079008,0.33444444444444443,40.4215533,-3.6823158
2018-10-31,28079008,0.38830645161290317,40.4215533,-3.6823158
2018-11-30,28079008,0.4122222222222222,40.4215533,-3.6823158
