fecha,estacion,value,lat,lon
2016-01-31,28079004,113.49663526244953,40.4238823,-3.7122567
2016-02-29,28079004,92.3146551724138,40.4238823,-3.7122567
2016-03-31,28079004,77.92338709677419,40.4238823,-3.7122567
2016-04-30,28079004,68.54027777777777,40.4238823,-3.7122567
2016-05-31,28079004,63.041666666666664,40.4238823,-3.7122567
2016-06-30,28079004,67.51944444444445,40.4238823,-3.7122567
2016-07-31,28079004,59.056451612903224,40.4238823,-3.7122567
2016-08-31,28079004,49.696236559139784,40.4238823,-3.7122567
2016-09-30,28079004,102.59722222222223,40.4238823,-3.7122567
2016-10-31,28079004,154.8252688172043,40.4238823,-3.7122567
2016-11-30,28079004,144.15,40.4238823,-3.7122567
2016-12-31,28079004,225.51478494623655,40.4238823,-3.7122567
2017-01-31,28079004,164.7311827956989,40.4238823,-3.7122567
2017-02-28,28079004,115.97767857142857,40.4238823,-3.7122567
2017-03-31,28079004,100.58333333333333,40.4238823,-3.7122567
2017-04-30,28079004,75.27638888888889,40.4238823,-3.7122567
2017-05-31,28079004,64.22715053763442,40.4238823,-3.7122567
2017-06-30,28079004,65.525,40.4238823,-3.7122567
2017-07-31,28079004,64.51075268817205,40.4238823,-3.7122567
2017-08-31,28079004,51.685483870967744,40.4238823,-3.7122567
2017-09-30,28079004,97.94722222222222,40.4238823,-3.7122567
2017-10-31,28079004,157.07258064516128,40.4238823,-3.7122567
2017-11-30,28079004,199.31666666666666,40.4238823,-3.7122567
2017-12-31,28079004,154.7016129032258,40.4238823,-3.7122567
2018-01-31,28079004,128.55376344086022,40.4238823,-3.7122567
2018-02-28,28079004,97.84970238095238,40.4238823,-3.7122567
2018-03-31,28079004,42.95564516129032,40.4238823,-3.7122567
2018-04-30,28079004,54.38611111111111,40.4238823,-3.7122567
2018-05-31,28079004,49.755376344086024,40.4238823,-3.7122567
2018-06-30,28079004,54.77916666666667,40.4238823,-3.7122567
2018-07-31,28079004,54.55241935483871,40.4238823,-3.7122567
2018-08-31,28079004,59.696236559139784,40.4238823,-3.7122567
2018-09-30,28079004,89.8,40.4238823,-3.7122567
2018-10-31,28079004,104.15725806451613,40.4238823,-3.7122567
2018-11-30,28079004,95.48055555555555,40.4238823,-3.7122567
2018-12-31,28079004,182.71102150537635,40.4238823,-3.7122567
2019-01-31,28079004,180.0215053763441,40.4238823,-3.7122567
2019-02-28,28079004,156.44345238095238,40.4238823,-3.7122567
2019-03-31,28079004,81.31854838709677,40.4238823,-3.7122567
2019-04-30,28079004,54.918055555555554,40.4238823,-3.7122567
2019-05-31,28079004,49.350806451612904,40.4238823,-3.7122567
2019-06-30,28079004,51.861111111111114,40.4238823,-3.7122567
2019-07-31,28079004,50.446236559139784,40.4238823,-3.7122567
2019-08-31,28079004,46.51075268817204,40.4238823,-3.7122567
2019-09-30,28079004,59.50555555555555,40.4238823,-3.7122567
2019-10-31,28079004,78.20161290322581,40.4238823,-3.7122567
2019-11-30,28079004,43.52873563218391,40.4238823,-3.7122567
2019-12-31,28079004,91.19220430107526,40.4238823,-3.7122567
2020-01-31,28079004,150.75757575757575,40.4238823,-3.7122567
2020-02-29,28079004,93.61637931034483,40.4238823,-3.7122567
2020-03-31,28079004,36.16279069767442,40.4238823,-3.7122567
2020-04-30,28079004,17.74468085106383,40.4238823,-3.7122567
2020-05-31,28079004,29.169642857142858,40.4238823,-3.7122567
2020-06-30,28079004,34.63611111111111,40.4238823,-3.7122567
2020-07-31,28079004,34.42338709677419,40.4238823,-3.7122567
2020-08-31,28079004,32.42338709677419,40.4238823,-3.7122567
2020-09-30,28079004,46.28888888888889,40.4238823,-3.7122567
2020-10-31,28079004,62.39650537634409,40.4238823,-3.7122567
2020-11-30,28079004,93.17816091954023,40.4238823,-3.7122567
2020-12-31,28079004,67.69623655913979,40.4238823,-3.7122567
2021-01-31,28079004,122.84629294755877,40.4238823,-3.7122567
2021-02-28,28079004,58.73472429210134,40.4238823,-3.7122567
2021-03-31,28079004,52.59139784946237,40.4238823,-3.7122567
2021-04-30,28079004,34.78888888888889,40.4238823,-3.7122567
2021-05-31,28079004,29.963709677419356,40.4238823,-3.7122567
2021-06-30,28079004,28.694444444444443,40.4238823,-3.7122567
2021-07-31,28079004,32.58736559139785,40.4238823,-3.7122567
2021-08-31,28079004,24.478448275862068,40.4238823,-3.7122567
2021-09-30,28079004,40.548611111111114,40.4238823,-3.7122567
2021-10-31,28079004,71.57330415754923,40.4238823,-3.7122567
2021-11-30,28079004,,40.4238823,-3.7122567
2016-01-31,28079008,121.04979811574697,40.4215533,-3.6823158
2016-02-29,28079008,106.85632183908046,40.4215533,-3.6823158
2016-03-31,28079008,90.72043010752688,40.4215533,-3.6823158
2016-04-30,28079008,79.81111111111112,40.4215533,-3.6823158
2016-05-31,28079008,79.95430107526882,40.4215533,-3.6823158
2016-06-30,28079008,80.39166666666667,40.4215533,-3.6823158
2016-07-31,28079008,73.77284946236558,40.4215533,-3.6823158
2016-08-31,28079008,64.40053763440861,40.4215533,-3.6823158
2016-09-30,28079008,105.87222222222222,40.4215533,-3.6823158
2016-10-31,28079008,149.88306451612902,40.4215533,-3.6823158
2016-11-30,28079008,147.23888888888888,40.4215533,-3.6823158
2016-12-31,28079008,185.97043010752688,40.4215533,-3.6823158
2017-01-31,28079008,161.75940860215053,40.4215533,-3.6823158
2017-02-28,28079008,111.27678571428571,40.4215533,-3.6823158
2017-03-31,28079008,111.21774193548387,40.4215533,-3.6823158
2017-04-30,28079008,72.55555555555556,40.4215533,-3.6823158
2017-05-31,28079008,77.68951612903226,40.4215533,-3.6823158
2017-06-30,28079008,79.7875,40.4215533,-3.6823158
2017-07-31,28079008,82.85349462365592,40.4215533,-3.6823158
2017-08-31,28079008,60.05241935483871,40.4215533,-3.6823158
2017-09-30,28079008,100.05555555555556,40.4215533,-3.6823158
2017-10-31,28079008,144.34005376344086,40.4215533,-3.6823158
2017-11-30,28079008,189.26111111111112,40.4215533,-3.6823158
2017-12-31,28079008,167.02822580645162,40.4215533,-3.6823158
2018-01-31,28079008,145.61962365591398,40.4215533,-3.6823158
2018-02-28,28079008,114.64136904761905,40.4215533,-3.6823158
2018-03-31,28079008,78.25,40.4215533,-3.6823158
2018-04-30,28079008,76.59861111111111,40.4215533,-3.6823158
2018-05-31,28079008,67.25,40.4215533,-3.6823158
2018-06-30,28079008,65.74444444444444,40.4215533,-3.6823158
2018-07-31,28079008,65.46505376344086,40.4215533,-3.6823158
2018-08-31,28079008,56.729838709677416,40.4215533,-3.6823158
2018-09-30,28079008,76.68055555555556,40.4215533,-3.6823158
2018-10-31,28079008,103.74462365591398,40.4215533,-3.6823158
2018-11-30,28079008,109.60972222222222,40.4215533,-3.6823158
2018-12-31,28079008,176.99059139784947,40.4215533,-3.6823158
2019-01-31,28079008,166.61962365591398,40.4215533,-3.6823158
2019-02-28,28079008,142.53125,40.4215533,-3.6823158
2019-03-31,28079008,85.00537634408602,40.4215533,-3.6823158
2019-04-30,28079008,67.3125,40.4215533,-3.6823158
2019-05-31,28079008,56.09274193548387,40.4215533,-3.6823158
2019-06-30,28079008,54.479166666666664,40.4215533,-3.6823158
2019-07-31,28079008,48.344332855093256,40.4215533,-3.6823158
