index,variable,value,lat,lon
2016-01-31,28079008,21.9078734858681,40.4215533,-3.6823158
2016-02-29,28079008,32.29849137931034,40.4215533,-3.6823158
2016-03-31,28079008,44.17135752688172,40.4215533,-3.6823158
2016-04-30,28079008,46.95731944444444,40.4215533,-3.6823158
2016-05-31,28079008,53.09967741935484,40.4215533,-3.6823158
2016-06-30,28079008,55.007,40.4215533,-3.6823158
2016-07-31,28079008,67.83416666666668,40.4215533,-3.6823158
2016-08-31,28079008,63.791008064516134,40.4215533,-3.6823158
2016-09-30,28079008,44.294736111111106,40.4215533,-3.6823158
2016-10-31,28079008,27.76728494623656,40.4215533,-3.6823158
2016-11-30,28079008,20.341666666666665,40.4215533,-3.6823158
2016-12-31,28079008,16.956370967741936,40.4215533,-3.6823158
2017-01-31,28079008,21.341021505376343,40.4215533,-3.6823158
2017-02-28,28079008,31.143526785714286,40.4215533,-3.6823158
2017-03-31,28079008,41.616209677419356,40.4215533,-3.6823158
2017-04-30,28079008,59.92305555555556,40.4215533,-3.6823158
2017-05-31,28079008,55.72352150537635,40.4215533,-3.6823158
2017-06-30,28079008,58.45130555555556,40.4215533,-3.6823158
2017-07-31,28079008,52.398655913978494,40.4215533,-3.6823158
2017-08-31,28079008,54.54024193548388,40.4215533,-3.6823158
2017-09-30,28079008,45.07783333333334,40.4215533,-3.6823158
2017-10-31,28079008,34.531666666666666,40.4215533,-3.6823158
2017-11-30,28079008,20.435194444444445,40.4215533,-3.6823158
2017-12-31,28079008,20.73358870967742,40.4215533,-3.6823158
2018-01-31,28079008,21.839301075268818,40.4215533,-3.6823158
2018-02-28,28079008,30.669136904761906,40.4215533,-3.6823158
2018-03-31,28079008,49.497190860215056,40.4215533,-3.6823158
2018-04-30,28079008,50.82820833333333,40.4215533,-3.6823158
2018-05-31,28079008,61.43438172043011,40.4215533,-3.6823158
2018-06-30,28079008,63.03198611111111,40.4215533,-3.6823158
2018-07-31,28079008,73.17198924731183,40.4215533,-3.6823158
2018-08-31,28079008,74.97877688172044,40.4215533,-3.6823158
2018-09-30,28079008,58.99938888888889,40.4215533,-3.6823158
2018-10-31,28079008,36.94008064516129,40.4215533,-3.6823158
2018-11-30,28079008,30.989833333333333,40.4215533,-3.6823158
2018-12-31,28079008,15.121263440860215,40.4215533,-3.6823158
2019-01-31,28079008,24.153844086021504,40.4215533,-3.6823158
2019-02-28,28079008,31.494241071428572,40.4215533,-3.6823158
2019-03-31,28079008,50.61108870967742,40.4215533,-3.6823158
2019-04-30,28079008,59.33358333333334,40.4215533,-3.6823158
2019-05-31,28079008,60.46931451612903,40.4215533,-3.6823158
2019-06-30,28079008,64.65768055555556,40.4215533,-3.6823158
2019-07-31,28079008,72.87044476327115,40.4215533,-3.6823158
2019-08-31,28079008,68.458,40.4215533,-3.6823158
2019-09-30,28079008,49.14968055555555,40.4215533,-3.6823158
2019-10-31,28079008,27.4523252688172,40.4215533,-3.6823158
2019-11-30,28079008,31.080930555555558,40.4215533,-3.6823158
2019-12-31,28079008,22.07138440860215,40.4215533,-3.6823158
2020-01-31,28079008,20.45643817204301,40.4215533,-3.6823158
2020-02-29,28079008,21.248117816091955,40.4215533,-3.6823158
2020-03-31,28079008,50.322069892473124,40.4215533,-3.6823158
2020-04-30,28079008,60.692249999999994,40.4215533,-3.6823158
2020-05-31,28079008,69.17264784946236,40.4215533,-3.6823158
2020-06-30,28079008,63.722027777777775,40.4215533,-3.6823158
2020-07-31,28079008,70.462311827957,40.4215533,-3.6823158
2020-08-31,28079008,58.54158602150538,40.4215533,-3.6823158
2020-09-30,28079008,51.23090277777778,40.4215533,-3.6823158
2020-10-31,28079008,33.7109811827957,40.4215533,-3.6823158
2020-11-30,28079008,21.531791666666667,40.4215533,-3.6823158
2020-12-31,28079008,30.213911234396672,40.4215533,-3.6823158
2021-01-31,28079008,36.860497981157465,40.4215533,-3.6823158
2021-02-28,28079008,38.60671130952381,40.4215533,-3.6823158
2021-03-31,28079008,46.824354838709674,40.4215533,-3.6823158
2021-04-30,28079008,57.173236111111116,40.4215533,-3.6823158
2021-05-31,28079008,57.1076747311828,40.4215533,-3.6823158
2021-06-30,28079008,65.29043055555556,40.4215533,-3.6823158
2021-07-31,28079008,70.89456989247311,40.4215533,-3.6823158
2021-08-31,28079008,70.71263392857142,40.4215533,-3.6823158
2021-09-30,28079008,49.11306944444445,40.4215533,-3.6823158
2021-10-31,28079008,40.959233870967736,40.4215533,-3.6823158
2021-11-30,28079008,25.79,40.4215533,-3.6823158
2016-01-31,28079016,24.232247644683717,40.4400457,-3.6392422
2016-02-29,28079016,40.33817528735632,40.4400457,-3.6392422
2016-03-31,28079016,50.2791935483871,40.4400457,-3.6392422
2016-04-30,28079016,53.417375,40.4400457,-3.6392422
2016-05-31,28079016,60.8575,40.4400457,-3.6392422
2016-06-30,28079016,64.78491666666666,40.4400457,-3.6392422
2016-07-31,28079016,71.45951612903225,40.4400457,-3.6392422
2016-08-31,28079016,65.4015188172043,40.4400457,-3.6392422
2016-09-30,28079016,45.707680555555555,40.4400457,-3.6392422
2016-10-31,28079016,27.008897849462365,40.4400457,-3.6392422
2016-11-30,28079016,16.604805555555554,40.4400457,-3.6392422
2016-12-31,28079016,18.29725806451613,40.4400457,-3.6392422
2017-01-31,28079016,27.260524193548388,40.4400457,-3.6392422
2017-02-28,28079016,33.99458333333333,40.4400457,-3.6392422
2017-03-31,28079016,49.59154569892473,40.4400457,-3.6392422
2017-04-30,28079016,71.19233333333334,40.4400457,-3.6392422
2017-05-31,28079016,68.97443548387098,40.4400457,-3.6392422
2017-06-30,28079016,79.0906111111111,40.4400457,-3.6392422
2017-07-31,28079016,77.1414247311828,40.4400457,-3.6392422
2017-08-31,28079016,73.67176075268817,40.4400457,-3.6392422
2017-09-30,28079016,56.45218055555556,40.4400457,-3.6392422
2017-10-31,28079016,39.185967741935485,40.4400457,-3.6392422
2017-11-30,28079016,24.453555555555557,40.4400457,-3.6392422
2017-12-31,28079016,22.51153225806452,40.4400457,-3.6392422
2018-01-31,28079016,24.330645161290324,40.4400457,-3.6392422
2018-02-28,28079016,36.50965773809524,40.4400457,-3.6392422
2018-03-31,28079016,57.023118279569886,40.4400457,-3.6392422
2018-04-30,28079016,54.28890277777778,40.4400457,-3.6392422
2018-05-31,28079016,58.71693548387097,40.4400457,-3.6392422
2018-06-30,28079016,64.34409722222222,40.4400457,-3.6392422
2018-07-31,28079016,74.1603629032258,40.4400457,-3.6392422
2018-08-31,28079016,79.45672222222223,40.4400457,-3.6392422
2018-09-30,28079016,65.09181944444444,40.4400457,-3.6392422
2018-10-31,28079016,38.13689516129032,40.4400457,-3.6392422
2018-11-30,28079016,28.026791666666668,40.4400457,-3.6392422
2018-12-31,28079016,14.122284946236558,40.4400457,-3.6392422
2019-01-31,28079016,22.299475806451614,40.4400457,-3.6392422
2019-02-28,28079016,20.511904761904763,40.4400457,-3.6392422
2019-03-31,28079016,42.64310483870968,40.4400457,-3.6392422
2019-04-30,28079016,41.32194444444444,40.4400457,-3.6392422
2019-05-31,28079016,40.76686827956989,40.4400457,-3.6392422
2019-06-30,28079016,46.784597222222224,40.4400457,-3.6392422
2019-07-31,28079016,49.757943548387104,40.4400457,-3.6392422
2019-08-31,28079016,42.20559139784946,40.4400457,-3.6392422
2019-09-30,28079016,33.43955555555556,40.4400457,-3.6392422
2019-10-31,28079016,18.369354838709675,40.4400457,-3.6392422
2019-11-30,28079016,32.30259722222222,40.4400457,-3.6392422
2019-12-31,28079016,25.3495564516129,40.4400457,-3.6392422
2020-01-31,28079016,24.54784946236559,40.4400457,-3.6392422
2020-02-29,28079016,23.790977011494252,40.4400457,-3.6392422
2020-03-31,28079016,54.399838709677425,40.4400457,-3.6392422
2020-04-30,28079016,61.78843055555555,40.4400457,-3.6392422
2020-05-31,28079016,68.32293010752689,40.4400457,-3.6392422
2020-06-30,28079016,73.18286111111111,40.4400457,-3.6392422
2020-07-31,28079016,81.9223252688172,40.4400457,-3.6392422
2020-08-31,28079016,74.58012096774193,40.4400457,-3.6392422
2020-09-30,28079016,63.01448611111111,40.4400457,-3.6392422
2020-10-31,28079016,41.50411290322581,40.4400457,-3.6392422
2020-11-30,28079016,19.85388888888889,40.4400457,-3.6392422
2020-12-31,28079016,38.0994623655914,40.4400457,-3.6392422
2021-01-31,28079016,28.44903225806452,40.4400457,-3.6392422
2021-02-28,28079016,32.092395833333335,40.4400457,-3.6392422
2021-03-31,28079016,43.12950268817204,40.4400457,-3.6392422
2021-04-30,28079016,49.23137499999999,40.4400457,-3.6392422
2021-05-31,28079016,60.85516129032258,40.4400457,-3.6392422
2021-06-30,28079016,73.88944444444445,40.4400457,-3.6392422
2021-07-31,28079016,79.1428629032258,40.4400457,-3.6392422
2021-08-31,28079016,79.02732526881721,40.4400457,-3.6392422
2021-09-30,28079016,57.012375000000006,40.4400457,-3.6392422
2021-10-31,28079016,44.864314516129035,40.4400457,-3.6392422
2021-11-30,28079016,44.75,40.4400457,-3.6392422
2016-01-31,28079017,24.2214266487214,40.347147,-3.7133167
2016-02-29,28079017,38.868405172413794,40.347147,-3.7133167
2016-03-31,28079017,46.700322580645164,40.347147,-3.7133167
2016-04-30,28079017,50.8965,40.347147,-3.7133167
2016-05-31,28079017,57.29508064516129,40.347147,-3.7133167
2016-06-30,28079017,61.99016666666667,40.347147,-3.7133167
2016-07-31,28079017,76.20559139784946,40.347147,-3.7133167
2016-08-31,28079017,53.68509408602151,40.347147,-3.7133167
2016-09-30,28079017,32.387791666666665,40.347147,-3.7133167
2016-10-31,28079017,20.13802419354839,40.347147,-3.7133167
2016-11-30,28079017,13.972375000000001,40.347147,-3.7133167
2016-12-31,28079017,15.163064516129031,40.347147,-3.7133167
2017-01-31,28079017,22.536061827956992,40.347147,-3.7133167
2017-02-28,28079017,31.610818452380954,40.347147,-3.7133167
2017-03-31,28079017,40.94899193548387,40.347147,-3.7133167
2017-04-30,28079017,71.36283333333333,40.347147,-3.7133167
2017-05-31,28079017,57.36673387096774,40.347147,-3.7133167
2017-06-30,28079017,64.12375,40.347147,-3.7133167
2017-07-31,28079017,57.79606182795698,40.347147,-3.7133167
2017-08-31,28079017,61.00755376344086,40.347147,-3.7133167
2017-09-30,28079017,46.603319444444445,40.347147,-3.7133167
2017-10-31,28079017,25.107809139784944,40.347147,-3.7133167
2017-11-30,28079017,16.3595,40.347147,-3.7133167
2017-12-31,28079017,18.39311827956989,40.347147,-3.7133167
2018-01-31,28079017,22.828629032258064,40.347147,-3.7133167
2018-02-28,28079017,27.70105654761905,40.347147,-3.7133167
2018-03-31,28079017,54.24141129032258,40.347147,-3.7133167
2018-04-30,28079017,56.31161111111111,40.347147,-3.7133167
2018-05-31,28079017,63.12913978494624,40.347147,-3.7133167
2018-06-30,28079017,73.73052777777778,40.347147,-3.7133167
2018-07-31,28079017,85.39615591397849,40.347147,-3.7133167
2018-08-31,28079017,68.82852150537634,40.347147,-3.7133167
2018-09-30,28079017,52.64297222222223,40.347147,-3.7133167
2018-10-31,28079017,32.5601747311828,40.347147,-3.7133167
2018-11-30,28079017,21.690541666666668,40.347147,-3.7133167
2018-12-31,28079017,17.636290322580646,40.347147,-3.7133167
2019-01-31,28079017,24.398965053763437,40.347147,-3.7133167
2019-02-28,28079017,26.235342261904766,40.347147,-3.7133167
2019-03-31,28079017,51.00067204301075,40.347147,-3.7133167
2019-04-30,28079017,67.23551388888889,40.347147,-3.7133167
2019-05-31,28079017,76.57403225806452,40.347147,-3.7133167
2019-06-30,28079017,73.995875,40.347147,-3.7133167
2019-07-31,28079017,75.35361559139784,40.347147,-3.7133167
2019-08-31,28079017,59.33524193548387,40.347147,-3.7133167
2019-09-30,28079017,48.409486111111114,40.347147,-3.7133167
2019-10-31,28079017,29.30465053763441,40.347147,-3.7133167
2019-11-30,28079017,38.04669444444444,40.347147,-3.7133167
2019-12-31,28079017,25.242486559139785,40.347147,-3.7133167
2020-01-31,28079017,21.2780376344086,40.347147,-3.7133167
2020-02-29,28079017,19.94169540229885,40.347147,-3.7133167
2020-03-31,28079017,49.70131720430108,40.347147,-3.7133167
2020-04-30,28079017,56.005208333333336,40.347147,-3.7133167
2020-05-31,28079017,61.46095430107526,40.347147,-3.7133167
2020-06-30,28079017,63.71351388888889,40.347147,-3.7133167
2020-07-31,28079017,74.85064516129032,40.347147,-3.7133167
2020-08-31,28079017,59.801706989247315,40.347147,-3.7133167
2020-09-30,28079017,53.801680555555556,40.347147,-3.7133167
2020-10-31,28079017,36.80556451612903,40.347147,-3.7133167
2020-11-30,28079017,15.260305555555556,40.347147,-3.7133167
2020-12-31,28079017,31.745376344086022,40.347147,-3.7133167
2021-01-31,28079017,30.752876344086022,40.347147,-3.7133167
2021-02-28,28079017,39.38577380952381,40.347147,-3.7133167
2021-03-31,28079017,50.6196370967742,40.347147,-3.7133167
2021-04-30,28079017,57.791875000000005,40.347147,-3.7133167
2021-05-31,28079017,64.5191129032258,40.347147,-3.7133167
2021-06-30,28079017,69.83844444444445,40.347147,-3.7133167
2021-07-31,28079017,69.31106182795699,40.347147,-3.7133167
2021-08-31,28079017,67.31719086021505,40.347147,-3.7133167
2021-09-30,28079017,47.72788888888889,40.347147,-3.7133167
2021-10-31,28079017,38.28087365591398,40.347147,-3.7133167
2021-11-30,28079017,30.06,40.347147,-3.7133167
2016-01-31,28079018,27.80043068640646,40.3947825,-3.7318356
2016-02-29,28079018,41.95527298850575,40.3947825,-3.7318356
2016-03-31,28079018,51.235389784946236,40.3947825,-3.7318356
2016-04-30,28079018,53.98686111111111,40.3947825,-3.7318356
2016-05-31,28079018,63.47100806451613,40.3947825,-3.7318356
2016-06-30,28079018,76.21280555555556,40.3947825,-3.7318356
2016-07-31,28079018,82.83400537634408,40.3947825,-3.7318356
2016-08-31,28079018,71.48219086021506,40.3947825,-3.7318356
2016-09-30,28079018,48.27673611111111,40.3947825,-3.7318356
2016-10-31,28079018,25.03912634408602,40.3947825,-3.7318356
2016-11-30,28079018,19.540138613861387,40.3947825,-3.7318356
2016-12-31,28079018,22.05279491833031,40.3947825,-3.7318356
2017-01-31,28079018,21.66575268817204,40.3947825,-3.7318356
2017-02-28,28079018,34.18620535714286,40.3947825,-3.7318356
2017-03-31,28079018,47.5793682795699,40.3947825,-3.7318356
2017-04-30,28079018,66.14947222222223,40.3947825,-3.7318356
2017-05-31,28079018,67.27353494623657,40.3947825,-3.7318356
2017-06-30,28079018,74.71191666666667,40.3947825,-3.7318356
