,28079008,28079024,28079055
2019-06-01 01:00:00,1.69,1.32,2.27
2019-06-01 02:00:00,1.86,1.3,1.79
2019-06-01 03:00:00,2.1,1.39,1.56
2019-06-01 04:00:00,1.56,1.36,1.45
2019-06-01 05:00:00,1.54,1.33,1.56
2019-06-01 06:00:00,1.58,1.3,1.54
2019-06-01 07:00:00,1.59,1.31,1.66
2019-06-01 08:00:00,1.54,1.31,1.74
2019-06-01 09:00:00,1.59,1.28,1.65
2019-06-01 10:00:00,1.58,1.26,1.47
2019-06-01 11:00:00,1.55,1.26,1.45
2019-06-01 12:00:00,1.56,1.27,1.48
2019-06-01 13:00:00,1.59,1.3,1.45
2019-06-01 14:00:00,1.61,1.29,1.44
2019-06-01 15:00:00,1.56,1.23,1.49
2019-06-01 16:00:00,1.51,1.22,1.45
2019-06-01 17:00:00,1.55,1.22,1.46
2019-06-01 18:00:00,1.54,1.22,1.44
2019-06-01 19:00:00,1.59,1.22,1.45
2019-06-01 20:00:00,1.6,1.22,1.45
2019-06-01 21:00:00,1.64,1.23,1.52
2019-06-01 22:00:00,1.77,1.24,1.6
2019-06-01 23:00:00,1.79,1.25,1.67
2019-06-02 00:00:00,1.77,1.26,1.66
2019-06-02 01:00:00,1.92,1.29,2.48
2019-06-02 02:00:00,1.78,1.3,2.16
2019-06-02 03:00:00,1.75,1.42,1.73
2019-06-02 04:00:00,1.92,1.41,1.43
2019-06-02 05:00:00,1.72,1.46,1.43
2019-06-02 06:00:00,1.66,1.37,1.52
2019-06-02 07:00:00,1.6,1.3,1.75
2019-06-02 08:00:00,1.6,1.31,1.7
2019-06-02 09:00:00,1.62,1.3,1.56
2019-06-02 10:00:00,1.55,1.26,1.48
2019-06-02 11:00:00,1.55,1.26,1.47
2019-06-02 12:00:00,1.55,1.28,1.53
2019-06-02 13:00:00,1.56,1.28,1.48
2019-06-02 14:00:00,1.59,1.28,1.43
2019-06-02 15:00:00,1.67,1.29,1.45
2019-06-02 16:00:00,1.57,1.25,1.45
2019-06-02 17:00:00,1.52,1.21,1.43
2019-06-02 18:00:00,1.53,1.21,1.42
2019-06-02 19:00:00,1.55,1.21,1.43
2019-06-02 20:00:00,1.62,1.22,1.44
2019-06-02 21:00:00,1.59,1.22,1.46
2019-06-02 22:00:00,1.62,1.22,1.45
2019-06-02 23:00:00,1.66,1.23,1.48
2019-06-03 00:00:00,1.64,1.24,1.5
2019-06-03 01:00:00,1.64,1.25,1.45
2019-06-03 02:00:00,1.64,1.27,1.44
2019-06-03 03:00:00,1.64,1.32,1.44
2019-06-03 04:00:00,1.62,1.3,1.51
2019-06-03 05:00:00,1.58,1.31,1.56
2019-06-03 06:00:00,1.62,1.31,1.54
2019-06-03 07:00:00,1.64,1.35,1.58
2019-06-03 08:00:00,1.71,1.37,1.66
2019-06-03 09:00:00,1.77,1.41,1.6
2019-06-03 10:00:00,1.68,1.37,1.57
2019-06-03 11:00:00,1.82,1.39,1.54
2019-06-03 12:00:00,1.55,1.65,1.58
2019-06-03 13:00:00,1.74,1.29,1.62
2019-06-03 14:00:00,1.53,1.22,1.45
2019-06-03 15:00:00,1.54,1.2,1.43
2019-06-03 16:00:00,1.53,1.21,1.42
2019-06-03 17:00:00,1.53,1.21,1.42
2019-06-03 18:00:00,1.53,1.21,1.42
2019-06-03 19:00:00,1.54,1.21,1.42
2019-06-03 20:00:00,1.55,1.21,1.42
2019-06-03 21:00:00,1.55,1.21,1.42
2019-06-03 22:00:00,1.6,1.22,1.46
2019-06-03 23:00:00,1.72,1.23,1.49
2019-06-04 00:00:00,1.72,1.23,1.52
2019-06-04 01:00:00,1.61,1.24,1.49
2019-06-04 02:00:00,1.57,1.24,1.46
2019-06-04 03:00:00,1.57,1.23,1.5
2019-06-04 04:00:00,1.55,1.23,1.48
2019-06-04 05:00:00,1.55,1.24,1.93
2019-06-04 06:00:00,1.58,1.25,1.65
2019-06-04 07:00:00,1.62,1.24,1.56
2019-06-04 08:00:00,1.6,1.25,1.55
2019-06-04 09:00:00,1.61,1.25,1.5
2019-06-04 10:00:00,1.57,1.24,1.46
2019-06-04 11:00:00,1.54,1.23,1.42
2019-06-04 12:00:00,1.51,1.21,1.41
2019-06-04 13:00:00,1.51,1.22,1.4
2019-06-04 14:00:00,1.52,1.22,1.41
2019-06-04 15:00:00,1.53,1.21,1.4
2019-06-04 16:00:00,1.52,1.21,1.4
2019-06-04 17:00:00,1.51,1.21,1.39
2019-06-04 18:00:00,1.53,1.22,1.42
2019-06-04 19:00:00,1.54,1.21,1.43
2019-06-04 20:00:00,1.54,1.21,1.41
2019-06-04 21:00:00,1.56,1.21,1.41
2019-06-04 22:00:00,1.55,1.2,1.41
2019-06-04 23:00:00,1.53,1.21,1.42
2019-06-05 00:00:00,1.54,1.21,1.42
2019-06-05 01:00:00,1.53,1.22,1.42
2019-06-05 02:00:00,1.49,1.21,1.41
2019-06-05 03:00:00,1.52,1.21,1.41
2019-06-05 04:00:00,1.52,1.23,1.4
2019-06-05 05:00:00,1.51,1.24,1.41
2019-06-05 06:00:00,1.5,1.25,1.4
2019-06-05 07:00:00,1.51,1.24,1.41
2019-06-05 08:00:00,1.52,1.25,1.42
2019-06-05 09:00:00,1.54,1.25,1.44
2019-06-05 10:00:00,1.56,1.24,1.43
2019-06-05 11:00:00,1.55,1.22,1.42
2019-06-05 12:00:00,1.54,1.22,1.42
2019-06-05 13:00:00,1.56,1.22,1.43
2019-06-05 14:00:00,1.55,1.22,1.43
2019-06-05 15:00:00,1.54,1.21,1.42
2019-06-05 16:00:00,1.54,1.21,1.42
2019-06-05 17:00:00,1.51,1.21,1.42
2019-06-05 18:00:00,1.54,1.22,1.42
2019-06-05 19:00:00,1.54,1.21,1.43
2019-06-05 20:00:00,1.55,1.22,1.43
2019-06-05 21:00:00,1.56,1.22,1.46
2019-06-05 22:00:00,1.57,1.22,1.45
2019-06-05 23:00:00,1.56,1.22,1.54
2019-06-06 00:00:00,1.56,1.23,1.57
2019-06-06 01:00:00,1.55,1.23,1.45
2019-06-06 02:00:00,1.54,1.24,1.44
2019-06-06 03:00:00,1.53,1.24,1.44
2019-06-06 04:00:00,1.54,1.24,1.51
2019-06-06 05:00:00,1.53,1.24,1.48
2019-06-06 06:00:00,1.53,1.25,1.86
2019-06-06 07:00:00,1.54,1.25,1.75
2019-06-06 08:00:00,1.57,1.27,1.75
2019-06-06 09:00:00,1.59,1.26,1.83
2019-06-06 10:00:00,1.63,1.26,1.84
2019-06-06 11:00:00,1.56,1.24,1.46
2019-06-06 12:00:00,1.55,1.23,1.45
2019-06-06 13:00:00,1.53,1.23,1.45
2019-06-06 14:00:00,1.54,1.24,1.45
2019-06-06 15:00:00,1.54,1.23,1.44
2019-06-06 16:00:00,1.53,1.22,1.45
2019-06-06 17:00:00,1.52,1.22,1.44
2019-06-06 18:00:00,1.52,1.22,1.43
2019-06-06 19:00:00,1.53,1.22,1.43
2019-06-06 20:00:00,1.54,1.22,1.43
2019-06-06 21:00:00,1.54,1.21,1.43
2019-06-06 22:00:00,1.56,1.22,1.44
2019-06-06 23:00:00,1.55,1.22,1.45
2019-06-07 00:00:00,1.54,1.22,1.44
2019-06-07 01:00:00,1.54,1.23,1.44
2019-06-07 02:00:00,1.52,1.23,1.43
2019-06-07 03:00:00,1.5,1.22,1.4
2019-06-07 04:00:00,1.5,1.22,1.4
2019-06-07 05:00:00,1.48,1.21,1.4
2019-06-07 06:00:00,1.49,1.22,1.4
2019-06-07 07:00:00,1.51,1.23,1.41
2019-06-07 08:00:00,1.54,1.22,1.42
2019-06-07 09:00:00,1.54,1.22,1.42
2019-06-07 10:00:00,1.55,1.22,1.41
2019-06-07 11:00:00,1.54,1.22,1.42
2019-06-07 12:00:00,1.53,1.21,1.42
2019-06-07 13:00:00,1.54,1.21,1.43
2019-06-07 14:00:00,1.53,1.24,1.43
2019-06-07 15:00:00,1.54,1.22,1.43
2019-06-07 16:00:00,1.54,1.21,1.43
2019-06-07 17:00:00,1.52,1.22,1.43
2019-06-07 18:00:00,1.52,1.22,1.42
2019-06-07 19:00:00,1.52,1.22,1.42
2019-06-07 20:00:00,1.53,1.22,1.44
2019-06-07 21:00:00,1.55,1.22,1.44
2019-06-07 22:00:00,1.7,1.22,1.45
2019-06-07 23:00:00,1.67,1.23,1.43
2019-06-08 00:00:00,1.64,1.24,1.48
2019-06-08 01:00:00,1.58,1.26,1.56
2019-06-08 02:00:00,1.56,1.25,1.45
2019-06-08 03:00:00,1.55,1.24,1.43
2019-06-08 04:00:00,1.54,1.24,1.49
2019-06-08 05:00:00,1.53,1.24,1.58
2019-06-08 06:00:00,1.53,1.25,1.59
2019-06-08 07:00:00,1.53,1.25,1.48
2019-06-08 08:00:00,1.54,1.25,1.45
2019-06-08 09:00:00,1.54,1.25,1.46
2019-06-08 10:00:00,1.54,1.24,1.43
2019-06-08 11:00:00,1.56,1.24,1.43
2019-06-08 12:00:00,1.54,1.25,1.44
2019-06-08 13:00:00,1.54,1.24,1.43
2019-06-08 14:00:00,1.54,1.24,1.42
2019-06-08 15:00:00,1.55,1.23,1.43
2019-06-08 16:00:00,1.54,1.22,1.42
2019-06-08 17:00:00,1.52,1.22,1.41
2019-06-08 18:00:00,1.52,1.22,1.41
2019-06-08 19:00:00,1.54,1.22,1.43
2019-06-08 20:00:00,1.56,1.23,1.44
2019-06-08 21:00:00,1.67,1.23,1.44
2019-06-08 22:00:00,1.71,1.23,1.42
2019-06-08 23:00:00,1.74,1.24,1.43
2019-06-09 00:00:00,1.77,1.29,1.44
2019-06-09 01:00:00,1.59,1.32,1.41
2019-06-09 02:00:00,1.59,1.23,1.41
2019-06-09 03:00:00,1.6,1.23,1.42
2019-06-09 04:00:00,1.74,1.23,1.45
2019-06-09 05:00:00,1.68,1.23,1.48
2019-06-09 06:00:00,1.85,1.24,1.51
2019-06-09 07:00:00,1.89,1.32,1.65
2019-06-09 08:00:00,1.63,1.36,1.66
2019-06-09 09:00:00,1.57,1.36,1.63
2019-06-09 10:00:00,1.55,1.38,1.5
2019-06-09 11:00:00,1.65,1.33,1.5
2019-06-09 12:00:00,1.63,1.24,1.49
2019-06-09 13:00:00,1.52,1.22,1.46
2019-06-09 14:00:00,1.52,1.22,1.43
2019-06-09 15:00:00,1.53,1.22,1.42
2019-06-09 16:00:00,1.51,1.21,1.41
2019-06-09 17:00:00,1.5,1.21,1.39
2019-06-09 18:00:00,1.51,1.2,1.4
2019-06-09 19:00:00,1.51,1.21,1.41
2019-06-09 20:00:00,1.53,1.21,1.42
2019-06-09 21:00:00,1.56,1.22,1.42
2019-06-09 22:00:00,1.59,1.22,1.45
2019-06-09 23:00:00,1.6,1.22,1.46
2019-06-10 00:00:00,1.66,1.22,1.43
2019-06-10 01:00:00,1.56,1.22,1.42
2019-06-10 02:00:00,1.55,1.22,1.42
2019-06-10 03:00:00,1.54,1.22,1.49
2019-06-10 04:00:00,1.54,1.22,1.52
2019-06-10 05:00:00,1.54,1.22,1.44
2019-06-10 06:00:00,1.58,1.22,1.46
2019-06-10 07:00:00,1.6,1.24,1.47
2019-06-10 08:00:00,1.6,1.26,1.47
2019-06-10 09:00:00,1.61,1.27,1.45
2019-06-10 10:00:00,1.55,1.27,1.42
2019-06-10 11:00:00,1.65,1.26,1.45
2019-06-10 12:00:00,1.59,1.28,1.44
2019-06-10 13:00:00,1.57,1.32,1.43
2019-06-10 14:00:00,1.6,1.3,1.44
2019-06-10 15:00:00,1.58,1.26,1.48
2019-06-10 16:00:00,1.53,1.22,1.48
2019-06-10 17:00:00,1.52,1.22,1.43
2019-06-10 18:00:00,1.54,1.21,1.42
2019-06-10 19:00:00,1.54,1.21,1.41
2019-06-10 20:00:00,1.56,1.21,1.41
2019-06-10 21:00:00,1.56,1.21,1.41
2019-06-10 22:00:00,1.58,1.22,1.42
2019-06-10 23:00:00,1.6,1.23,1.44
2019-06-11 00:00:00,1.6,1.24,1.46
