,28079008,28079024,28079055
2016-09-01 01:00:00,1.73,1.29,1.29
2016-09-01 02:00:00,1.52,1.28,1.16
2016-09-01 03:00:00,1.51,1.22,1.16
2016-09-01 04:00:00,1.5,1.17,1.17
2016-09-01 05:00:00,1.51,1.17,1.19
2016-09-01 06:00:00,1.53,1.18,1.2
2016-09-01 07:00:00,1.57,1.2,1.19
2016-09-01 08:00:00,1.61,1.22,1.22
2016-09-01 09:00:00,1.64,1.24,1.24
2016-09-01 10:00:00,1.76,1.23,1.19
2016-09-01 11:00:00,1.63,1.23,1.2
2016-09-01 12:00:00,1.58,1.22,1.2
2016-09-01 13:00:00,1.54,1.22,1.16
2016-09-01 14:00:00,1.53,1.19,1.16
2016-09-01 15:00:00,1.54,1.24,1.15
2016-09-01 16:00:00,1.6,1.21,1.14
2016-09-01 17:00:00,1.55,1.2,1.15
2016-09-01 18:00:00,1.56,1.17,1.18
2016-09-01 19:00:00,1.55,1.17,1.18
2016-09-01 20:00:00,1.58,1.18,1.17
2016-09-01 21:00:00,1.55,1.2,1.15
2016-09-01 22:00:00,1.53,1.18,1.15
2016-09-01 23:00:00,1.56,1.17,1.19
2016-09-02 00:00:00,1.62,1.18,1.18
2016-09-02 01:00:00,1.58,1.19,1.21
2016-09-02 02:00:00,1.6,1.21,1.21
2016-09-02 03:00:00,1.66,1.23,1.26
2016-09-02 04:00:00,1.77,1.23,1.48
2016-09-02 05:00:00,2.13,1.26,1.39
2016-09-02 06:00:00,1.99,1.25,1.44
2016-09-02 07:00:00,1.76,1.25,1.26
2016-09-02 08:00:00,1.77,1.28,1.24
2016-09-02 09:00:00,1.75,1.34,1.41
2016-09-02 10:00:00,1.67,1.33,1.23
2016-09-02 11:00:00,1.59,1.3,1.21
2016-09-02 12:00:00,1.57,1.22,1.2
2016-09-02 13:00:00,1.57,1.22,1.17
2016-09-02 14:00:00,1.65,1.27,1.16
2016-09-02 15:00:00,1.66,1.23,1.16
2016-09-02 16:00:00,1.56,1.22,1.17
