,28079008,28079024,28079055
2019-01-01 01:00:00,2.05,1.33,1.63
2019-01-01 02:00:00,1.97,1.33,1.62
2019-01-01 03:00:00,1.95,1.34,1.58
2019-01-01 04:00:00,1.92,1.36,2.38
2019-01-01 05:00:00,1.82,1.38,1.76
2019-01-01 06:00:00,1.8,1.4,1.66
2019-01-01 07:00:00,1.8,1.39,2.41
2019-01-01 08:00:00,1.77,1.38,1.8
2019-01-01 09:00:00,1.77,1.41,1.62
2019-01-01 10:00:00,1.75,1.38,2.09
2019-01-01 11:00:00,1.72,1.42,1.64
2019-01-01 12:00:00,1.75,1.46,1.69
2019-01-01 13:00:00,1.83,1.46,1.57
2019-01-01 14:00:00,1.88,1.41,1.53
2019-01-01 15:00:00,1.86,1.35,1.6
2019-01-01 16:00:00,1.82,1.37,1.63
2019-01-01 17:00:00,1.86,1.36,1.55
2019-01-01 18:00:00,1.9,1.37,1.82
2019-01-01 19:00:00,1.96,1.34,2.48
2019-01-01 20:00:00,2.24,1.36,2.23
2019-01-01 21:00:00,2.08,1.36,2.25
2019-01-01 22:00:00,1.99,1.37,2.11
2019-01-01 23:00:00,2.54,1.37,1.89
2019-01-02 00:00:00,2.66,1.37,1.71
2019-01-02 01:00:00,2.65,1.38,1.8
2019-01-02 02:00:00,2.42,1.34,1.87
2019-01-02 03:00:00,2.16,1.36,1.96
2019-01-02 04:00:00,1.93,1.41,1.91
2019-01-02 05:00:00,1.92,1.41,2.0
2019-01-02 06:00:00,1.91,1.42,1.99
2019-01-02 07:00:00,1.86,1.4,2.0
2019-01-02 08:00:00,2.03,1.36,1.79
2019-01-02 09:00:00,1.95,1.35,1.97
2019-01-02 10:00:00,1.99,1.39,1.84
2019-01-02 11:00:00,1.84,1.42,1.73
2019-01-02 12:00:00,1.85,1.41,1.53
2019-01-02 13:00:00,1.83,1.42,1.59
2019-01-02 14:00:00,1.93,1.39,1.56
2019-01-02 15:00:00,2.1,1.33,1.51
2019-01-02 16:00:00,1.85,1.33,1.58
2019-01-02 17:00:00,1.88,1.27,1.62
2019-01-02 18:00:00,1.9,1.32,1.68
2019-01-02 19:00:00,2.08,1.26,1.82
2019-01-02 20:00:00,2.22,1.32,1.82
2019-01-02 21:00:00,2.34,1.35,1.76
2019-01-02 22:00:00,2.08,1.37,1.93
2019-01-02 23:00:00,1.94,1.39,1.85
2019-01-03 00:00:00,1.81,1.45,1.74
2019-01-03 01:00:00,1.7,1.41,1.7
2019-01-03 02:00:00,1.67,1.34,1.69
2019-01-03 03:00:00,1.69,1.33,1.92
2019-01-03 04:00:00,1.71,1.37,1.7
2019-01-03 05:00:00,1.71,1.35,1.53
2019-01-03 06:00:00,1.69,1.35,1.51
2019-01-03 07:00:00,1.7,1.29,1.44
2019-01-03 08:00:00,1.79,1.29,1.49
2019-01-03 09:00:00,1.81,1.31,1.53
2019-01-03 10:00:00,1.82,1.33,1.61
2019-01-03 11:00:00,1.81,1.42,1.6
2019-01-03 12:00:00,1.73,1.44,1.47
2019-01-03 13:00:00,1.71,1.41,1.48
2019-01-03 14:00:00,1.7,1.34,1.44
2019-01-03 15:00:00,1.73,1.31,1.43
2019-01-03 16:00:00,2.01,1.35,1.41
2019-01-03 17:00:00,1.82,1.48,1.4
2019-01-03 18:00:00,1.74,1.46,1.68
2019-01-03 19:00:00,1.82,1.46,1.52
2019-01-03 20:00:00,1.96,1.52,1.59
2019-01-03 21:00:00,2.12,1.45,1.67
2019-01-03 22:00:00,2.02,1.4,1.64
2019-01-03 23:00:00,1.98,1.44,1.54
2019-01-04 00:00:00,1.86,1.45,1.5
2019-01-04 01:00:00,1.77,1.46,1.53
2019-01-04 02:00:00,1.77,1.43,1.51
2019-01-04 03:00:00,1.74,1.44,1.59
2019-01-04 04:00:00,1.76,1.42,1.59
2019-01-04 05:00:00,1.76,1.4,2.26
2019-01-04 06:00:00,1.75,1.39,1.89
2019-01-04 07:00:00,1.73,1.42,1.65
2019-01-04 08:00:00,1.75,1.42,1.75
2019-01-04 09:00:00,1.83,1.42,2.14
2019-01-04 10:00:00,2.25,1.41,2.01
2019-01-04 11:00:00,2.08,1.42,1.96
2019-01-04 12:00:00,1.84,1.55,1.6
2019-01-04 13:00:00,2.04,1.55,1.52
2019-01-04 14:00:00,2.2,1.52,1.55
2019-01-04 15:00:00,2.06,1.48,1.54
2019-01-04 16:00:00,1.96,1.43,1.51
2019-01-04 17:00:00,1.92,1.35,1.51
2019-01-04 18:00:00,1.94,1.34,1.58
2019-01-04 19:00:00,2.0,1.32,1.73
2019-01-04 20:00:00,2.11,1.33,1.95
2019-01-04 21:00:00,2.01,1.34,2.1
2019-01-04 22:00:00,1.98,1.32,2.08
2019-01-04 23:00:00,1.96,1.31,2.01
2019-01-05 00:00:00,1.95,1.31,2.05
2019-01-05 01:00:00,2.6,1.34,1.89
2019-01-05 02:00:00,2.32,1.34,1.84
2019-01-05 03:00:00,1.89,1.39,1.8
2019-01-05 04:00:00,1.86,1.4,1.76
2019-01-05 05:00:00,1.9,1.44,1.66
2019-01-05 06:00:00,1.89,1.41,1.96
2019-01-05 07:00:00,1.78,1.44,2.22
2019-01-05 08:00:00,1.79,1.45,1.74
2019-01-05 09:00:00,1.79,1.5,1.56
2019-01-05 10:00:00,1.89,1.49,1.68
2019-01-05 11:00:00,2.03,1.51,1.64
2019-01-05 12:00:00,1.96,1.51,1.63
2019-01-05 13:00:00,1.92,1.56,1.65
2019-01-05 14:00:00,2.09,1.5,1.58
2019-01-05 15:00:00,2.08,1.55,1.57
2019-01-05 16:00:00,2.06,1.62,1.57
2019-01-05 17:00:00,2.1,1.4,1.76
2019-01-05 18:00:00,2.17,1.41,2.65
2019-01-05 19:00:00,2.25,1.39,2.57
