,28079008,28079024,28079055
2019-02-01 01:00:00,1.49,1.21,1.34
2019-02-01 02:00:00,1.48,1.21,1.34
2019-02-01 03:00:00,1.47,1.2,1.33
2019-02-01 04:00:00,1.48,1.21,1.33
2019-02-01 05:00:00,1.49,1.21,1.34
2019-02-01 06:00:00,1.5,1.23,1.34
2019-02-01 07:00:00,1.51,1.23,1.35
2019-02-01 08:00:00,1.54,1.23,1.36
2019-02-01 09:00:00,1.57,1.24,1.39
2019-02-01 10:00:00,1.58,1.24,1.38
2019-02-01 11:00:00,1.57,1.24,1.37
2019-02-01 12:00:00,1.56,1.24,1.37
2019-02-01 13:00:00,1.55,1.24,1.38
2019-02-01 14:00:00,1.56,1.25,1.38
2019-02-01 15:00:00,1.55,1.24,1.38
2019-02-01 16:00:00,1.55,1.24,1.38
2019-02-01 17:00:00,1.55,1.24,1.37
2019-02-01 18:00:00,1.56,1.24,1.36
2019-02-01 19:00:00,1.56,1.24,1.37
2019-02-01 20:00:00,1.56,1.24,1.37
2019-02-01 21:00:00,1.56,1.24,1.36
2019-02-01 22:00:00,1.57,1.24,1.36
2019-02-01 23:00:00,1.58,1.25,1.36
2019-02-02 00:00:00,1.56,1.25,1.36
2019-02-02 01:00:00,1.57,1.25,1.37
2019-02-02 02:00:00,1.56,1.25,1.36
2019-02-02 03:00:00,1.56,1.25,1.37
2019-02-02 04:00:00,1.55,1.25,1.37
2019-02-02 05:00:00,1.56,1.26,1.37
2019-02-02 06:00:00,1.56,1.25,1.37
2019-02-02 07:00:00,1.56,1.25,1.37
2019-02-02 08:00:00,1.56,1.25,1.37
2019-02-02 09:00:00,1.57,1.25,1.37
2019-02-02 10:00:00,1.59,1.26,1.4
2019-02-02 11:00:00,1.6,1.26,1.38
2019-02-02 12:00:00,1.6,1.26,1.39
2019-02-02 13:00:00,1.6,1.26,1.4
2019-02-02 14:00:00,1.61,1.26,1.39
2019-02-02 15:00:00,1.6,1.26,1.38
2019-02-02 16:00:00,1.6,1.25,1.39
2019-02-02 17:00:00,1.58,1.25,1.38
2019-02-02 18:00:00,1.59,1.25,1.38
2019-02-02 19:00:00,1.61,1.25,1.39
2019-02-02 20:00:00,1.6,1.25,1.41
2019-02-02 21:00:00,1.63,1.25,1.38
2019-02-02 22:00:00,1.63,1.27,1.41
2019-02-02 23:00:00,1.64,1.29,1.47
2019-02-03 00:00:00,1.64,1.28,1.43
2019-02-03 01:00:00,1.63,1.25,1.42
2019-02-03 02:00:00,1.6,1.25,1.37
2019-02-03 03:00:00,1.6,1.25,1.38
2019-02-03 04:00:00,1.59,1.25,1.39
2019-02-03 05:00:00,1.59,1.26,1.38
