,28079008,28079024,28079055
2017-08-01 01:00:00,1.48,1.27,1.32
2017-08-01 02:00:00,1.47,1.27,1.34
2017-08-01 03:00:00,1.54,1.27,1.38
2017-08-01 04:00:00,1.51,1.29,1.39
2017-08-01 05:00:00,1.44,1.28,1.4
2017-08-01 06:00:00,1.44,1.3,1.33
2017-08-01 07:00:00,1.43,1.29,1.37
2017-08-01 08:00:00,1.46,1.29,1.57
2017-08-01 09:00:00,1.48,1.31,1.72
2017-08-01 10:00:00,1.5,1.3,2.03
2017-08-01 11:00:00,1.5,1.3,1.82
2017-08-01 12:00:00,1.45,1.27,1.78
2017-08-01 13:00:00,1.45,1.29,1.43
2017-08-01 14:00:00,1.43,1.27,1.33
2017-08-01 15:00:00,1.41,1.26,1.32
2017-08-01 16:00:00,1.4,1.26,1.3
2017-08-01 17:00:00,1.41,1.26,1.3
2017-08-01 18:00:00,1.41,1.25,1.29
2017-08-01 19:00:00,1.41,1.25,1.3
2017-08-01 20:00:00,1.41,1.25,1.3
2017-08-01 21:00:00,1.43,1.24,1.31
2017-08-01 22:00:00,1.48,1.24,1.33
2017-08-01 23:00:00,1.54,1.24,1.33
2017-08-02 00:00:00,1.54,1.25,1.33
2017-08-02 01:00:00,1.51,1.28,1.33
2017-08-02 02:00:00,1.52,1.27,1.54
2017-08-02 03:00:00,1.53,1.28,1.66
2017-08-02 04:00:00,1.62,1.3,1.51
2017-08-02 05:00:00,1.71,1.32,1.5
2017-08-02 06:00:00,1.53,1.32,1.4
2017-08-02 07:00:00,1.47,1.33,1.36
2017-08-02 08:00:00,1.46,1.35,1.43
2017-08-02 09:00:00,1.52,1.36,1.4
2017-08-02 10:00:00,1.53,1.35,1.34
2017-08-02 11:00:00,1.51,1.31,1.32
2017-08-02 12:00:00,1.44,1.3,1.35
2017-08-02 13:00:00,1.44,1.29,1.33
2017-08-02 14:00:00,1.42,1.27,1.31
2017-08-02 15:00:00,1.41,1.27,1.31
2017-08-02 16:00:00,1.42,1.28,1.32
2017-08-02 17:00:00,1.41,1.28,1.31
2017-08-02 18:00:00,1.43,1.3,1.3
2017-08-02 19:00:00,1.44,1.29,1.32
2017-08-02 20:00:00,1.43,1.27,1.34
2017-08-02 21:00:00,1.44,1.27,1.33
2017-08-02 22:00:00,1.54,1.27,1.38
2017-08-02 23:00:00,1.59,1.28,1.42
2017-08-03 00:00:00,1.75,1.3,1.46
2017-08-03 01:00:00,1.63,1.31,1.5
2017-08-03 02:00:00,1.65,1.35,1.66
2017-08-03 03:00:00,1.95,1.63,1.54
2017-08-03 04:00:00,1.92,1.61,1.43
2017-08-03 05:00:00,1.67,1.55,1.51
2017-08-03 06:00:00,1.58,1.43,1.44
2017-08-03 07:00:00,1.51,1.43,1.54
2017-08-03 08:00:00,1.54,1.43,1.55
2017-08-03 09:00:00,1.53,1.48,1.4
2017-08-03 10:00:00,1.53,1.44,1.49
2017-08-03 11:00:00,1.47,1.36,1.36
2017-08-03 12:00:00,1.43,1.31,1.31
2017-08-03 13:00:00,1.45,1.3,1.3
2017-08-03 14:00:00,1.56,1.31,1.33
2017-08-03 15:00:00,1.46,1.28,1.35
2017-08-03 16:00:00,1.44,1.28,1.33
2017-08-03 17:00:00,1.42,1.27,1.32
2017-08-03 18:00:00,1.42,1.26,1.31
2017-08-03 19:00:00,1.41,1.27,1.32
2017-08-03 20:00:00,1.42,1.27,1.33
2017-08-03 21:00:00,1.45,1.28,1.35
2017-08-03 22:00:00,1.54,1.28,1.41
2017-08-03 23:00:00,1.63,1.26,1.4
2017-08-04 00:00:00,1.57,1.23,1.3
2017-08-04 01:00:00,1.48,1.23,1.33
2017-08-04 02:00:00,1.43,1.23,1.4
2017-08-04 03:00:00,1.43,1.23,1.49
2017-08-04 04:00:00,1.45,1.22,1.55
2017-08-04 05:00:00,1.47,1.24,1.58
2017-08-04 06:00:00,1.44,1.25,1.67
2017-08-04 07:00:00,1.49,1.25,1.76
2017-08-04 08:00:00,1.55,1.27,1.6
2017-08-04 09:00:00,1.52,1.36,1.52
2017-08-04 10:00:00,1.56,1.36,1.45
2017-08-04 11:00:00,1.51,1.32,1.34
2017-08-04 12:00:00,1.45,1.32,1.29
2017-08-04 13:00:00,1.41,1.29,1.29
2017-08-04 14:00:00,1.42,1.27,1.28
2017-08-04 15:00:00,1.41,1.25,1.29
2017-08-04 16:00:00,1.4,1.24,1.3
2017-08-04 17:00:00,1.39,1.24,1.29
2017-08-04 18:00:00,1.37,1.23,1.27
2017-08-04 19:00:00,1.37,1.23,1.28
2017-08-04 20:00:00,1.38,1.24,1.29
2017-08-04 21:00:00,1.41,1.23,1.34
2017-08-04 22:00:00,1.53,1.24,1.4
2017-08-04 23:00:00,1.66,1.24,1.4
2017-08-05 00:00:00,1.57,1.24,1.38
2017-08-05 01:00:00,1.52,1.26,1.42
2017-08-05 02:00:00,1.47,1.28,1.4
2017-08-05 03:00:00,1.48,1.29,1.33
2017-08-05 04:00:00,1.48,1.3,1.38
2017-08-05 05:00:00,1.43,1.27,1.32
2017-08-05 06:00:00,1.41,1.29,1.35
2017-08-05 07:00:00,1.44,1.29,1.36
2017-08-05 08:00:00,1.45,1.3,1.38
2017-08-05 09:00:00,1.46,1.33,1.43
2017-08-05 10:00:00,1.48,1.36,1.42
2017-08-05 11:00:00,1.45,1.32,1.33
2017-08-05 12:00:00,1.44,1.31,1.3
2017-08-05 13:00:00,1.4,1.28,1.3
2017-08-05 14:00:00,1.4,1.27,1.3
2017-08-05 15:00:00,1.45,1.29,1.31
2017-08-05 16:00:00,1.38,1.24,1.29
2017-08-05 17:00:00,1.38,1.23,1.27
2017-08-05 18:00:00,1.37,1.23,1.27
2017-08-05 19:00:00,1.38,1.23,1.26
2017-08-05 20:00:00,1.39,1.23,1.27
2017-08-05 21:00:00,1.41,1.23,1.28
2017-08-05 22:00:00,1.46,1.23,1.31
2017-08-05 23:00:00,1.61,1.24,1.35
2017-08-06 00:00:00,1.54,1.24,1.38
2017-08-06 01:00:00,1.44,1.24,1.42
2017-08-06 02:00:00,1.41,1.24,1.4
2017-08-06 03:00:00,1.4,1.24,1.28
2017-08-06 04:00:00,1.39,1.25,1.28
2017-08-06 05:00:00,1.4,1.24,1.28
2017-08-06 06:00:00,1.4,1.24,1.28
2017-08-06 07:00:00,1.39,1.24,1.28
2017-08-06 08:00:00,1.39,1.24,1.29
2017-08-06 09:00:00,1.38,1.24,1.28
2017-08-06 10:00:00,1.39,1.25,1.28
2017-08-06 11:00:00,1.39,1.25,1.28
2017-08-06 12:00:00,1.39,1.25,1.28
2017-08-06 13:00:00,1.39,1.25,1.28
2017-08-06 14:00:00,1.39,1.27,1.3
2017-08-06 15:00:00,1.4,1.29,1.3
2017-08-06 16:00:00,1.38,1.25,1.33
2017-08-06 17:00:00,1.38,1.26,1.3
2017-08-06 18:00:00,1.38,1.25,1.31
2017-08-06 19:00:00,1.38,1.25,1.29
2017-08-06 20:00:00,1.39,1.24,1.29
2017-08-06 21:00:00,1.41,1.26,1.31
2017-08-06 22:00:00,1.47,1.26,1.33
2017-08-06 23:00:00,1.48,1.26,1.35
2017-08-07 00:00:00,1.48,1.27,1.36
2017-08-07 01:00:00,1.46,1.27,1.33
2017-08-07 02:00:00,1.55,1.29,1.37
2017-08-07 03:00:00,1.79,1.28,1.34
2017-08-07 04:00:00,2.24,1.27,1.33
2017-08-07 05:00:00,2.09,1.27,1.39
2017-08-07 06:00:00,1.73,1.27,1.37
2017-08-07 07:00:00,1.89,1.31,1.46
2017-08-07 08:00:00,1.56,1.32,1.57
2017-08-07 09:00:00,1.42,1.41,1.41
2017-08-07 10:00:00,1.46,1.54,1.55
2017-08-07 11:00:00,1.61,1.3,1.28
2017-08-07 12:00:00,1.43,1.28,1.37
2017-08-07 13:00:00,1.43,1.28,1.34
2017-08-07 14:00:00,1.43,1.26,1.33
2017-08-07 15:00:00,1.42,1.26,1.33
2017-08-07 16:00:00,1.41,1.25,1.32
2017-08-07 17:00:00,1.42,1.25,1.31
2017-08-07 18:00:00,1.39,1.23,1.29
2017-08-07 19:00:00,1.4,1.24,1.29
2017-08-07 20:00:00,1.4,1.24,1.3
2017-08-07 21:00:00,1.41,1.24,1.3
2017-08-07 22:00:00,1.42,1.25,1.3
2017-08-07 23:00:00,1.43,1.25,1.32
2017-08-08 00:00:00,1.44,1.25,1.31
2017-08-08 01:00:00,1.45,1.26,1.31
2017-08-08 02:00:00,1.42,1.27,1.31
2017-08-08 03:00:00,1.43,1.27,1.31
2017-08-08 04:00:00,1.42,1.27,1.31
2017-08-08 05:00:00,1.42,1.26,1.32
2017-08-08 06:00:00,1.42,1.26,1.32
2017-08-08 07:00:00,1.42,1.26,1.4
2017-08-08 08:00:00,1.44,1.26,1.42
2017-08-08 09:00:00,1.46,1.28,1.32
2017-08-08 10:00:00,1.44,1.29,1.31
2017-08-08 11:00:00,1.44,1.29,1.35
2017-08-08 12:00:00,1.45,1.29,1.35
2017-08-08 13:00:00,1.46,1.29,1.31
2017-08-08 14:00:00,1.46,1.29,1.3
2017-08-08 15:00:00,1.45,1.29,1.32
2017-08-08 16:00:00,1.45,1.29,1.33
2017-08-08 17:00:00,1.43,1.27,1.32
2017-08-08 18:00:00,1.4,1.26,1.33
2017-08-08 19:00:00,1.41,1.26,1.33
2017-08-08 20:00:00,1.41,1.26,1.34
2017-08-08 21:00:00,1.43,1.26,1.32
2017-08-08 22:00:00,1.46,1.26,1.31
2017-08-08 23:00:00,1.47,1.27,1.33
2017-08-09 00:00:00,1.46,1.28,1.37
2017-08-09 01:00:00,1.44,1.28,1.32
2017-08-09 02:00:00,1.43,1.28,1.3
2017-08-09 03:00:00,1.42,1.26,1.31
2017-08-09 04:00:00,1.41,1.25,1.32
2017-08-09 05:00:00,1.4,1.26,1.3
2017-08-09 06:00:00,1.4,1.26,1.3
2017-08-09 07:00:00,1.41,1.25,1.34
2017-08-09 08:00:00,1.42,1.26,1.34
2017-08-09 09:00:00,1.44,1.28,1.33
2017-08-09 10:00:00,1.44,1.3,1.32
2017-08-09 11:00:00,1.44,1.28,1.32
2017-08-09 12:00:00,1.42,1.27,1.3
2017-08-09 13:00:00,1.43,1.27,1.29
2017-08-09 14:00:00,1.43,1.26,1.3
2017-08-09 15:00:00,1.41,1.27,1.31
2017-08-09 16:00:00,1.41,1.27,1.32
2017-08-09 17:00:00,1.42,1.27,1.32
2017-08-09 18:00:00,1.42,1.26,1.32
2017-08-09 19:00:00,1.42,1.26,1.31
2017-08-09 20:00:00,1.42,1.26,1.37
2017-08-09 21:00:00,1.4,1.26,1.38
2017-08-09 22:00:00,1.42,1.25,1.32
2017-08-09 23:00:00,1.42,1.25,1.31
2017-08-10 00:00:00,1.4,1.24,1.31
2017-08-10 01:00:00,1.39,1.25,1.31
2017-08-10 02:00:00,1.38,1.25,1.31
2017-08-10 03:00:00,1.39,1.25,1.31
2017-08-10 04:00:00,1.38,1.25,1.31
2017-08-10 05:00:00,1.39,1.25,1.31
2017-08-10 06:00:00,1.39,1.25,1.31
2017-08-10 07:00:00,1.4,1.25,1.31
2017-08-10 08:00:00,1.41,1.26,1.32
2017-08-10 09:00:00,1.43,1.26,1.33
2017-08-10 10:00:00,1.44,1.27,1.34
2017-08-10 11:00:00,1.44,1.26,1.32
2017-08-10 12:00:00,1.43,1.26,1.32
2017-08-10 13:00:00,1.43,1.26,1.32
2017-08-10 14:00:00,1.43,1.26,1.32
2017-08-10 15:00:00,1.42,1.27,1.32
2017-08-10 16:00:00,1.43,1.27,1.32
2017-08-10 17:00:00,1.43,1.27,1.32
2017-08-10 18:00:00,1.41,1.27,1.32
2017-08-10 19:00:00,1.41,1.27,1.32
2017-08-10 20:00:00,1.42,1.27,1.32
2017-08-10 21:00:00,1.43,1.27,1.33
2017-08-10 22:00:00,1.48,1.28,1.33
2017-08-10 23:00:00,1.46,1.25,1.33
2017-08-11 00:00:00,1.43,1.26,1.33
