,28079008,28079024,28079055
2016-12-01 01:00:00,1.63,1.21,1.2
2016-12-01 02:00:00,1.63,1.21,1.22
2016-12-01 03:00:00,1.65,1.22,1.21
2016-12-01 04:00:00,1.62,1.23,1.22
2016-12-01 05:00:00,1.6,1.21,1.24
2016-12-01 06:00:00,1.59,1.21,1.23
2016-12-01 07:00:00,1.59,1.22,1.19
2016-12-01 08:00:00,1.62,1.22,1.21
2016-12-01 09:00:00,1.66,1.23,1.24
2016-12-01 10:00:00,1.69,1.24,1.23
2016-12-01 11:00:00,1.68,1.24,1.2
2016-12-01 12:00:00,1.69,1.25,1.21
2016-12-01 13:00:00,1.73,1.25,1.22
2016-12-01 14:00:00,1.72,1.25,1.22
2016-12-01 15:00:00,0.8,1.25,1.22
2016-12-01 16:00:00,1.77,1.28,1.2
2016-12-01 17:00:00,1.79,1.25,1.21
2016-12-01 18:00:00,1.78,1.24,1.21
2016-12-01 19:00:00,1.77,1.25,1.25
2016-12-01 20:00:00,1.78,1.23,1.22
2016-12-01 21:00:00,1.75,1.24,1.22
2016-12-01 22:00:00,1.77,1.26,1.24
2016-12-01 23:00:00,1.78,1.28,1.3
2016-12-02 00:00:00,1.71,1.29,1.33
2016-12-02 01:00:00,1.64,1.28,1.3
2016-12-02 02:00:00,1.63,1.27,1.38
2016-12-02 03:00:00,1.62,1.26,1.35
2016-12-02 04:00:00,1.71,1.26,1.31
2016-12-02 05:00:00,1.71,1.27,1.31
2016-12-02 06:00:00,1.73,1.27,1.43
2016-12-02 07:00:00,1.76,1.28,1.57
2016-12-02 08:00:00,1.78,1.27,1.4
2016-12-02 09:00:00,1.78,1.34,1.37
2016-12-02 10:00:00,1.87,1.37,1.43
2016-12-02 11:00:00,1.79,1.36,1.38
2016-12-02 12:00:00,1.76,1.36,1.22
2016-12-02 13:00:00,1.71,1.36,1.19
2016-12-02 14:00:00,1.64,1.3,1.18
2016-12-02 15:00:00,1.64,1.31,1.18
2016-12-02 16:00:00,1.82,1.4,1.2
2016-12-02 17:00:00,1.88,1.42,1.23
2016-12-02 18:00:00,1.95,1.51,1.53
2016-12-02 19:00:00,1.71,1.44,1.59
2016-12-02 20:00:00,1.72,1.39,1.58
2016-12-02 21:00:00,1.79,1.5,1.44
2016-12-02 22:00:00,1.83,1.65,1.8
2016-12-02 23:00:00,1.96,1.53,1.6
2016-12-03 00:00:00,2.16,1.45,1.71
2016-12-03 01:00:00,2.06,1.45,1.65
2016-12-03 02:00:00,2.07,1.39,1.54
2016-12-03 03:00:00,2.12,1.39,1.53
2016-12-03 04:00:00,1.87,1.39,1.51
2016-12-03 05:00:00,1.85,1.37,1.49
2016-12-03 06:00:00,1.84,1.39,1.44
2016-12-03 07:00:00,1.79,1.41,1.34
2016-12-03 08:00:00,1.75,1.41,1.32
2016-12-03 09:00:00,1.77,1.38,1.4
2016-12-03 10:00:00,1.84,1.36,1.35
2016-12-03 11:00:00,1.89,1.34,1.32
2016-12-03 12:00:00,1.89,1.36,1.3
2016-12-03 13:00:00,1.75,1.26,1.24
2016-12-03 14:00:00,1.68,1.24,1.18
2016-12-03 15:00:00,1.67,1.25,1.16
2016-12-03 16:00:00,1.67,1.23,1.17
2016-12-03 17:00:00,1.67,1.23,1.17
2016-12-03 18:00:00,1.69,1.24,1.2
2016-12-03 19:00:00,1.72,1.23,1.22
2016-12-03 20:00:00,1.71,1.24,1.23
2016-12-03 21:00:00,1.66,1.24,1.25
2016-12-03 22:00:00,1.62,1.24,1.18
2016-12-03 23:00:00,1.61,1.28,1.16
2016-12-04 00:00:00,1.62,1.34,1.18
2016-12-04 01:00:00,1.6,1.23,1.18
2016-12-04 02:00:00,1.6,1.28,1.18
2016-12-04 03:00:00,1.6,1.58,1.17
2016-12-04 04:00:00,1.58,1.26,1.16
2016-12-04 05:00:00,1.6,1.26,1.16
2016-12-04 06:00:00,1.59,1.27,1.16
2016-12-04 07:00:00,1.58,1.64,1.16
2016-12-04 08:00:00,1.57,1.44,1.16
2016-12-04 09:00:00,1.56,1.23,1.17
2016-12-04 10:00:00,1.57,1.22,1.18
2016-12-04 11:00:00,1.58,1.23,1.19
2016-12-04 12:00:00,1.58,1.39,1.17
2016-12-04 13:00:00,1.59,1.32,1.18
2016-12-04 14:00:00,1.61,1.3,1.18
2016-12-04 15:00:00,1.61,1.25,1.21
2016-12-04 16:00:00,1.63,1.31,1.22
2016-12-04 17:00:00,1.61,1.23,1.23
2016-12-04 18:00:00,1.61,1.22,1.21
2016-12-04 19:00:00,1.61,1.22,1.21
2016-12-04 20:00:00,1.6,1.23,1.22
2016-12-04 21:00:00,1.69,1.23,1.21
2016-12-04 22:00:00,1.72,1.26,1.21
2016-12-04 23:00:00,1.74,1.25,1.21
2016-12-05 00:00:00,1.69,1.25,1.23
2016-12-05 01:00:00,1.65,1.25,1.2
2016-12-05 02:00:00,1.63,1.23,1.17
2016-12-05 03:00:00,1.6,1.21,1.17
2016-12-05 04:00:00,1.61,1.21,1.18
2016-12-05 05:00:00,1.61,1.21,1.19
2016-12-05 06:00:00,1.62,1.21,1.2
2016-12-05 07:00:00,1.63,1.21,1.17
2016-12-05 08:00:00,1.65,1.21,1.2
2016-12-05 09:00:00,1.69,1.23,1.19
2016-12-05 10:00:00,1.71,1.23,1.23
2016-12-05 11:00:00,1.68,1.22,1.19
2016-12-05 12:00:00,1.7,1.22,1.17
2016-12-05 13:00:00,1.71,1.22,1.18
2016-12-05 14:00:00,1.71,1.22,1.18
2016-12-05 15:00:00,1.72,1.22,1.21
2016-12-05 16:00:00,1.71,1.22,1.22
2016-12-05 17:00:00,1.7,1.22,1.23
2016-12-05 18:00:00,1.73,1.23,1.21
2016-12-05 19:00:00,1.73,1.23,1.21
2016-12-05 20:00:00,1.69,1.22,1.22
2016-12-05 21:00:00,1.7,1.22,1.21
2016-12-05 22:00:00,1.69,1.22,1.21
2016-12-05 23:00:00,1.67,1.22,1.21
2016-12-06 00:00:00,1.65,1.22,1.23
2016-12-06 01:00:00,1.65,1.21,
2016-12-06 02:00:00,1.64,1.21,
2016-12-06 03:00:00,1.66,1.21,
2016-12-06 04:00:00,1.64,1.22,
2016-12-06 05:00:00,1.64,1.23,
2016-12-06 06:00:00,1.63,1.24,
2016-12-06 07:00:00,1.64,1.23,
2016-12-06 08:00:00,1.64,1.21,
2016-12-06 09:00:00,1.65,1.2,
2016-12-06 10:00:00,1.67,1.21,
2016-12-06 11:00:00,1.66,1.25,
2016-12-06 12:00:00,1.66,1.22,
2016-12-06 13:00:00,1.68,1.23,
2016-12-06 14:00:00,1.66,1.25,
2016-12-06 15:00:00,1.68,1.27,
2016-12-06 16:00:00,1.7,1.27,
2016-12-06 17:00:00,1.72,1.28,
2016-12-06 18:00:00,1.73,1.3,
2016-12-06 19:00:00,1.83,1.36,
2016-12-06 20:00:00,1.89,1.36,
2016-12-06 21:00:00,2.07,1.34,
2016-12-06 22:00:00,2.17,1.3,
2016-12-06 23:00:00,1.96,1.3,
2016-12-07 00:00:00,2.04,1.3,
2016-12-07 01:00:00,2.32,1.37,1.2
