,28079008,28079024,28079055
2019-07-01 01:00:00,1.64,1.26,1.55
2019-07-01 02:00:00,1.74,1.51,1.43
2019-07-01 03:00:00,2.11,1.51,1.44
2019-07-01 04:00:00,1.73,1.27,1.47
2019-07-01 05:00:00,1.56,1.29,1.53
2019-07-01 06:00:00,1.64,1.29,1.5
2019-07-01 07:00:00,1.64,1.28,1.49
2019-07-01 08:00:00,1.65,1.33,1.6
2019-07-01 09:00:00,1.67,1.32,1.58
2019-07-01 10:00:00,1.64,1.3,1.53
2019-07-01 11:00:00,1.63,1.29,1.56
2019-07-01 12:00:00,1.61,1.28,1.53
2019-07-01 13:00:00,1.62,1.29,1.46
2019-07-01 14:00:00,1.59,1.28,1.48
2019-07-01 15:00:00,1.58,1.27,1.48
2019-07-01 16:00:00,1.55,1.22,1.47
2019-07-01 17:00:00,1.53,1.21,1.43
2019-07-01 18:00:00,1.52,1.21,1.42
2019-07-01 19:00:00,1.53,1.21,1.43
2019-07-01 20:00:00,1.54,1.21,1.43
2019-07-01 21:00:00,1.57,1.21,1.43
2019-07-01 22:00:00,1.55,1.22,1.41
2019-07-01 23:00:00,1.53,1.22,1.42
2019-07-02 00:00:00,1.53,1.22,1.41
2019-07-02 01:00:00,1.53,1.22,1.44
2019-07-02 02:00:00,1.55,1.21,1.49
2019-07-02 03:00:00,1.54,1.22,1.54
2019-07-02 04:00:00,1.53,1.23,1.52
2019-07-02 05:00:00,1.53,1.24,1.44
2019-07-02 06:00:00,1.55,1.24,1.44
2019-07-02 07:00:00,1.57,1.26,1.5
2019-07-02 08:00:00,1.59,1.27,1.61
2019-07-02 09:00:00,1.62,1.3,1.49
2019-07-02 10:00:00,1.6,1.28,1.44
2019-07-02 11:00:00,1.55,1.28,1.43
2019-07-02 12:00:00,1.54,1.27,1.44
2019-07-02 13:00:00,1.55,1.3,1.45
2019-07-02 14:00:00,1.63,1.3,1.42
2019-07-02 15:00:00,1.55,1.27,1.42
2019-07-02 16:00:00,1.55,1.22,1.45
2019-07-02 17:00:00,1.52,1.21,1.45
2019-07-02 18:00:00,1.52,1.21,1.45
2019-07-02 19:00:00,1.53,1.21,1.44
2019-07-02 20:00:00,1.53,1.21,1.46
2019-07-02 21:00:00,1.53,1.22,1.46
2019-07-02 22:00:00,1.58,1.22,1.5
2019-07-02 23:00:00,1.6,1.23,1.54
2019-07-03 00:00:00,1.63,1.29,1.51
2019-07-03 01:00:00,1.6,1.28,1.44
2019-07-03 02:00:00,1.55,1.26,1.43
2019-07-03 03:00:00,1.56,1.25,1.45
2019-07-03 04:00:00,1.54,1.25,1.53
2019-07-03 05:00:00,1.54,1.25,1.46
2019-07-03 06:00:00,1.57,1.25,1.55
2019-07-03 07:00:00,1.57,1.25,1.6
2019-07-03 08:00:00,1.58,1.25,1.64
2019-07-03 09:00:00,1.61,1.25,1.62
2019-07-03 10:00:00,1.61,1.25,1.51
2019-07-03 11:00:00,1.55,1.23,1.44
2019-07-03 12:00:00,1.53,1.23,1.43
2019-07-03 13:00:00,1.53,1.25,1.42
2019-07-03 14:00:00,1.56,1.25,1.43
2019-07-03 15:00:00,1.56,1.25,1.44
2019-07-03 16:00:00,1.53,1.23,1.43
2019-07-03 17:00:00,1.53,1.22,1.42
2019-07-03 18:00:00,1.52,1.21,1.42
2019-07-03 19:00:00,1.52,1.21,1.42
2019-07-03 20:00:00,1.53,1.22,1.43
2019-07-03 21:00:00,1.61,1.22,1.43
2019-07-03 22:00:00,1.63,1.24,1.48
2019-07-03 23:00:00,1.59,1.46,1.48
2019-07-04 00:00:00,1.57,1.27,1.45
2019-07-04 01:00:00,1.63,1.24,1.42
2019-07-04 02:00:00,1.53,1.28,1.43
2019-07-04 03:00:00,1.52,1.23,1.43
2019-07-04 04:00:00,1.67,1.23,1.42
2019-07-04 05:00:00,1.58,1.28,1.42
2019-07-04 06:00:00,1.51,1.3,1.43
2019-07-04 07:00:00,1.51,1.3,1.43
2019-07-04 08:00:00,1.54,1.24,1.45
2019-07-04 09:00:00,1.54,1.24,1.46
2019-07-04 10:00:00,1.53,1.24,1.46
2019-07-04 11:00:00,1.53,1.23,1.42
2019-07-04 12:00:00,1.52,1.24,1.41
2019-07-04 13:00:00,1.52,1.25,1.41
2019-07-04 14:00:00,1.54,1.26,1.38
2019-07-04 15:00:00,1.52,1.24,1.36
2019-07-04 16:00:00,1.52,1.23,1.34
2019-07-04 17:00:00,1.51,1.23,1.42
2019-07-04 18:00:00,1.53,1.23,1.42
2019-07-04 19:00:00,1.53,1.22,1.42
2019-07-04 20:00:00,1.52,1.22,1.43
2019-07-04 21:00:00,1.53,1.23,1.43
2019-07-04 22:00:00,1.55,1.22,1.48
2019-07-04 23:00:00,1.61,1.23,1.48
2019-07-05 00:00:00,1.64,1.26,1.45
2019-07-05 01:00:00,1.56,1.26,1.42
2019-07-05 02:00:00,1.55,1.26,1.43
2019-07-05 03:00:00,1.75,1.42,1.43
2019-07-05 04:00:00,1.62,1.25,1.42
2019-07-05 05:00:00,1.66,1.36,1.42
2019-07-05 06:00:00,1.74,1.48,1.43
2019-07-05 07:00:00,1.96,1.3,1.43
2019-07-05 08:00:00,1.92,1.27,1.45
2019-07-05 09:00:00,1.91,1.27,1.46
2019-07-05 10:00:00,1.59,1.24,1.46
2019-07-05 11:00:00,1.53,1.22,1.64
2019-07-05 12:00:00,1.52,1.23,1.58
2019-07-05 13:00:00,1.51,1.21,1.56
2019-07-05 14:00:00,1.51,1.21,1.54
2019-07-05 15:00:00,1.52,1.22,1.54
2019-07-05 16:00:00,1.51,1.21,1.53
2019-07-05 17:00:00,1.51,1.21,1.53
2019-07-05 18:00:00,1.51,1.21,1.53
2019-07-05 19:00:00,1.52,1.21,1.53
2019-07-05 20:00:00,1.53,1.21,1.53
2019-07-05 21:00:00,1.55,1.21,1.55
2019-07-05 22:00:00,1.6,1.21,1.57
2019-07-05 23:00:00,1.65,1.21,1.61
2019-07-06 00:00:00,1.66,1.22,1.62
2019-07-06 01:00:00,1.66,1.23,1.62
2019-07-06 02:00:00,1.7,1.23,1.66
2019-07-06 03:00:00,1.69,1.25,1.66
2019-07-06 04:00:00,1.71,1.26,1.9
2019-07-06 05:00:00,1.73,1.27,2.42
2019-07-06 06:00:00,1.7,1.27,2.03
2019-07-06 07:00:00,1.6,1.3,2.08
2019-07-06 08:00:00,1.71,1.3,1.94
2019-07-06 09:00:00,2.03,1.52,1.86
2019-07-06 10:00:00,2.22,1.59,1.83
2019-07-06 11:00:00,2.26,1.65,1.75
2019-07-06 12:00:00,1.55,1.27,1.78
2019-07-06 13:00:00,1.51,1.22,1.57
2019-07-06 14:00:00,1.5,1.21,1.54
2019-07-06 15:00:00,1.51,1.22,1.54
