,28079008,28079024,28079055
2016-10-01 01:00:00,2.11,1.24,2.53
2016-10-01 02:00:00,2.11,1.26,2.37
2016-10-01 03:00:00,2.01,1.32,1.74
2016-10-01 04:00:00,2.46,1.54,1.51
2016-10-01 05:00:00,2.35,1.36,1.52
2016-10-01 06:00:00,2.08,1.4,1.52
2016-10-01 07:00:00,1.7,1.34,1.49
2016-10-01 08:00:00,1.9,1.34,1.48
2016-10-01 09:00:00,1.82,1.38,1.46
2016-10-01 10:00:00,1.86,1.44,1.54
2016-10-01 11:00:00,1.8,1.55,1.36
2016-10-01 12:00:00,1.76,1.47,1.31
2016-10-01 13:00:00,1.87,1.71,1.27
2016-10-01 14:00:00,1.89,1.33,1.38
2016-10-01 15:00:00,1.52,1.18,1.19
2016-10-01 16:00:00,1.51,1.18,1.16
2016-10-01 17:00:00,1.5,1.18,1.16
2016-10-01 18:00:00,1.5,1.18,1.15
2016-10-01 19:00:00,1.51,1.18,1.16
2016-10-01 20:00:00,1.53,1.18,1.16
2016-10-01 21:00:00,1.57,1.18,1.17
2016-10-01 22:00:00,1.61,1.18,1.18
2016-10-01 23:00:00,1.64,1.19,1.18
2016-10-02 00:00:00,1.6,1.19,1.17
2016-10-02 01:00:00,1.63,1.18,1.2
2016-10-02 02:00:00,1.61,1.21,1.28
2016-10-02 03:00:00,1.67,1.19,1.87
2016-10-02 04:00:00,1.75,1.21,2.27
2016-10-02 05:00:00,1.76,1.24,1.46
2016-10-02 06:00:00,1.67,1.24,1.34
2016-10-02 07:00:00,1.84,1.24,1.33
2016-10-02 08:00:00,2.21,1.25,1.33
2016-10-02 09:00:00,2.67,1.25,1.4
2016-10-02 10:00:00,2.27,1.27,1.52
2016-10-02 11:00:00,1.97,1.4,1.55
2016-10-02 12:00:00,1.68,1.36,1.53
2016-10-02 13:00:00,1.64,1.21,1.43
2016-10-02 14:00:00,1.52,1.19,1.26
2016-10-02 15:00:00,1.5,1.18,1.17
2016-10-02 16:00:00,1.5,1.18,1.16
2016-10-02 17:00:00,1.48,1.18,1.16
2016-10-02 18:00:00,1.49,1.18,1.15
2016-10-02 19:00:00,1.5,1.18,1.16
2016-10-02 20:00:00,1.53,1.18,1.19
2016-10-02 21:00:00,1.62,1.19,1.29
2016-10-02 22:00:00,1.74,1.19,1.28
2016-10-02 23:00:00,1.71,1.22,1.3
2016-10-03 00:00:00,1.74,1.24,1.37
2016-10-03 01:00:00,1.81,1.23,1.43
2016-10-03 02:00:00,1.87,1.25,1.37
2016-10-03 03:00:00,1.66,1.26,1.32
2016-10-03 04:00:00,1.58,1.27,1.26
2016-10-03 05:00:00,1.56,1.27,1.26
2016-10-03 06:00:00,1.55,1.3,1.27
2016-10-03 07:00:00,1.56,1.3,1.29
2016-10-03 08:00:00,1.59,1.3,1.35
2016-10-03 09:00:00,1.69,1.32,1.33
2016-10-03 10:00:00,1.69,1.33,1.31
2016-10-03 11:00:00,1.62,1.3,1.29
2016-10-03 12:00:00,1.57,1.25,1.22
2016-10-03 13:00:00,1.57,1.23,1.19
2016-10-03 14:00:00,1.57,1.24,1.2
2016-10-03 15:00:00,1.63,1.28,1.18
2016-10-03 16:00:00,1.66,1.25,1.18
2016-10-03 17:00:00,1.57,1.24,1.16
2016-10-03 18:00:00,1.56,1.19,1.19
2016-10-03 19:00:00,1.56,1.19,1.2
2016-10-03 20:00:00,1.58,1.2,1.28
2016-10-03 21:00:00,1.77,1.26,1.4
2016-10-03 22:00:00,1.97,1.29,1.65
2016-10-03 23:00:00,2.06,1.26,1.72
2016-10-04 00:00:00,2.75,1.26,1.47
2016-10-04 01:00:00,2.53,1.37,1.55
2016-10-04 02:00:00,2.17,1.62,1.35
2016-10-04 03:00:00,2.05,1.47,1.44
2016-10-04 04:00:00,1.69,1.42,1.45
2016-10-04 05:00:00,1.64,1.41,1.34
2016-10-04 06:00:00,1.6,1.35,1.33
2016-10-04 07:00:00,1.59,1.34,1.4
2016-10-04 08:00:00,1.65,1.36,1.33
2016-10-04 09:00:00,1.7,1.35,1.35
2016-10-04 10:00:00,1.69,1.35,1.37
2016-10-04 11:00:00,1.69,1.35,1.34
2016-10-04 12:00:00,1.62,1.29,1.23
2016-10-04 13:00:00,1.6,1.27,1.22
2016-10-04 14:00:00,1.59,1.26,1.22
2016-10-04 15:00:00,1.66,1.3,1.2
2016-10-04 16:00:00,1.65,1.27,1.19
2016-10-04 17:00:00,1.59,1.27,1.23
2016-10-04 18:00:00,1.56,1.21,1.22
2016-10-04 19:00:00,1.55,1.19,1.25
2016-10-04 20:00:00,1.63,1.21,1.28
2016-10-04 21:00:00,1.75,1.22,1.34
2016-10-04 22:00:00,2.23,1.25,1.64
2016-10-04 23:00:00,2.22,1.25,1.46
2016-10-05 00:00:00,2.32,1.26,1.48
2016-10-05 01:00:00,1.9,1.3,1.41
2016-10-05 02:00:00,1.63,1.31,1.52
2016-10-05 03:00:00,1.66,1.33,1.52
2016-10-05 04:00:00,1.67,1.34,1.58
2016-10-05 05:00:00,1.63,1.32,1.52
2016-10-05 06:00:00,1.56,1.33,1.42
2016-10-05 07:00:00,1.57,1.31,1.42
2016-10-05 08:00:00,1.59,1.29,1.38
2016-10-05 09:00:00,1.7,1.29,1.36
2016-10-05 10:00:00,1.73,1.32,1.44
2016-10-05 11:00:00,1.66,1.31,1.24
2016-10-05 12:00:00,1.6,1.23,1.22
2016-10-05 13:00:00,1.57,1.23,1.19
2016-10-05 14:00:00,1.55,1.21,1.21
2016-10-05 15:00:00,1.55,1.23,1.17
2016-10-05 16:00:00,1.62,1.27,1.15
2016-10-05 17:00:00,1.6,1.22,1.2
2016-10-05 18:00:00,1.57,1.21,1.21
2016-10-05 19:00:00,1.57,1.19,1.24
2016-10-05 20:00:00,1.62,1.18,1.3
2016-10-05 21:00:00,1.73,1.18,1.33
2016-10-05 22:00:00,2.1,1.24,1.39
2016-10-05 23:00:00,2.17,1.25,1.36
