,28079008,28079024,28079055
2017-03-01 01:00:00,1.57,1.2,1.21
2017-03-01 02:00:00,1.58,1.21,1.19
2017-03-01 03:00:00,1.58,1.2,1.31
2017-03-01 04:00:00,1.6,1.2,1.26
2017-03-01 05:00:00,1.62,1.21,1.21
2017-03-01 06:00:00,1.58,1.2,1.29
2017-03-01 07:00:00,1.62,1.21,1.81
2017-03-01 08:00:00,1.75,1.21,2.25
2017-03-01 09:00:00,1.7,1.25,2.67
2017-03-01 10:00:00,2.03,1.34,1.32
2017-03-01 11:00:00,2.1,1.75,1.33
2017-03-01 12:00:00,1.81,1.58,1.3
2017-03-01 13:00:00,1.72,1.37,1.56
2017-03-01 14:00:00,1.64,1.22,1.34
2017-03-01 15:00:00,1.58,1.21,1.24
2017-03-01 16:00:00,1.56,1.21,1.23
2017-03-01 17:00:00,1.57,1.21,1.21
2017-03-01 18:00:00,1.58,1.21,1.21
2017-03-01 19:00:00,1.6,1.21,1.23
2017-03-01 20:00:00,1.64,1.21,1.25
2017-03-01 21:00:00,1.68,1.22,1.27
2017-03-01 22:00:00,1.64,1.22,1.31
2017-03-01 23:00:00,1.66,1.22,1.37
2017-03-02 00:00:00,1.75,1.23,1.42
2017-03-02 01:00:00,2.27,1.22,1.84
2017-03-02 02:00:00,1.82,1.25,1.99
2017-03-02 03:00:00,1.67,1.25,1.72
2017-03-02 04:00:00,1.66,1.28,2.14
2017-03-02 05:00:00,1.65,1.26,1.58
2017-03-02 06:00:00,1.7,1.27,1.49
2017-03-02 07:00:00,2.59,1.29,1.52
2017-03-02 08:00:00,2.41,1.34,1.53
2017-03-02 09:00:00,2.04,1.42,1.45
2017-03-02 10:00:00,1.93,1.53,1.37
2017-03-02 11:00:00,1.95,1.51,1.38
2017-03-02 12:00:00,1.81,1.41,1.33
2017-03-02 13:00:00,1.73,1.39,1.27
2017-03-02 14:00:00,1.78,1.52,1.24
2017-03-02 15:00:00,1.85,1.34,1.23
2017-03-02 16:00:00,1.71,1.28,1.32
2017-03-02 17:00:00,1.66,1.25,1.28
2017-03-02 18:00:00,1.59,1.22,1.27
2017-03-02 19:00:00,1.61,1.21,1.24
2017-03-02 20:00:00,1.65,1.2,1.27
2017-03-02 21:00:00,1.68,1.22,1.79
2017-03-02 22:00:00,1.92,1.26,1.46
2017-03-02 23:00:00,1.93,1.26,1.54
