,28079008,28079024,28079055
2020-10-01 01:00:00,1.5,1.13,1.3
2020-10-01 02:00:00,1.49,1.16,1.41
2020-10-01 03:00:00,1.5,1.17,1.43
2020-10-01 04:00:00,1.48,1.14,1.25
2020-10-01 05:00:00,1.52,1.13,1.86
2020-10-01 06:00:00,1.64,1.13,1.91
2020-10-01 07:00:00,1.56,1.13,1.81
2020-10-01 08:00:00,1.52,1.14,1.67
2020-10-01 09:00:00,1.51,1.11,1.64
2020-10-01 10:00:00,1.5,1.09,1.59
2020-10-01 11:00:00,1.46,1.09,1.58
2020-10-01 12:00:00,1.46,1.09,1.44
2020-10-01 13:00:00,1.44,1.1,1.16
2020-10-01 14:00:00,1.45,1.1,1.15
2020-10-01 15:00:00,1.45,1.1,1.15
2020-10-01 16:00:00,1.45,1.1,1.15
2020-10-01 17:00:00,1.44,1.1,1.16
2020-10-01 18:00:00,1.44,1.1,1.17
2020-10-01 19:00:00,1.44,1.1,1.17
2020-10-01 20:00:00,1.44,1.09,1.17
2020-10-01 21:00:00,1.44,1.09,1.17
2020-10-01 22:00:00,1.45,1.09,1.18
2020-10-01 23:00:00,1.43,1.09,1.17
2020-10-02 00:00:00,1.41,1.08,1.16
2020-10-02 01:00:00,1.4,1.08,1.16
2020-10-02 02:00:00,1.39,1.08,1.15
2020-10-02 03:00:00,1.39,1.07,1.15
2020-10-02 04:00:00,1.38,1.07,1.15
2020-10-02 05:00:00,1.37,1.06,1.15
2020-10-02 06:00:00,1.37,1.07,1.15
2020-10-02 07:00:00,1.37,1.06,1.14
2020-10-02 08:00:00,1.38,1.05,1.15
2020-10-02 09:00:00,1.38,1.04,1.15
2020-10-02 10:00:00,1.4,1.04,1.16
2020-10-02 11:00:00,1.39,1.04,1.15
2020-10-02 12:00:00,1.4,1.04,1.14
2020-10-02 13:00:00,1.4,1.05,1.14
2020-10-02 14:00:00,1.39,1.05,1.14
2020-10-02 15:00:00,1.4,1.05,1.15
2020-10-02 16:00:00,1.4,1.05,1.14
2020-10-02 17:00:00,1.4,1.05,1.15
2020-10-02 18:00:00,1.4,1.06,1.15
2020-10-02 19:00:00,1.4,1.06,1.15
2020-10-02 20:00:00,1.4,1.07,1.15
2020-10-02 21:00:00,1.41,1.07,1.17
2020-10-02 22:00:00,1.41,1.07,1.16
2020-10-02 23:00:00,1.4,1.06,1.17
2020-10-03 00:00:00,1.4,1.06,1.16
2020-10-03 01:00:00,1.39,1.06,1.15
2020-10-03 02:00:00,1.38,1.07,1.15
2020-10-03 03:00:00,1.38,1.07,1.16
2020-10-03 04:00:00,1.38,1.07,1.15
2020-10-03 05:00:00,1.38,1.07,1.16
2020-10-03 06:00:00,1.37,1.07,1.16
2020-10-03 07:00:00,1.38,1.07,1.16
2020-10-03 08:00:00,1.38,1.07,1.16
2020-10-03 09:00:00,1.38,1.07,1.16
2020-10-03 10:00:00,1.38,1.08,1.16
2020-10-03 11:00:00,1.39,1.08,1.16
2020-10-03 12:00:00,1.4,1.08,1.16
2020-10-03 13:00:00,1.4,1.09,1.16
2020-10-03 14:00:00,1.39,1.09,1.16
2020-10-03 15:00:00,1.41,1.09,1.16
2020-10-03 16:00:00,1.43,1.09,1.15
2020-10-03 17:00:00,1.43,1.09,1.15
2020-10-03 18:00:00,1.43,1.09,1.15
2020-10-03 19:00:00,1.43,1.09,1.15
2020-10-03 20:00:00,1.44,1.09,1.17
2020-10-03 21:00:00,1.46,1.09,1.18
2020-10-03 22:00:00,1.49,1.09,1.18
2020-10-03 23:00:00,1.49,1.1,1.18
2020-10-04 00:00:00,1.49,1.09,1.18
2020-10-04 01:00:00,1.43,1.09,1.18
2020-10-04 02:00:00,1.41,1.09,1.18
2020-10-04 03:00:00,1.4,1.09,1.17
2020-10-04 04:00:00,1.39,1.09,1.16
2020-10-04 05:00:00,1.4,1.1,1.18
2020-10-04 06:00:00,1.4,1.1,1.19
2020-10-04 07:00:00,1.4,1.1,1.18
2020-10-04 08:00:00,1.41,1.11,1.19
2020-10-04 09:00:00,1.42,1.1,1.19
2020-10-04 10:00:00,1.41,1.1,1.18
2020-10-04 11:00:00,1.4,1.08,1.17
2020-10-04 12:00:00,1.39,1.08,1.16
2020-10-04 13:00:00,1.38,1.1,1.15
2020-10-04 14:00:00,1.39,1.1,1.16
2020-10-04 15:00:00,1.41,1.1,1.15
2020-10-04 16:00:00,1.41,1.09,1.15
2020-10-04 17:00:00,1.43,1.09,1.15
2020-10-04 18:00:00,1.42,1.09,1.15
2020-10-04 19:00:00,1.43,1.1,1.15
2020-10-04 20:00:00,1.44,1.1,1.16
2020-10-04 21:00:00,1.45,1.11,1.17
2020-10-04 22:00:00,1.46,1.11,1.17
2020-10-04 23:00:00,1.43,1.11,1.16
2020-10-05 00:00:00,1.41,1.1,1.17
2020-10-05 01:00:00,1.41,1.11,1.16
2020-10-05 02:00:00,1.4,1.11,1.16
2020-10-05 03:00:00,1.39,1.1,1.16
2020-10-05 04:00:00,1.38,1.1,1.15
2020-10-05 05:00:00,1.38,1.1,1.15
2020-10-05 06:00:00,1.38,1.11,1.16
