,28079008,28079024,28079055
2019-10-01 01:00:00,1.81,1.23,1.98
2019-10-01 02:00:00,1.76,1.21,1.8
2019-10-01 03:00:00,1.89,1.21,1.7
2019-10-01 04:00:00,2.02,1.22,1.67
2019-10-01 05:00:00,1.99,1.21,1.78
2019-10-01 06:00:00,1.97,1.21,1.9
2019-10-01 07:00:00,1.9,1.23,1.84
2019-10-01 08:00:00,1.94,1.23,1.69
2019-10-01 09:00:00,2.09,1.26,1.93
2019-10-01 10:00:00,2.22,1.29,1.92
2019-10-01 11:00:00,2.11,1.56,1.82
2019-10-01 12:00:00,2.22,1.82,1.82
2019-10-01 13:00:00,2.32,1.33,1.88
2019-10-01 14:00:00,1.82,1.18,1.87
2019-10-01 15:00:00,1.73,1.17,1.59
2019-10-01 16:00:00,1.74,1.14,1.49
2019-10-01 17:00:00,0.8,1.14,1.49
2019-10-01 18:00:00,1.72,1.14,1.49
2019-10-01 19:00:00,1.69,1.14,1.49
2019-10-01 20:00:00,1.66,1.15,1.49
2019-10-01 21:00:00,1.67,1.14,1.51
2019-10-01 22:00:00,1.67,1.15,1.52
2019-10-01 23:00:00,1.65,1.15,1.51
2019-10-02 00:00:00,1.63,1.15,1.51
2019-10-02 01:00:00,1.6,1.16,1.53
2019-10-02 02:00:00,1.58,1.16,1.55
2019-10-02 03:00:00,1.57,1.17,1.51
2019-10-02 04:00:00,1.57,1.16,1.5
2019-10-02 05:00:00,1.56,1.16,1.5
2019-10-02 06:00:00,1.58,1.16,1.51
2019-10-02 07:00:00,1.58,1.16,1.51
2019-10-02 08:00:00,1.59,1.16,1.54
2019-10-02 09:00:00,1.62,1.16,1.72
2019-10-02 10:00:00,1.65,1.17,1.85
2019-10-02 11:00:00,2.11,1.18,1.64
2019-10-02 12:00:00,2.22,1.2,1.53
2019-10-02 13:00:00,2.32,1.21,1.51
2019-10-02 14:00:00,1.58,1.21,1.51
2019-10-02 15:00:00,1.61,1.2,1.51
2019-10-02 16:00:00,1.64,1.2,1.5
2019-10-02 17:00:00,1.65,1.19,1.5
2019-10-02 18:00:00,1.66,1.18,1.51
2019-10-02 19:00:00,1.64,1.19,1.51
2019-10-02 20:00:00,1.65,1.19,1.52
2019-10-02 21:00:00,1.67,1.2,1.53
2019-10-02 22:00:00,1.64,1.21,1.52
2019-10-02 23:00:00,1.63,1.2,1.52
2019-10-03 00:00:00,1.61,1.2,1.56
2019-10-03 01:00:00,1.62,1.2,1.55
2019-10-03 02:00:00,1.61,1.21,1.53
2019-10-03 03:00:00,1.59,1.22,1.52
2019-10-03 04:00:00,1.59,1.23,1.53
2019-10-03 05:00:00,1.6,1.23,1.56
2019-10-03 06:00:00,1.61,1.24,1.58
2019-10-03 07:00:00,1.61,1.24,1.86
2019-10-03 08:00:00,1.67,1.26,1.9
2019-10-03 09:00:00,1.76,1.25,1.73
2019-10-03 10:00:00,1.84,1.3,1.77
2019-10-03 11:00:00,1.76,1.32,1.7
2019-10-03 12:00:00,1.75,1.31,1.72
2019-10-03 13:00:00,1.69,1.28,1.6
2019-10-03 14:00:00,1.68,1.26,1.63
2019-10-03 15:00:00,1.77,1.3,1.64
2019-10-03 16:00:00,1.79,1.31,1.66
2019-10-03 17:00:00,1.84,1.25,1.63
2019-10-03 18:00:00,1.81,1.24,1.65
2019-10-03 19:00:00,1.79,1.26,1.74
2019-10-03 20:00:00,1.92,1.45,1.8
2019-10-03 21:00:00,1.95,1.55,1.81
2019-10-03 22:00:00,2.04,1.41,1.75
2019-10-03 23:00:00,2.1,1.31,1.9
2019-10-04 00:00:00,2.08,1.37,1.87
2019-10-04 01:00:00,1.94,1.41,1.76
2019-10-04 02:00:00,1.83,1.4,1.8
2019-10-04 03:00:00,1.79,1.41,1.81
2019-10-04 04:00:00,1.79,1.42,1.88
2019-10-04 05:00:00,1.78,1.39,1.93
2019-10-04 06:00:00,1.81,1.39,2.05
2019-10-04 07:00:00,1.82,1.37,2.15
2019-10-04 08:00:00,1.76,1.36,1.91
2019-10-04 09:00:00,1.78,1.36,1.84
2019-10-04 10:00:00,1.76,1.35,1.77
2019-10-04 11:00:00,1.78,1.43,1.66
2019-10-04 12:00:00,1.77,1.4,1.65
2019-10-04 13:00:00,1.74,1.35,1.65
2019-10-04 14:00:00,1.81,1.31,1.64
2019-10-04 15:00:00,1.97,1.4,1.79
2019-10-04 16:00:00,1.88,1.32,1.82
2019-10-04 17:00:00,1.79,1.24,1.64
2019-10-04 18:00:00,1.75,1.21,1.58
2019-10-04 19:00:00,1.73,1.2,1.56
2019-10-04 20:00:00,1.72,1.2,1.6
2019-10-04 21:00:00,1.78,1.19,1.66
2019-10-04 22:00:00,1.81,1.41,1.79
2019-10-04 23:00:00,1.92,1.2,1.86
2019-10-05 00:00:00,1.9,1.2,1.84
2019-10-05 01:00:00,1.91,1.25,1.68
2019-10-05 02:00:00,1.81,1.24,1.66
2019-10-05 03:00:00,1.8,1.25,1.86
2019-10-05 04:00:00,1.83,1.25,1.8
2019-10-05 05:00:00,1.78,1.25,1.77
2019-10-05 06:00:00,1.76,1.24,1.76
2019-10-05 07:00:00,1.75,1.25,1.91
2019-10-05 08:00:00,1.72,1.26,2.0
2019-10-05 09:00:00,1.74,1.27,2.12
2019-10-05 10:00:00,1.79,1.27,1.81
2019-10-05 11:00:00,1.73,1.3,1.65
2019-10-05 12:00:00,1.66,1.29,1.59
2019-10-05 13:00:00,1.62,1.27,1.56
2019-10-05 14:00:00,1.63,1.24,1.53
2019-10-05 15:00:00,1.77,1.25,1.52
2019-10-05 16:00:00,1.88,1.27,1.55
2019-10-05 17:00:00,1.91,1.28,1.62
2019-10-05 18:00:00,1.85,1.22,1.61
2019-10-05 19:00:00,1.77,1.2,1.63
2019-10-05 20:00:00,1.77,1.2,1.6
2019-10-05 21:00:00,1.82,1.2,1.66
2019-10-05 22:00:00,1.81,1.21,1.76
2019-10-05 23:00:00,1.81,1.21,1.7
2019-10-06 00:00:00,1.9,1.23,1.77
2019-10-06 01:00:00,1.95,1.23,1.68
2019-10-06 02:00:00,1.94,1.22,1.66
2019-10-06 03:00:00,1.86,1.22,1.86
2019-10-06 04:00:00,1.9,1.21,1.8
2019-10-06 05:00:00,1.96,1.29,1.77
2019-10-06 06:00:00,2.02,1.25,1.76
2019-10-06 07:00:00,1.99,1.25,1.91
2019-10-06 08:00:00,1.88,1.25,2.0
2019-10-06 09:00:00,1.79,1.26,2.12
2019-10-06 10:00:00,1.71,1.27,1.81
2019-10-06 11:00:00,1.7,1.3,1.65
2019-10-06 12:00:00,1.7,1.34,1.59
2019-10-06 13:00:00,1.65,1.28,1.54
2019-10-06 14:00:00,1.66,1.27,1.53
2019-10-06 15:00:00,1.75,1.27,1.53
2019-10-06 16:00:00,1.88,1.28,1.62
2019-10-06 17:00:00,1.88,1.25,1.61
2019-10-06 18:00:00,1.82,1.21,1.61
2019-10-06 19:00:00,1.75,1.19,1.36
2019-10-06 20:00:00,1.72,1.19,1.6
2019-10-06 21:00:00,1.71,1.18,1.66
2019-10-06 22:00:00,1.74,1.19,1.76
2019-10-06 23:00:00,1.83,1.2,1.7
2019-10-07 00:00:00,1.83,1.21,1.77
2019-10-07 01:00:00,1.85,1.23,1.68
2019-10-07 02:00:00,1.93,1.22,1.66
2019-10-07 03:00:00,1.8,1.24,1.86
2019-10-07 04:00:00,1.94,1.25,1.8
2019-10-07 05:00:00,1.86,1.27,1.77
2019-10-07 06:00:00,1.76,1.28,1.76
2019-10-07 07:00:00,1.72,1.27,1.91
2019-10-07 08:00:00,1.7,1.29,2.0
2019-10-07 09:00:00,1.75,1.35,1.79
2019-10-07 10:00:00,1.76,1.34,1.64
2019-10-07 11:00:00,1.71,1.36,1.63
2019-10-07 12:00:00,1.7,1.36,1.63
2019-10-07 13:00:00,1.65,1.3,1.59
2019-10-07 14:00:00,1.71,1.29,1.61
2019-10-07 15:00:00,1.76,1.29,1.62
2019-10-07 16:00:00,1.82,1.28,1.57
2019-10-07 17:00:00,2.01,1.26,1.53
2019-10-07 18:00:00,2.14,1.27,1.54
2019-10-07 19:00:00,2.02,1.31,1.61
2019-10-07 20:00:00,1.96,1.31,1.68
2019-10-07 21:00:00,2.05,1.36,1.83
2019-10-07 22:00:00,2.42,1.39,1.87
2019-10-07 23:00:00,2.38,1.36,1.78
2019-10-08 00:00:00,2.0,1.39,1.73
2019-10-08 01:00:00,1.82,1.38,1.7
2019-10-08 02:00:00,1.72,1.39,1.7
2019-10-08 03:00:00,1.71,1.37,1.76
2019-10-08 04:00:00,1.69,1.35,1.96
2019-10-08 05:00:00,1.68,1.31,1.71
2019-10-08 06:00:00,1.67,1.32,1.94
2019-10-08 07:00:00,1.66,1.35,1.78
2019-10-08 08:00:00,1.72,1.36,1.79
2019-10-08 09:00:00,1.79,1.36,1.79
2019-10-08 10:00:00,1.78,1.38,1.71
2019-10-08 11:00:00,1.74,1.37,1.65
2019-10-08 12:00:00,1.7,1.38,1.6
2019-10-08 13:00:00,1.7,1.29,1.61
2019-10-08 14:00:00,1.7,1.28,1.6
2019-10-08 15:00:00,1.78,1.33,1.57
2019-10-08 16:00:00,1.88,1.27,1.66
2019-10-08 17:00:00,1.85,1.2,1.6
2019-10-08 18:00:00,1.82,1.19,1.55
2019-10-08 19:00:00,1.77,1.19,1.59
2019-10-08 20:00:00,1.75,1.22,1.63
2019-10-08 21:00:00,1.79,1.24,1.82
2019-10-08 22:00:00,2.28,1.28,2.18
2019-10-08 23:00:00,2.28,1.29,2.22
2019-10-09 00:00:00,2.52,1.31,1.91
2019-10-09 01:00:00,2.64,1.32,1.73
2019-10-09 02:00:00,2.05,1.33,1.7
2019-10-09 03:00:00,1.97,1.34,1.78
2019-10-09 04:00:00,1.89,1.32,1.89
2019-10-09 05:00:00,1.9,1.35,1.92
2019-10-09 06:00:00,1.88,1.37,2.06
2019-10-09 07:00:00,1.81,1.33,1.98
2019-10-09 08:00:00,1.85,1.32,1.79
2019-10-09 09:00:00,1.92,1.31,2.06
2019-10-09 10:00:00,1.91,1.35,1.96
2019-10-09 11:00:00,1.82,1.43,1.76
2019-10-09 12:00:00,1.78,1.38,1.63
2019-10-09 13:00:00,1.68,1.29,1.59
2019-10-09 14:00:00,1.7,1.2,1.54
2019-10-09 15:00:00,1.78,1.2,1.52
2019-10-09 16:00:00,1.88,1.2,1.52
2019-10-09 17:00:00,1.85,1.19,1.52
2019-10-09 18:00:00,1.67,1.19,1.55
2019-10-09 19:00:00,1.7,1.19,1.59
2019-10-09 20:00:00,1.71,1.19,1.66
2019-10-09 21:00:00,1.82,1.19,1.72
2019-10-09 22:00:00,1.78,1.2,1.58
2019-10-09 23:00:00,1.7,1.2,1.51
2019-10-10 00:00:00,1.63,1.19,1.52
2019-10-10 01:00:00,1.6,1.19,1.51
2019-10-10 02:00:00,1.57,1.2,1.51
2019-10-10 03:00:00,1.55,1.2,1.51
2019-10-10 04:00:00,1.55,1.2,1.51
2019-10-10 05:00:00,1.56,1.2,1.51
2019-10-10 06:00:00,1.55,1.2,1.52
2019-10-10 07:00:00,1.56,1.19,1.6
2019-10-10 08:00:00,1.59,1.2,1.63
2019-10-10 09:00:00,1.63,1.22,1.55
2019-10-10 10:00:00,1.65,1.24,1.54
2019-10-10 11:00:00,1.72,1.25,1.57
2019-10-10 12:00:00,1.73,1.27,1.56
2019-10-10 13:00:00,1.66,1.25,1.53
2019-10-10 14:00:00,1.62,1.22,1.52
2019-10-10 15:00:00,1.66,1.23,1.52
2019-10-10 16:00:00,1.88,1.22,1.53
2019-10-10 17:00:00,1.85,1.22,1.54
2019-10-10 18:00:00,1.72,1.23,1.54
2019-10-10 19:00:00,1.74,1.24,1.59
2019-10-10 20:00:00,1.78,1.23,1.61
2019-10-10 21:00:00,1.97,1.24,1.66
2019-10-10 22:00:00,2.09,1.25,1.73
2019-10-10 23:00:00,2.22,1.28,1.71
2019-10-11 00:00:00,1.95,1.3,1.78
2019-10-11 01:00:00,1.95,1.3,1.86
2019-10-11 02:00:00,2.05,1.32,1.88
2019-10-11 03:00:00,1.93,1.33,2.0
2019-10-11 04:00:00,1.85,1.33,1.72
2019-10-11 05:00:00,1.77,1.35,1.63
2019-10-11 06:00:00,1.73,1.36,1.77
2019-10-11 07:00:00,1.72,1.35,1.7
2019-10-11 08:00:00,1.7,1.36,1.81
2019-10-11 09:00:00,1.79,1.36,1.9
2019-10-11 10:00:00,1.76,1.37,1.8
2019-10-11 11:00:00,1.7,1.34,1.77
2019-10-11 12:00:00,1.66,1.28,1.58
2019-10-11 13:00:00,1.64,1.24,1.56
2019-10-11 14:00:00,1.65,1.24,1.57
2019-10-11 15:00:00,1.68,1.3,1.53
2019-10-11 16:00:00,1.73,1.26,1.51
2019-10-11 17:00:00,1.85,1.25,1.5
2019-10-11 18:00:00,1.77,1.28,1.52
2019-10-11 19:00:00,1.76,1.22,1.6
2019-10-11 20:00:00,1.8,1.2,1.75
2019-10-11 21:00:00,1.86,1.2,1.96
2019-10-11 22:00:00,1.96,1.26,2.37
2019-10-11 23:00:00,2.1,1.28,2.8
2019-10-12 00:00:00,2.21,1.5,1.7
2019-10-12 01:00:00,2.22,1.56,1.73
2019-10-12 02:00:00,1.86,1.52,1.64
2019-10-12 03:00:00,1.77,1.26,1.6
2019-10-12 04:00:00,1.68,1.72,1.61
2019-10-12 05:00:00,1.97,1.65,1.64
2019-10-12 06:00:00,1.85,1.47,1.56
2019-10-12 07:00:00,1.78,1.66,1.63
2019-10-12 08:00:00,1.77,1.58,1.64
2019-10-12 09:00:00,1.96,1.52,1.74
2019-10-12 10:00:00,1.84,1.46,1.75
2019-10-12 11:00:00,1.69,1.29,1.61
2019-10-12 12:00:00,1.63,1.22,1.55
2019-10-12 13:00:00,1.62,1.22,1.53
2019-10-12 14:00:00,1.71,1.26,1.53
2019-10-12 15:00:00,1.8,1.3,1.52
2019-10-12 16:00:00,1.73,1.26,1.55
2019-10-12 17:00:00,1.73,1.19,1.56
2019-10-12 18:00:00,1.67,1.19,1.58
2019-10-12 19:00:00,1.7,1.18,1.57
2019-10-12 20:00:00,1.78,1.21,1.68
2019-10-12 21:00:00,1.77,1.21,1.7
2019-10-12 22:00:00,1.61,1.18,1.5
2019-10-12 23:00:00,1.64,1.18,1.55
2019-10-13 00:00:00,1.64,1.19,1.55
2019-10-13 01:00:00,1.69,1.2,1.6
2019-10-13 02:00:00,1.72,1.19,1.57
2019-10-13 03:00:00,1.65,1.2,1.49
2019-10-13 04:00:00,1.65,1.19,1.52
2019-10-13 05:00:00,1.65,1.18,1.57
2019-10-13 06:00:00,1.64,1.19,1.62
2019-10-13 07:00:00,1.65,1.21,1.69
2019-10-13 08:00:00,1.82,1.21,1.57
2019-10-13 09:00:00,2.19,1.24,1.68
2019-10-13 10:00:00,1.98,1.25,1.65
2019-10-13 11:00:00,1.73,1.29,1.76
2019-10-13 12:00:00,1.64,1.21,1.71
2019-10-13 13:00:00,1.6,1.18,1.6
2019-10-13 14:00:00,1.6,1.18,1.53
2019-10-13 15:00:00,1.62,1.18,1.53
2019-10-13 16:00:00,1.66,1.18,1.51
2019-10-13 17:00:00,1.68,1.18,1.52
2019-10-13 18:00:00,1.68,1.19,1.52
2019-10-13 19:00:00,1.67,1.18,1.53
2019-10-13 20:00:00,1.66,1.18,1.57
2019-10-13 21:00:00,1.77,1.18,1.63
2019-10-13 22:00:00,1.88,1.2,1.8
2019-10-13 23:00:00,1.92,1.21,1.69
2019-10-14 00:00:00,1.87,1.22,1.85
2019-10-14 01:00:00,1.76,1.21,1.93
2019-10-14 02:00:00,1.74,1.22,1.71
2019-10-14 03:00:00,1.73,1.23,1.74
2019-10-14 04:00:00,1.69,1.25,1.68
2019-10-14 05:00:00,1.75,1.28,1.61
2019-10-14 06:00:00,2.07,1.54,1.83
2019-10-14 07:00:00,1.92,1.97,1.82
