,28079008,28079024,28079055
2017-01-01 01:00:00,1.86,1.4,1.37
2017-01-01 02:00:00,1.91,1.43,1.41
2017-01-01 03:00:00,1.87,1.46,1.44
2017-01-01 04:00:00,1.86,1.48,1.43
2017-01-01 05:00:00,1.85,1.49,1.41
2017-01-01 06:00:00,1.87,1.48,1.43
2017-01-01 07:00:00,1.96,1.47,1.47
2017-01-01 08:00:00,1.9,1.51,1.44
2017-01-01 09:00:00,1.8,1.47,1.29
2017-01-01 10:00:00,1.81,1.46,1.29
2017-01-01 11:00:00,2.1,1.47,1.4
2017-01-01 12:00:00,2.21,1.51,1.35
2017-01-01 13:00:00,2.14,1.56,1.4
2017-01-01 14:00:00,3.07,1.62,1.33
2017-01-01 15:00:00,2.45,1.77,1.52
2017-01-01 16:00:00,2.09,1.43,1.6
2017-01-01 17:00:00,1.94,1.32,1.58
2017-01-01 18:00:00,1.95,1.31,1.45
2017-01-01 19:00:00,1.97,1.44,1.44
2017-01-01 20:00:00,2.23,1.66,1.7
2017-01-01 21:00:00,2.22,1.47,1.71
2017-01-01 22:00:00,2.02,1.4,1.74
2017-01-01 23:00:00,1.83,1.39,2.71
2017-01-02 00:00:00,1.91,1.33,2.32
2017-01-02 01:00:00,2.38,1.67,1.71
2017-01-02 02:00:00,2.21,1.76,1.36
2017-01-02 03:00:00,1.98,1.65,1.24
2017-01-02 04:00:00,1.73,1.25,1.5
2017-01-02 05:00:00,1.74,1.29,1.37
2017-01-02 06:00:00,1.76,1.43,1.38
2017-01-02 07:00:00,1.79,1.35,1.44
2017-01-02 08:00:00,1.8,1.31,1.52
2017-01-02 09:00:00,1.83,1.31,1.48
2017-01-02 10:00:00,1.85,1.32,1.54
2017-01-02 11:00:00,1.86,1.33,1.39
2017-01-02 12:00:00,1.87,1.34,1.34
2017-01-02 13:00:00,1.88,1.3,1.32
2017-01-02 14:00:00,1.84,1.3,1.24
2017-01-02 15:00:00,1.83,1.32,1.21
2017-01-02 16:00:00,1.76,1.31,1.23
2017-01-02 17:00:00,1.94,1.3,1.23
2017-01-02 18:00:00,1.83,1.27,1.26
2017-01-02 19:00:00,1.84,1.24,1.29
2017-01-02 20:00:00,1.89,1.27,1.33
2017-01-02 21:00:00,1.87,1.27,1.33
2017-01-02 22:00:00,1.84,1.28,1.34
2017-01-02 23:00:00,1.81,1.29,1.39
2017-01-03 00:00:00,1.84,1.41,1.39
2017-01-03 01:00:00,1.81,1.47,1.34
2017-01-03 02:00:00,1.83,1.46,1.29
2017-01-03 03:00:00,1.78,1.47,1.38
2017-01-03 04:00:00,1.77,1.46,1.44
2017-01-03 05:00:00,1.8,1.43,1.45
2017-01-03 06:00:00,1.77,1.45,1.43
2017-01-03 07:00:00,2.0,1.48,1.59
2017-01-03 08:00:00,2.03,1.49,1.58
2017-01-03 09:00:00,2.03,1.49,1.58
2017-01-03 10:00:00,2.08,1.49,1.44
2017-01-03 11:00:00,1.9,1.5,1.55
2017-01-03 12:00:00,1.93,1.52,1.4
2017-01-03 13:00:00,1.86,1.49,1.3
2017-01-03 14:00:00,1.84,1.43,1.28
2017-01-03 15:00:00,1.91,1.38,1.29
2017-01-03 16:00:00,1.96,1.41,1.31
2017-01-03 17:00:00,2.02,1.33,1.36
2017-01-03 18:00:00,2.04,1.34,1.46
2017-01-03 19:00:00,2.37,1.34,2.0
2017-01-03 20:00:00,2.53,1.36,2.52
2017-01-03 21:00:00,2.86,1.36,2.58
2017-01-03 22:00:00,3.56,1.39,2.09
2017-01-03 23:00:00,4.06,1.4,1.63
2017-01-04 00:00:00,3.98,1.36,1.6
2017-01-04 01:00:00,4.65,1.38,1.59
2017-01-04 02:00:00,1.83,1.38,1.58
2017-01-04 03:00:00,3.26,1.36,1.69
2017-01-04 04:00:00,2.45,1.42,1.68
2017-01-04 05:00:00,2.3,1.43,1.74
2017-01-04 06:00:00,2.26,1.46,1.86
2017-01-04 07:00:00,2.34,1.51,2.1
2017-01-04 08:00:00,2.34,1.56,1.99
2017-01-04 09:00:00,2.33,1.49,1.75
2017-01-04 10:00:00,2.36,1.59,2.18
2017-01-04 11:00:00,2.29,1.63,2.04
2017-01-04 12:00:00,2.45,1.61,1.77
2017-01-04 13:00:00,2.64,1.74,1.75
2017-01-04 14:00:00,2.95,1.61,1.73
2017-01-04 15:00:00,2.1,1.32,1.75
2017-01-04 16:00:00,1.78,1.22,1.39
2017-01-04 17:00:00,1.78,1.24,1.39
2017-01-04 18:00:00,1.83,1.22,1.54
2017-01-04 19:00:00,2.09,1.21,1.57
2017-01-04 20:00:00,1.93,1.2,1.49
2017-01-04 21:00:00,1.87,1.2,1.62
2017-01-04 22:00:00,1.91,1.21,1.41
2017-01-04 23:00:00,1.85,1.22,1.31
2017-01-05 00:00:00,1.86,1.24,1.29
2017-01-05 01:00:00,1.84,1.24,1.55
2017-01-05 02:00:00,1.79,1.28,1.77
