,28079008,28079024,28079055
2018-07-01 01:00:00,1.45,1.18,1.3
2018-07-01 02:00:00,1.43,1.18,1.28
2018-07-01 03:00:00,1.44,1.18,1.27
2018-07-01 04:00:00,1.4,1.17,1.26
2018-07-01 05:00:00,1.39,1.17,1.25
2018-07-01 06:00:00,1.4,1.18,1.25
2018-07-01 07:00:00,1.39,1.19,1.26
2018-07-01 08:00:00,1.4,1.2,1.28
2018-07-01 09:00:00,1.4,1.19,1.32
2018-07-01 10:00:00,1.38,1.17,1.27
2018-07-01 11:00:00,1.38,1.17,1.27
2018-07-01 12:00:00,1.39,1.19,1.28
2018-07-01 13:00:00,1.39,1.18,1.27
2018-07-01 14:00:00,1.38,1.18,1.27
2018-07-01 15:00:00,1.39,1.18,1.26
2018-07-01 16:00:00,1.39,1.18,1.24
2018-07-01 17:00:00,1.4,1.19,1.25
2018-07-01 18:00:00,1.39,1.19,1.26
2018-07-01 19:00:00,1.39,1.19,1.25
2018-07-01 20:00:00,1.4,1.18,1.26
2018-07-01 21:00:00,1.41,1.18,1.26
2018-07-01 22:00:00,1.42,1.18,1.27
2018-07-01 23:00:00,1.43,1.18,1.27
2018-07-02 00:00:00,1.43,1.18,1.3
2018-07-02 01:00:00,1.43,1.19,1.28
2018-07-02 02:00:00,1.42,1.2,1.29
2018-07-02 03:00:00,1.41,1.2,1.29
2018-07-02 04:00:00,1.42,1.21,1.3
2018-07-02 05:00:00,1.41,1.21,1.29
2018-07-02 06:00:00,1.42,1.22,1.36
2018-07-02 07:00:00,1.47,1.22,1.81
2018-07-02 08:00:00,1.49,1.23,1.61
2018-07-02 09:00:00,1.49,1.25,1.58
2018-07-02 10:00:00,1.48,1.24,1.51
2018-07-02 11:00:00,1.45,1.23,1.31
2018-07-02 12:00:00,1.44,1.2,1.3
2018-07-02 13:00:00,1.43,1.2,1.28
2018-07-02 14:00:00,1.42,1.2,1.28
2018-07-02 15:00:00,1.43,1.2,1.28
2018-07-02 16:00:00,1.43,1.2,1.28
2018-07-02 17:00:00,1.4,1.2,1.27
2018-07-02 18:00:00,1.39,1.21,1.27
2018-07-02 19:00:00,1.43,1.21,1.28
2018-07-02 20:00:00,1.43,1.21,1.29
2018-07-02 21:00:00,1.45,1.2,1.29
2018-07-02 22:00:00,1.45,1.2,1.32
2018-07-02 23:00:00,1.45,1.2,1.31
2018-07-03 00:00:00,1.44,1.2,1.31
2018-07-03 01:00:00,1.45,1.2,1.32
2018-07-03 02:00:00,1.44,1.21,1.31
2018-07-03 03:00:00,1.45,1.22,1.61
2018-07-03 04:00:00,1.48,1.22,2.17
2018-07-03 05:00:00,1.55,1.22,1.29
2018-07-03 06:00:00,1.7,1.25,2.22
2018-07-03 07:00:00,1.86,1.24,1.9
2018-07-03 08:00:00,1.93,1.28,1.42
2018-07-03 09:00:00,1.81,1.34,1.63
2018-07-03 10:00:00,1.89,1.33,1.61
2018-07-03 11:00:00,1.7,1.34,1.52
2018-07-03 12:00:00,1.58,1.25,1.47
2018-07-03 13:00:00,1.46,1.2,1.34
2018-07-03 14:00:00,1.45,1.21,1.29
2018-07-03 15:00:00,1.42,1.2,1.27
2018-07-03 16:00:00,1.43,1.2,1.27
2018-07-03 17:00:00,1.43,1.21,1.28
